data_profile,N,L,K,off_pct,active_pct,formula,formula_family,T,cases,u_g_mean,fraction_best_tested_u_g_mean,fraction_best_tested_u_g_p05,gap_to_best_tested_pct_mean,winner_rate
gaussian,1000,4,250,75.0,25.0,T_0p025N,N,25,100,2718161319908.0596,0.8911970171107895,0.7521270446134943,10.880298288921031,0.02
gaussian,1000,4,250,75.0,25.0,T_0p05K,K,12,100,2351765251037.6245,0.7700547666041068,0.6105225439451039,22.994523339589293,0.0
gaussian,1000,4,250,75.0,25.0,T_0p05N,N,50,100,2860451691666.1875,0.9459649355986217,0.8801571893716053,5.403506440137843,0.04
gaussian,1000,4,250,75.0,25.0,T_0p05NL_over_Lp2,N_L,33,100,2812396860650.213,0.9263384053084174,0.8310109797181457,7.366159469158255,0.04
gaussian,1000,4,250,75.0,25.0,T_0p075N,N,75,100,2694813286020.6045,0.8945317356351719,0.8216624219795091,10.54682643648281,0.0
gaussian,1000,4,250,75.0,25.0,T_0p075NL_over_Lp2,N_L,50,100,2860451691666.1875,0.9459649355986217,0.8801571893716053,5.403506440137843,0.04
gaussian,1000,4,250,75.0,25.0,T_0p10K,K,25,100,2718161319908.0596,0.8911970171107895,0.7521270446134943,10.880298288921031,0.02
gaussian,1000,4,250,75.0,25.0,T_0p10N,N,100,100,2474675771507.976,0.8230536450071501,0.7321204840224785,17.694635499285006,0.0
gaussian,1000,4,250,75.0,25.0,T_0p10NL_over_Lp2,N_L,67,100,2747453301775.2783,0.912070492634101,0.8348783411958931,8.792950736589912,0.0
gaussian,1000,4,250,75.0,25.0,T_0p125NL_over_Lp2,N_L,83,100,2620144146929.9985,0.8704224524648909,0.7907854301813699,12.95775475351092,0.0
gaussian,1000,4,250,75.0,25.0,T_0p15K,K,38,100,2851185093619.3457,0.9370332806938844,0.8438716101315764,6.296671930611561,0.01
gaussian,1000,4,250,75.0,25.0,T_0p15NL_over_Lp2,N_L,100,100,2474675771507.976,0.8230536450071501,0.7321204840224785,17.694635499285006,0.0
gaussian,1000,4,250,75.0,25.0,T_0p20K,K,50,100,2860451691666.1875,0.9459649355986217,0.8801571893716053,5.403506440137843,0.04
gaussian,1000,4,250,75.0,25.0,legacy_T100,legacy,100,100,2474675771507.976,0.8230536450071501,0.7321204840224785,17.694635499285006,0.0
gaussian,1000,4,250,75.0,25.0,legacy_T25,legacy,25,100,2718161319908.0596,0.8911970171107895,0.7521270446134943,10.880298288921031,0.02
gaussian,1000,4,250,75.0,25.0,legacy_T50,legacy,50,100,2860451691666.1875,0.9459649355986217,0.8801571893716053,5.403506440137843,0.04
gaussian,1000,4,500,50.0,50.0,T_0p025N,N,25,100,171209124001072.1,0.8329587324672981,0.6865450007920132,16.70412675327018,0.0
gaussian,1000,4,500,50.0,50.0,T_0p05K,K,25,100,171209124001072.1,0.8329587324672981,0.6865450007920132,16.70412675327018,0.0
gaussian,1000,4,500,50.0,50.0,T_0p05N,N,50,100,193983467338054.03,0.951352559151038,0.8766561440461629,4.864744084896197,0.04
gaussian,1000,4,500,50.0,50.0,T_0p05NL_over_Lp2,N_L,33,100,182174973455463.4,0.8905228294056917,0.7866038701410847,10.947717059430829,0.03
gaussian,1000,4,500,50.0,50.0,T_0p075N,N,75,100,191875546927876.88,0.9435705846928251,0.8976383829722513,5.642941530717493,0.03
gaussian,1000,4,500,50.0,50.0,T_0p075NL_over_Lp2,N_L,50,100,193983467338054.03,0.951352559151038,0.8766561440461629,4.864744084896197,0.04
gaussian,1000,4,500,50.0,50.0,T_0p10K,K,50,100,193983467338054.03,0.951352559151038,0.8766561440461629,4.864744084896197,0.04
gaussian,1000,4,500,50.0,50.0,T_0p10N,N,100,100,182271890546054.75,0.8979976500202718,0.8210942111361279,10.200234997972824,0.0
gaussian,1000,4,500,50.0,50.0,T_0p10NL_over_Lp2,N_L,67,100,192839653907568.75,0.9486592466997064,0.8914119042993316,5.134075330029365,0.02
gaussian,1000,4,500,50.0,50.0,T_0p125NL_over_Lp2,N_L,83,100,188808524718965.28,0.9291708690728097,0.8698539950728602,7.082913092719041,0.02
gaussian,1000,4,500,50.0,50.0,T_0p15K,K,75,100,191875546927876.88,0.9435705846928251,0.8976383829722513,5.642941530717493,0.03
gaussian,1000,4,500,50.0,50.0,T_0p15NL_over_Lp2,N_L,100,100,182271890546054.75,0.8979976500202718,0.8210942111361279,10.200234997972824,0.0
gaussian,1000,4,500,50.0,50.0,T_0p20K,K,100,100,182271890546054.75,0.8979976500202718,0.8210942111361279,10.200234997972824,0.0
gaussian,1000,4,500,50.0,50.0,legacy_T100,legacy,100,100,182271890546054.75,0.8979976500202718,0.8210942111361279,10.200234997972824,0.0
gaussian,1000,4,500,50.0,50.0,legacy_T25,legacy,25,100,171209124001072.1,0.8329587324672981,0.6865450007920132,16.70412675327018,0.0
gaussian,1000,4,500,50.0,50.0,legacy_T50,legacy,50,100,193983467338054.03,0.951352559151038,0.8766561440461629,4.864744084896197,0.04
