data_profile,N,L,K,off_pct,active_pct,cases,best_T_min,best_T_p05,best_T_p25,best_T_median,best_T_p75,best_T_p95,best_T_max,best_T_mean,best_T_std,best_T_iqr,best_T_cv,best_T_over_N_mean,best_T_over_K_mean
gaussian,1000,4,250,75.0,25.0,100,11,20.95,32.0,42.0,52.0,69.05,84,42.57,14.192226496547077,20.0,0.33338563534289584,0.042570000000000004,0.17028000000000001
gaussian,1000,4,500,50.0,50.0,100,27,34.9,44.75,57.5,71.0,94.1,128,59.67,19.246962242274897,26.25,0.3225567662523026,0.05967000000000001,0.11934000000000002
