data_profile,generator_seed,sample,N,L,K,sigma,P,off_pct,active_pct,T,u_bf,u_i,u_g,u_g_db,best_tested_u_g,fraction_best_tested_u_g,gap_to_best_tested_pct,is_best_tested_T,formula,formula_family,formula_T,formula_label,rule_note
gaussian,42,0,1000,4,250,1.0,1.0,75.0,25.0,375,4361.774210296208,109615.2436907849,1319029320299.3538,121.20254449452878,6857392153042.178,0.19235144948129976,80.76485505187001,False,strong_weak,heuristic,375,strong/weak H3,outside_dense_0_to_K
gaussian,42,1,1000,4,250,1.0,1.0,75.0,25.0,375,3255.720522277778,80670.75088984186,405558913287.0995,116.08053950673096,1849933303236.901,0.21922893791764123,78.07710620823588,False,strong_weak,heuristic,375,strong/weak H3,outside_dense_0_to_K
gaussian,42,2,1000,4,250,1.0,1.0,75.0,25.0,375,4027.5587507870364,55097.009633853784,992890687241.7115,119.96901437275882,4157349201497.93,0.23882782973438077,76.11721702656192,False,strong_weak,heuristic,375,strong/weak H3,outside_dense_0_to_K
gaussian,42,3,1000,4,250,1.0,1.0,75.0,25.0,375,4301.544591953055,218146.25863642996,1206325886613.4133,120.81464647471694,6597967721769.017,0.18283294758071034,81.71670524192896,False,strong_weak,heuristic,375,strong/weak H3,outside_dense_0_to_K
gaussian,42,4,1000,4,250,1.0,1.0,75.0,25.0,375,3303.91117861174,93984.0120142868,428269857800.9178,116.31717509252069,1602335668965.4578,0.2672784898294305,73.27215101705696,False,strong_weak,heuristic,375,strong/weak H3,outside_dense_0_to_K
gaussian,42,5,1000,4,250,1.0,1.0,75.0,25.0,375,3138.9522351674564,92937.82678099588,352627674768.2054,115.47316393407071,1617960757922.9868,0.21794575241792735,78.20542475820727,False,strong_weak,heuristic,375,strong/weak H3,outside_dense_0_to_K
gaussian,42,6,1000,4,250,1.0,1.0,75.0,25.0,375,3369.014878529827,85750.4345903407,475120713903.7984,116.76803964828838,2122494597631.7407,0.22385014050633326,77.61498594936668,False,strong_weak,heuristic,375,strong/weak H3,outside_dense_0_to_K
gaussian,42,7,1000,4,250,1.0,1.0,75.0,25.0,375,4048.411394359641,123874.07834144011,979565870416.2916,119.91033645227597,4339594608174.4575,0.22572750656733967,77.42724934326604,False,strong_weak,heuristic,375,strong/weak H3,outside_dense_0_to_K
gaussian,42,8,1000,4,250,1.0,1.0,75.0,25.0,375,4236.777704711965,192221.61446349454,1127667871569.3127,120.52181207108185,4615177026078.023,0.2443390286434158,75.56609713565841,False,strong_weak,heuristic,375,strong/weak H3,outside_dense_0_to_K
gaussian,42,9,1000,4,250,1.0,1.0,75.0,25.0,375,4063.883275696856,192166.08743091318,946409564789.691,119.76079120793999,4705274182048.166,0.20113802685515916,79.8861973144841,False,strong_weak,heuristic,375,strong/weak H3,outside_dense_0_to_K
