data_profile,N,L,K,off_pct,active_pct,cases,best_T_min,best_T_p05,best_T_p25,best_T_median,best_T_p75,best_T_p95,best_T_max,best_T_mean,best_T_std,best_T_iqr,best_T_cv,best_T_over_N_mean,best_T_over_K_mean
rician,2000,2,500,75.0,25.0,100,48,69.75,102.5,144.0,174.25,253.34999999999997,275,146.89,53.56029265692028,71.75,0.3646285836811239,0.07344500000000001,0.29378000000000004
rician,2000,2,1000,50.0,50.0,100,76,115.75,148.0,176.5,211.25,257.25,312,179.74,45.884708396659384,63.25,0.25528378990018574,0.08987,0.17974
