data_profile,generator_seed,sample,N,L,K,sigma,P,off_pct,active_pct,T,u_bf,u_i,u_g,u_g_db,best_tested_u_g,fraction_best_tested_u_g,gap_to_best_tested_pct,is_best_tested_T,formula,formula_family,formula_T,formula_label,rule_note
twdp,42,0,5000,6,1250,1.0,1.0,75.0,25.0,1875,99811.91737877938,29942017.48812823,1.992866587448189e+25,252.99478225808147,7.457606871709686e+25,0.2672260179077147,73.27739820922852,False,strong_weak,heuristic,1875,strong/weak H3,outside_dense_0_to_K
twdp,42,1,5000,6,1250,1.0,1.0,75.0,25.0,1875,112889.26381345624,36947752.15302968,4.211659300442701e+25,256.24453231952606,1.4457805758331942e+26,0.2913069500892657,70.86930499107342,False,strong_weak,heuristic,1875,strong/weak H3,outside_dense_0_to_K
twdp,42,2,5000,6,1250,1.0,1.0,75.0,25.0,1875,104029.41487557282,26301470.266475815,2.590263481666726e+25,254.13343942773878,8.93284669232622e+25,0.2899706634271354,71.00293365728646,False,strong_weak,heuristic,1875,strong/weak H3,outside_dense_0_to_K
twdp,42,3,5000,6,1250,1.0,1.0,75.0,25.0,1875,109973.10896688413,31336262.579636253,3.5990064782821562e+25,255.5618262839219,1.2341337501326797e+26,0.29162207725825773,70.83779227417423,False,strong_weak,heuristic,1875,strong/weak H3,outside_dense_0_to_K
twdp,42,4,5000,6,1250,1.0,1.0,75.0,25.0,1875,104268.34011257993,21290893.32865066,2.648734116902426e+25,254.23038365485792,9.81976398149258e+25,0.26973500808110307,73.0264991918897,False,strong_weak,heuristic,1875,strong/weak H3,outside_dense_0_to_K
twdp,42,5,5000,6,1250,1.0,1.0,75.0,25.0,1875,110505.54800560826,24764607.286291927,3.741518413498721e+25,255.73047886900017,1.2605846404674214e+26,0.2968081867244849,70.3191813275515,False,strong_weak,heuristic,1875,strong/weak H3,outside_dense_0_to_K
twdp,42,6,5000,6,1250,1.0,1.0,75.0,25.0,1875,102881.4747922653,36038584.495591804,2.3847004144632475e+25,253.774338271842,8.996703829422905e+25,0.26506378999209695,73.49362100079031,False,strong_weak,heuristic,1875,strong/weak H3,outside_dense_0_to_K
twdp,42,7,5000,6,1250,1.0,1.0,75.0,25.0,1875,102249.62857002647,28809223.923691083,2.3287113909011725e+25,253.67115667536044,7.7007780340527055e+25,0.302399495298222,69.76005047017779,False,strong_weak,heuristic,1875,strong/weak H3,outside_dense_0_to_K
twdp,42,8,5000,6,1250,1.0,1.0,75.0,25.0,1875,101790.33558753629,29585996.9448084,2.2476106483927704e+25,253.51721080963023,8.055611495065786e+25,0.27901179814461935,72.09882018553806,False,strong_weak,heuristic,1875,strong/weak H3,outside_dense_0_to_K
twdp,42,9,5000,6,1250,1.0,1.0,75.0,25.0,1875,105678.35226473697,25894515.297525138,2.859139410421376e+25,254.56235331888462,1.0335294087482084e+26,0.27663841843497344,72.33615815650265,False,strong_weak,heuristic,1875,strong/weak H3,outside_dense_0_to_K
twdp,42,10,5000,6,1250,1.0,1.0,75.0,25.0,1875,105096.84908417656,26947590.023768052,2.73716608541712e+25,254.3730115027523,9.647401052838732e+25,0.2837205658213735,71.62794341786265,False,strong_weak,heuristic,1875,strong/weak H3,outside_dense_0_to_K
twdp,42,11,5000,6,1250,1.0,1.0,75.0,25.0,1875,107164.43274765031,29668444.93112923,3.097987129352063e+25,254.91079609142042,1.11909303479853e+26,0.27683016809319994,72.31698319068,False,strong_weak,heuristic,1875,strong/weak H3,outside_dense_0_to_K
twdp,42,12,5000,6,1250,1.0,1.0,75.0,25.0,1875,92209.08168226285,27335020.400625613,1.2418017630787707e+25,250.94052272110736,4.716693435016864e+25,0.2632780315675383,73.67219684324617,False,strong_weak,heuristic,1875,strong/weak H3,outside_dense_0_to_K
twdp,42,13,5000,6,1250,1.0,1.0,75.0,25.0,1875,100668.71501527673,27706681.513327107,2.1171756806605247e+25,253.25756896742053,7.691051203477215e+25,0.2752778033389408,72.47221966610591,False,strong_weak,heuristic,1875,strong/weak H3,outside_dense_0_to_K
twdp,42,14,5000,6,1250,1.0,1.0,75.0,25.0,1875,96647.76073253532,21072543.5450097,1.6701536238329124e+25,252.22756420198127,5.55074206156547e+25,0.30088835065808855,69.91116493419113,False,strong_weak,heuristic,1875,strong/weak H3,outside_dense_0_to_K
twdp,42,15,5000,6,1250,1.0,1.0,75.0,25.0,1875,100545.62513624605,18306216.86866248,2.1296134391902025e+25,253.28300778808537,7.6307677184132e+25,0.27908246165735084,72.09175383426492,False,strong_weak,heuristic,1875,strong/weak H3,outside_dense_0_to_K
twdp,42,16,5000,6,1250,1.0,1.0,75.0,25.0,1875,106028.57529471719,32916518.76521063,2.8819821889538903e+25,254.59691292486664,9.94689490511157e+25,0.28973686928901604,71.02631307109839,False,strong_weak,heuristic,1875,strong/weak H3,outside_dense_0_to_K
twdp,42,17,5000,6,1250,1.0,1.0,75.0,25.0,1875,94591.2763653018,13512373.935901444,1.4916604213994257e+25,251.7366996663677,5.241819657105114e+25,0.28456919905238043,71.54308009476196,False,strong_weak,heuristic,1875,strong/weak H3,outside_dense_0_to_K
twdp,42,18,5000,6,1250,1.0,1.0,75.0,25.0,1875,109205.79429743797,14645380.376975823,3.548196212740928e+25,255.50007628001424,1.2493072220885811e+26,0.2840131034229582,71.59868965770417,False,strong_weak,heuristic,1875,strong/weak H3,outside_dense_0_to_K
twdp,42,19,5000,6,1250,1.0,1.0,75.0,25.0,1875,105941.78684233171,29107755.429050483,2.8905107598386682e+25,254.60974590362184,1.0047279666062212e+26,0.2876908830956762,71.23091169043238,False,strong_weak,heuristic,1875,strong/weak H3,outside_dense_0_to_K
twdp,42,20,5000,6,1250,1.0,1.0,75.0,25.0,1875,108873.96789485858,25602264.351357,3.4250097524506624e+25,255.3466181245019,1.1877440906539583e+26,0.28836260095092464,71.16373990490754,False,strong_weak,heuristic,1875,strong/weak H3,outside_dense_0_to_K
twdp,42,21,5000,6,1250,1.0,1.0,75.0,25.0,1875,107415.49932125345,29178727.869647082,3.1292458940622457e+25,254.95439691058783,1.1200630864784229e+26,0.27938121806164246,72.06187819383575,False,strong_weak,heuristic,1875,strong/weak H3,outside_dense_0_to_K
twdp,42,22,5000,6,1250,1.0,1.0,75.0,25.0,1875,107861.2199584479,31955539.64162621,3.2005578811307737e+25,255.05225685688472,1.1367994226495971e+26,0.2815411247897248,71.84588752102752,False,strong_weak,heuristic,1875,strong/weak H3,outside_dense_0_to_K
twdp,42,23,5000,6,1250,1.0,1.0,75.0,25.0,1875,107885.44810779495,28592912.88459439,3.2304900052775467e+25,255.09268401726746,1.2075978259991323e+26,0.26751373145316243,73.24862685468376,False,strong_weak,heuristic,1875,strong/weak H3,outside_dense_0_to_K
