data_profile,N,L,K,off_pct,active_pct,cases,best_T_min,best_T_p05,best_T_p25,best_T_median,best_T_p75,best_T_p95,best_T_max,best_T_mean,best_T_std,best_T_iqr,best_T_cv,best_T_over_N_mean,best_T_over_K_mean
rician,1000,10,250,75.0,25.0,100,28,37.95,91.0,138.5,185.5,246.0,250,140.84,63.643692507267325,94.5,0.4518864847150477,0.14083999999999997,0.5633599999999999
rician,1000,10,500,50.0,50.0,100,57,81.85,129.25,171.0,224.0,314.59999999999997,353,180.81,69.06221686262177,94.75,0.3819601618418327,0.18081,0.36162
