data_profile,generator_seed,sample,N,L,K,sigma,P,off_pct,active_pct,T,u_bf,u_i,u_g,u_g_db,best_tested_u_g,fraction_best_tested_u_g,gap_to_best_tested_pct,is_best_tested_T,formula,formula_family,formula_T,formula_label
rician,42,0,1000,10,250,1.0,1.0,75.0,25.0,25,18323.93097995564,292088182.63441175,3.139750768195351e+17,174.9689517536832,8.256383035604906e+17,0.38028162630724127,61.971837369275875,False,T_0p025N,N,25,T_0p025N
rician,42,1,1000,10,250,1.0,1.0,75.0,25.0,25,19481.483263418068,329703932.48060066,8.595887152041715e+17,179.3429070538068,3.059668443167242e+18,0.2809417854159259,71.9058214584074,False,T_0p025N,N,25,T_0p025N
rician,42,2,1000,10,250,1.0,1.0,75.0,25.0,25,19436.751461977856,327754585.08540237,9.090702347220755e+17,179.58597438088734,2.6264719348905626e+18,0.34611838894823516,65.3881611051765,False,T_0p025N,N,25,T_0p025N
rician,42,3,1000,10,250,1.0,1.0,75.0,25.0,25,18626.915503429835,301528243.09917766,4.561473112206065e+17,176.5910511924038,1.7871856829904407e+18,0.2552321874341282,74.47678125658719,False,T_0p025N,N,25,T_0p025N
rician,42,4,1000,10,250,1.0,1.0,75.0,25.0,25,17593.72341850323,268205070.33390892,5.387910776901087e+17,177.31420395250584,1.1390542891346504e+18,0.4730161528116742,52.69838471883258,False,T_0p025N,N,25,T_0p025N
rician,42,5,1000,10,250,1.0,1.0,75.0,25.0,25,17771.69541808588,274251085.88100725,4.05964788915324e+17,176.08488366969,1.5160239295811697e+18,0.2677825732127325,73.22174267872674,False,T_0p025N,N,25,T_0p025N
rician,42,6,1000,10,250,1.0,1.0,75.0,25.0,25,18852.11212834021,307650272.950412,1.37954281822284e+18,181.39735184647978,1.711513215856241e+18,0.80603690666372,19.396309333628004,False,T_0p025N,N,25,T_0p025N
rician,42,7,1000,10,250,1.0,1.0,75.0,25.0,25,17798.035589227286,275499973.15842533,2.4917040398376147e+17,173.96496456326378,5.977776391955596e+17,0.41682790998852803,58.3172090011472,False,T_0p025N,N,25,T_0p025N
rician,42,8,1000,10,250,1.0,1.0,75.0,25.0,25,17844.81940471939,276431514.3416755,3.995574553887417e+17,176.01579238629088,5.019164457515924e+17,0.7960636850430878,20.393631495691224,False,T_0p025N,N,25,T_0p025N
rician,42,9,1000,10,250,1.0,1.0,75.0,25.0,25,19255.46749842617,321921596.5381147,7.832217764355485e+17,178.93884753941046,2.020395041959753e+18,0.38765774027827504,61.234225972172496,False,T_0p025N,N,25,T_0p025N
rician,42,10,1000,10,250,1.0,1.0,75.0,25.0,25,18864.53940513096,308695769.4318018,9.143721548926035e+17,179.61122992145954,1.1081137705925359e+18,0.8251608987799746,17.483910122002545,False,T_0p025N,N,25,T_0p025N
rician,42,11,1000,10,250,1.0,1.0,75.0,25.0,25,19937.739143470484,345532840.76203537,9.324044920774029e+17,179.6960435716914,2.489262834328325e+18,0.37457052715326966,62.54294728467303,False,T_0p025N,N,25,T_0p025N
rician,42,12,1000,10,250,1.0,1.0,75.0,25.0,25,19620.08558093642,334634019.78793436,7.670753688433655e+17,178.84838037566553,2.5927913848853074e+18,0.29584924314198047,70.41507568580195,False,T_0p025N,N,25,T_0p025N
rician,42,13,1000,10,250,1.0,1.0,75.0,25.0,25,18558.648172886955,298817952.2557729,6.563518304099498e+17,178.17136700725376,1.3966435007998484e+18,0.46994943951986423,53.00505604801358,False,T_0p025N,N,25,T_0p025N
rician,42,14,1000,10,250,1.0,1.0,75.0,25.0,25,17496.93776779785,264906046.65515614,6.14083773028619e+17,177.88227621438122,7.222003292731409e+17,0.8502956148561496,14.970438514385043,False,T_0p025N,N,25,T_0p025N
rician,42,15,1000,10,250,1.0,1.0,75.0,25.0,25,18211.311978906826,288042776.6808034,4.817446428925984e+17,176.82816893903268,6.651281553711475e+17,0.724288453288796,27.5711546711204,False,T_0p025N,N,25,T_0p025N
rician,42,16,1000,10,250,1.0,1.0,75.0,25.0,25,17253.163139245913,257777169.72758472,5.5043733089672384e+17,177.40707880265003,7.792897336755517e+17,0.7063320702308803,29.36679297691197,False,T_0p025N,N,25,T_0p025N
rician,42,17,1000,10,250,1.0,1.0,75.0,25.0,25,17956.916489005747,278807144.3300306,9.754088806366491e+17,179.89186705319455,2.323408786281189e+18,0.41981802186341605,58.018197813658404,False,T_0p025N,N,25,T_0p025N
rician,42,18,1000,10,250,1.0,1.0,75.0,25.0,25,19651.592741247056,334713880.10996133,1.5035228932456773e+18,181.77110045229736,3.2890184299651697e+18,0.45713422568495593,54.2865774315044,False,T_0p025N,N,25,T_0p025N
rician,42,19,1000,10,250,1.0,1.0,75.0,25.0,25,20385.391162917982,361271262.76414084,1.1033832060860146e+18,180.42726369544073,2.0336089009833398e+18,0.5425739460288947,45.74260539711052,False,T_0p025N,N,25,T_0p025N
rician,42,20,1000,10,250,1.0,1.0,75.0,25.0,25,17075.550250442175,252344618.94468656,5.193442421818457e+17,177.15455321087273,1.494271758551326e+18,0.34755675412439174,65.24432458756083,False,T_0p025N,N,25,T_0p025N
rician,42,21,1000,10,250,1.0,1.0,75.0,25.0,25,19838.374774583128,342746872.95783657,5.612356050800895e+17,177.49145215099207,3.1017158752717204e+18,0.18094358982217332,81.90564101778267,False,T_0p025N,N,25,T_0p025N
rician,42,22,1000,10,250,1.0,1.0,75.0,25.0,25,19270.708230731732,322804955.390653,6.307957425811699e+17,177.99888753490495,9.354234110382698e+17,0.6743424797130323,32.56575202869677,False,T_0p025N,N,25,T_0p025N
rician,42,23,1000,10,250,1.0,1.0,75.0,25.0,25,16985.336626841046,249679160.78519908,5.4053118410796314e+17,177.32820754154903,1.0285966131365137e+18,0.5255035620423774,47.44964379576226,False,T_0p025N,N,25,T_0p025N
rician,42,24,1000,10,250,1.0,1.0,75.0,25.0,25,20375.56470928105,360923403.19770557,1.0883372453984367e+18,180.36763491980466,2.0217618988306194e+18,0.5383112848391928,46.16887151608072,False,T_0p025N,N,25,T_0p025N
