data_profile,generator_seed,sample,N,L,K,sigma,P,off_pct,active_pct,best_tested_T,best_tested_T_over_N,best_tested_T_over_K,best_tested_u_bf,best_tested_u_i,best_tested_u_g_value,best_tested_u_g_db,prev_T,prev_T_u_g,next_T,next_T_u_g,row_power_cv,row_power_skew3,row_power_p95_p50,row_power_p99_p50,row_power_max_p95,log_power_gap_max,log_power_gap_rank,log_power_gap_rank_pct,tail_mass_p80,tail_mass_p90,tail_mass_p95,tail_mass_p99
gaussian,42,0,1000,8,250,1.0,1.0,75.0,25.0,50,0.05,0.2,3881.738269652625,159224.67061193465,2.1905226297773277e+21,213.40547744132158,49,2.117018202454097e+21,51,2.1648304220786404e+21,0.3498039019415824,0.6475149962979263,1.7264681028690154,2.0335386070470527,1.4026288988261661,0.24313652984355705,999,0.999,0.3077406801670123,0.17037089708996084,0.09187461257791085,0.020909036730231728
gaussian,42,1,1000,8,250,1.0,1.0,75.0,25.0,50,0.05,0.2,3605.1667123592642,196179.97237204562,1.0396612589403214e+21,210.16891861090556,49,1.034945183449253e+21,51,1.019854493625391e+21,0.3490604216350305,0.689498829155347,1.6279268036228614,2.1495577150898346,1.6182910418657206,0.1105566582506631,2,0.002,0.30428898876099025,0.16820112631845568,0.09240099849625472,0.02212425848994653
gaussian,42,2,1000,8,250,1.0,1.0,75.0,25.0,50,0.05,0.2,2892.003255144551,106858.918764462,1.981990556384795e+20,202.97101580865836,49,1.9510667573570132e+20,51,1.9676701856814367e+20,0.35766648966357345,0.8865400167136761,1.6853847913162074,2.1032135053897023,1.8905110080690282,0.239792957613854,999,0.999,0.30705928821620376,0.1722657420653538,0.09539673495819297,0.02336991417238112
gaussian,42,3,1000,8,250,1.0,1.0,75.0,25.0,15,0.015,0.06,3785.7022179361056,240714.94757981008,1.5358567217402455e+21,211.86350702765844,14,1.3885248524543499e+21,16,1.5108667738710105e+21,0.34431961380183407,0.5738290108319923,1.7154818686370885,1.9925125924525535,1.430609459606115,0.13071610604415085,997,0.997,0.3036684481352423,0.1684515151910182,0.09112020064490343,0.021029653831705332
gaussian,42,4,1000,8,250,1.0,1.0,75.0,25.0,30,0.03,0.12,3558.336318582005,183244.49555438268,9.57004156060712e+20,209.8091382382733,29,9.495630734473981e+20,31,9.326779599514416e+20,0.33879389483182276,0.6371174253205474,1.6660475684818077,1.9839951965430556,1.5159542426717199,0.14784736342757387,998,0.998,0.30186645552528935,0.16771288036121748,0.09090720662724594,0.021398876026754023
gaussian,42,5,1000,8,250,1.0,1.0,75.0,25.0,26,0.026,0.104,3807.891727472219,160461.1101158467,1.722637376094173e+21,212.3619386587757,25,1.636835554557564e+21,27,1.6805382620324123e+21,0.348452414201243,0.6143411003498102,1.7139166832359791,1.9838581971579905,1.4197170019201826,0.10168022998914861,996,0.996,0.30635810700496674,0.1694916696117311,0.09106076276862649,0.020831913109378646
gaussian,42,6,1000,8,250,1.0,1.0,75.0,25.0,60,0.06,0.24,3282.8288874416635,114135.88065631223,5.4714384586773325e+20,207.38101518753737,59,5.1952016973467294e+20,61,5.399264064751124e+20,0.35120371344430323,0.7183518707178123,1.6986794175817346,2.088196590951277,1.616531811526091,0.13845256536356887,997,0.997,0.3055614231636622,0.17082970307366419,0.0936380271362801,0.021894806756202072
gaussian,42,7,1000,8,250,1.0,1.0,75.0,25.0,25,0.025,0.1,3580.3353830185783,126721.63077896743,1.1246385697509279e+21,210.51012973662768,24,1.0804952860686346e+21,26,1.1239128036942724e+21,0.3708692734605606,0.5697203132709827,1.6990565842769871,2.0440112608285825,1.5340662416210455,0.1258541132039217,999,0.999,0.312636999398941,0.17258502136922638,0.09318976071800887,0.021727299119110793
gaussian,42,8,1000,8,250,1.0,1.0,75.0,25.0,38,0.038,0.152,4039.050162225973,148919.0507528582,3.2314341279622323e+21,215.09395307356297,37,3.1830612350399577e+21,39,3.1528352580713364e+21,0.3423212815959622,0.47093877702097314,1.660627562700052,1.9546124499103954,1.4114924464874956,0.13568755030985402,997,0.997,0.3037607427247908,0.16585392970502333,0.08832457355094357,0.02029312159728373
gaussian,42,9,1000,8,250,1.0,1.0,75.0,25.0,58,0.058,0.232,3175.902938359574,141123.2354599354,3.8697977426678455e+20,205.87688266946887,57,3.823596728267207e+20,59,3.843489549598376e+20,0.3520435936690841,0.7564314204329466,1.696313033241747,2.0603808222094653,1.6932313080141939,0.15976167316104956,1,0.001,0.3065928364974202,0.17073136009536027,0.0937635265246714,0.022100147284568283
