data_profile,N,L,K,off_pct,active_pct,cases,best_T_min,best_T_p05,best_T_p25,best_T_median,best_T_p75,best_T_p95,best_T_max,best_T_mean,best_T_std,best_T_iqr,best_T_cv,best_T_over_N_mean,best_T_over_K_mean
lognormal,500,4,125,75.0,25.0,100,4,5.0,12.0,18.5,23.0,32.0,35,18.37,7.933632538284418,11.0,0.43187983333067054,0.03673999999999999,0.14695999999999995
lognormal,500,4,250,50.0,50.0,100,5,10.95,20.0,25.0,32.0,46.0,54,26.55,10.60433968722335,12.0,0.39941015771086064,0.053100000000000015,0.10620000000000003
