data_profile,N,L,K,off_pct,active_pct,cases,best_T_min,best_T_p05,best_T_p25,best_T_median,best_T_p75,best_T_p95,best_T_max,best_T_mean,best_T_std,best_T_iqr,best_T_cv,best_T_over_N_mean,best_T_over_K_mean
rayleigh,2000,4,500,75.0,25.0,100,25,47.95,70.75,82.0,105.5,130.0,140,86.89,25.553230241156903,34.75,0.29408712442348833,0.043445,0.17378
rayleigh,2000,4,1000,50.0,50.0,100,66,75.95,98.75,124.0,140.0,171.25,191,120.93,28.821377798117464,41.25,0.23833108242882214,0.06046500000000002,0.12093000000000004
