data_profile,generator_seed,sample,N,L,K,off_pct,active_pct,sigma,P,exact_completed,exact_timed_out,exact_candidate_count,exact_evaluated_count,exact_elapsed_seconds,exact_subset,exact_window_T,exact_is_threshold_window,exact_u_bf,exact_u_i,exact_u_g,exact_u_g_db,best_tested_T,best_tested_u_bf,best_tested_u_i,best_tested_u_g,best_tested_u_g_db,best_tested_subset,best_tested_fraction_exact_u_g,best_tested_gap_to_exact_pct
gaussian,42,0,8,2,2,75.0,25.0,1.0,1.0,True,False,28,28,0.0002913989592343569,3 7,,False,2.887063705150489,4.157717436592389,3.8889241686847087,5.8982947478981735,1,2.3079324085355157,2.278722497283406,3.3951077570322274,5.308535628703677,1 3,0.8730197889614553,12.698021103854472
gaussian,42,0,8,2,2,70.0,30.0,1.0,1.0,True,False,28,28,0.00012795801740139723,3 7,,False,2.887063705150489,4.157717436592389,3.8889241686847087,5.8982947478981735,1,2.3079324085355157,2.278722497283406,3.3951077570322274,5.308535628703677,1 3,0.8730197889614553,12.698021103854472
gaussian,42,0,8,2,3,65.0,35.0,1.0,1.0,True,False,56,56,0.00014220800949260592,1 3 7,0.0,True,4.686873660432789,9.639972247069815,6.213307316944154,7.933228348222409,0,4.686873660432789,9.639972247069815,6.213307316944154,7.933228348222409,1 3 7,1.0,0.0
gaussian,42,0,8,2,3,60.0,40.0,1.0,1.0,True,False,56,56,0.0001793659757822752,1 3 7,0.0,True,4.686873660432789,9.639972247069815,6.213307316944154,7.933228348222409,0,4.686873660432789,9.639972247069815,6.213307316944154,7.933228348222409,1 3 7,1.0,0.0
gaussian,42,0,8,2,4,55.0,45.0,1.0,1.0,True,False,70,70,0.0001699360436759889,1 3 6 7,0.0,True,6.940732595091788,19.116695274940046,9.196390060926689,9.63617383401447,0,6.940732595091788,19.116695274940046,9.196390060926689,9.63617383401447,1 3 6 7,1.0,0.0
gaussian,42,0,8,2,4,50.0,50.0,1.0,1.0,True,False,70,70,0.000166165002156049,1 3 6 7,0.0,True,6.940732595091788,19.116695274940046,9.196390060926689,9.63617383401447,0,6.940732595091788,19.116695274940046,9.196390060926689,9.63617383401447,1 3 6 7,1.0,0.0
gaussian,42,1,8,2,2,75.0,25.0,1.0,1.0,True,False,28,28,0.00012719002552330494,3 6,,False,3.0814029928836053,2.0283384690593627,4.092328124456928,6.119704483362883,0,2.5952823094356057,2.773393089214632,3.8905139665465307,5.900069787268217,2 3,0.9506847565071096,4.93152434928904
gaussian,42,1,8,2,2,70.0,30.0,1.0,1.0,True,False,28,28,0.00014129996998235583,3 6,,False,3.0814029928836053,2.0283384690593627,4.092328124456928,6.119704483362883,0,2.5952823094356057,2.773393089214632,3.8905139665465307,5.900069787268217,2 3,0.9506847565071096,4.93152434928904
gaussian,42,1,8,2,3,65.0,35.0,1.0,1.0,True,False,56,56,0.00019284599693492055,2 3 7,0.0,True,4.090203183590208,1.1492308619562688,8.698000765973175,9.394194415746504,0,4.090203183590208,1.1492308619562688,8.698000765973175,9.394194415746504,2 3 7,1.0,0.0
gaussian,42,1,8,2,3,60.0,40.0,1.0,1.0,True,False,56,56,0.0001855120062828064,2 3 7,0.0,True,4.090203183590208,1.1492308619562688,8.698000765973175,9.394194415746504,0,4.090203183590208,1.1492308619562688,8.698000765973175,9.394194415746504,2 3 7,1.0,0.0
gaussian,42,1,8,2,4,55.0,45.0,1.0,1.0,True,False,70,70,0.00018593098502606153,0 2 3 7,,False,6.841914235748535,0.41832775787685234,17.571884017011463,12.448183280477473,0,7.232395364596327,6.311962943351202,16.910097114203207,12.281461017456696,2 3 6 7,0.962338306913045,3.7661693086954995
gaussian,42,1,8,2,4,50.0,50.0,1.0,1.0,True,False,70,70,0.00018334598280489445,0 2 3 7,,False,6.841914235748535,0.41832775787685234,17.571884017011463,12.448183280477473,0,7.232395364596327,6.311962943351202,16.910097114203207,12.281461017456696,2 3 6 7,0.962338306913045,3.7661693086954995
gaussian,42,2,8,2,2,75.0,25.0,1.0,1.0,True,False,28,28,0.00012502499157562852,1 5,,False,1.8973530668400884,1.084288958809117,2.897562275238601,4.620327787173743,0,1.5993880661165356,0.8547755818868782,2.7932521773767034,4.461101459764313,5 7,0.9640007399484423,3.5999260051557735
gaussian,42,2,8,2,2,70.0,30.0,1.0,1.0,True,False,28,28,0.0001312409876845777,1 5,,False,1.8973530668400884,1.084288958809117,2.897562275238601,4.620327787173743,0,1.5993880661165356,0.8547755818868782,2.7932521773767034,4.461101459764313,5 7,0.9640007399484423,3.5999260051557735
gaussian,42,2,8,2,3,65.0,35.0,1.0,1.0,True,False,56,56,0.00015959900338202715,1 5 7,0.0,True,2.6814027976993056,2.7033304030608223,4.024096364874657,6.046683722049808,0,2.6814027976993056,2.7033304030608223,4.024096364874657,6.046683722049808,1 5 7,1.0,0.0
gaussian,42,2,8,2,3,60.0,40.0,1.0,1.0,True,False,56,56,0.00018215901218354702,1 5 7,0.0,True,2.6814027976993056,2.7033304030608223,4.024096364874657,6.046683722049808,0,2.6814027976993056,2.7033304030608223,4.024096364874657,6.046683722049808,1 5 7,1.0,0.0
gaussian,42,2,8,2,4,55.0,45.0,1.0,1.0,True,False,70,70,0.0002481640549376607,1 3 5 7,0.0,True,3.637331061647766,5.0551669475116325,5.35150658464629,7.284760641312381,0,3.637331061647766,5.0551669475116325,5.35150658464629,7.284760641312381,1 3 5 7,1.0,0.0
gaussian,42,2,8,2,4,50.0,50.0,1.0,1.0,True,False,70,70,0.00022588303545489907,1 3 5 7,0.0,True,3.637331061647766,5.0551669475116325,5.35150658464629,7.284760641312381,0,3.637331061647766,5.0551669475116325,5.35150658464629,7.284760641312381,1 3 5 7,1.0,0.0
gaussian,42,3,8,2,2,75.0,25.0,1.0,1.0,True,False,28,28,0.0001554089831188321,0 6,,False,2.4663922895662775,0.44488676991306775,3.4675203645138164,5.4001902033508635,0,1.7599502779022318,0.6720161623795995,3.169706463063626,5.0101904538041495,0 5,0.9141132941862484,8.588670581375158
gaussian,42,3,8,2,2,70.0,30.0,1.0,1.0,True,False,28,28,0.00015212601283565164,0 6,,False,2.4663922895662775,0.44488676991306775,3.4675203645138164,5.4001902033508635,0,1.7599502779022318,0.6720161623795995,3.169706463063626,5.0101904538041495,0 5,0.9141132941862484,8.588670581375158
gaussian,42,3,8,2,3,65.0,35.0,1.0,1.0,True,False,56,56,0.0001908899866975844,0 5 7,0.0,True,3.086984107737949,0.3639983057650724,6.039007257112288,7.809655515029895,0,3.086984107737949,0.3639983057650724,6.039007257112288,7.809655515029895,0 5 7,1.0,0.0
gaussian,42,3,8,2,3,60.0,40.0,1.0,1.0,True,False,56,56,0.00016840000171214342,0 5 7,0.0,True,3.086984107737949,0.3639983057650724,6.039007257112288,7.809655515029895,0,3.086984107737949,0.3639983057650724,6.039007257112288,7.809655515029895,0 5 7,1.0,0.0
gaussian,42,3,8,2,4,55.0,45.0,1.0,1.0,True,False,70,70,0.0002272099955007434,0 5 6 7,0.0,True,4.684876997106741,0.14561095595122175,11.073540788288026,10.442865096718826,0,4.684876997106741,0.14561095595122175,11.073540788288026,10.442865096718826,0 5 6 7,1.0,0.0
gaussian,42,3,8,2,4,50.0,50.0,1.0,1.0,True,False,70,70,0.0001853019930422306,0 5 6 7,0.0,True,4.684876997106741,0.14561095595122175,11.073540788288026,10.442865096718826,0,4.684876997106741,0.14561095595122175,11.073540788288026,10.442865096718826,0 5 6 7,1.0,0.0
gaussian,42,4,8,2,2,75.0,25.0,1.0,1.0,True,False,28,28,0.00015638599870726466,1 6,0.0,True,2.517923370781538,2.0397210575109987,4.018281986663058,6.040404104994827,0,2.517923370781538,2.0397210575109987,4.018281986663058,6.040404104994827,1 6,1.0,0.0
gaussian,42,4,8,2,2,70.0,30.0,1.0,1.0,True,False,28,28,0.0001359210000373423,1 6,0.0,True,2.517923370781538,2.0397210575109987,4.018281986663058,6.040404104994827,0,2.517923370781538,2.0397210575109987,4.018281986663058,6.040404104994827,1 6,1.0,0.0
gaussian,42,4,8,2,3,65.0,35.0,1.0,1.0,True,False,56,56,0.00018048402853310108,1 3 6,0.0,True,3.8833470238231413,1.393769718596154,7.884117041275525,8.967530628426694,0,3.8833470238231405,1.3937697185961557,7.884117041275525,8.967530628426694,1 3 6,1.0,0.0
gaussian,42,4,8,2,3,60.0,40.0,1.0,1.0,True,False,56,56,0.00016581499949097633,1 3 6,0.0,True,3.8833470238231413,1.393769718596154,7.884117041275525,8.967530628426694,0,3.8833470238231405,1.3937697185961557,7.884117041275525,8.967530628426694,1 3 6,1.0,0.0
gaussian,42,4,8,2,4,55.0,45.0,1.0,1.0,True,False,70,70,0.00017265998758375645,1 3 6 7,0.0,True,6.1105443512042905,2.562916738976533,14.913239027002172,11.735719787167154,0,6.1105443512042905,2.562916738976533,14.913239027002172,11.735719787167154,1 3 6 7,1.0,0.0
gaussian,42,4,8,2,4,50.0,50.0,1.0,1.0,True,False,70,70,0.0001731489901430905,1 3 6 7,0.0,True,6.1105443512042905,2.562916738976533,14.913239027002172,11.735719787167154,0,6.1105443512042905,2.562916738976533,14.913239027002172,11.735719787167154,1 3 6 7,1.0,0.0
gaussian,42,5,8,2,2,75.0,25.0,1.0,1.0,True,False,28,28,0.00019431300461292267,1 3,0.0,True,2.6692718749239277,3.40566015768456,3.7018290368821654,5.684163576764263,0,2.6692718749239277,3.40566015768456,3.7018290368821654,5.684163576764263,1 3,1.0,0.0
gaussian,42,5,8,2,2,70.0,30.0,1.0,1.0,True,False,28,28,0.00018593104323372245,1 3,0.0,True,2.6692718749239277,3.40566015768456,3.7018290368821654,5.684163576764263,0,2.6692718749239277,3.40566015768456,3.7018290368821654,5.684163576764263,1 3,1.0,0.0
gaussian,42,5,8,2,3,65.0,35.0,1.0,1.0,True,False,56,56,0.00019731599604710937,0 1 3,0.0,True,3.096828898493636,3.2091886931796636,4.812238690561596,6.823471605262622,0,3.0968288984936363,3.2091886931796645,4.812238690561596,6.823471605262622,0 1 3,1.0,0.0
gaussian,42,5,8,2,3,60.0,40.0,1.0,1.0,True,False,56,56,0.00023307796800509095,0 1 3,0.0,True,3.096828898493636,3.2091886931796636,4.812238690561596,6.823471605262622,0,3.0968288984936363,3.2091886931796645,4.812238690561596,6.823471605262622,0 1 3,1.0,0.0
gaussian,42,5,8,2,4,55.0,45.0,1.0,1.0,True,False,70,70,0.00020206603221595287,0 1 2 3,0.0,True,3.7012287589172326,2.6521916776243404,6.7988530988690865,8.324356575824396,0,3.7012287589172326,2.6521916776243413,6.7988530988690865,8.324356575824396,0 1 2 3,1.0,0.0
gaussian,42,5,8,2,4,50.0,50.0,1.0,1.0,True,False,70,70,0.00023517297813668847,0 1 2 3,0.0,True,3.7012287589172326,2.6521916776243404,6.7988530988690865,8.324356575824396,0,3.7012287589172326,2.6521916776243413,6.7988530988690865,8.324356575824396,0 1 2 3,1.0,0.0
gaussian,42,6,8,2,2,75.0,25.0,1.0,1.0,True,False,28,28,0.0001677710097283125,0 6,0.0,True,2.077202575948493,1.3776155572979338,3.445571035619783,5.372612079757616,0,2.077202575948493,1.3776155572979338,3.445571035619783,5.372612079757616,0 6,1.0,0.0
gaussian,42,6,8,2,2,70.0,30.0,1.0,1.0,True,False,28,28,0.00015792297199368477,0 6,0.0,True,2.077202575948493,1.3776155572979338,3.445571035619783,5.372612079757616,0,2.077202575948493,1.3776155572979338,3.445571035619783,5.372612079757616,0 6,1.0,0.0
gaussian,42,6,8,2,3,65.0,35.0,1.0,1.0,True,False,56,56,0.00019089097622781992,0 6 7,0.0,True,2.3966182915670884,1.2817587180974452,4.142841577527943,6.172983261728041,0,2.3966182915670884,1.2817587180974452,4.142841577527943,6.172983261728041,0 6 7,1.0,0.0
gaussian,42,6,8,2,3,60.0,40.0,1.0,1.0,True,False,56,56,0.00021030701464042068,0 6 7,0.0,True,2.3966182915670884,1.2817587180974452,4.142841577527943,6.172983261728041,0,2.3966182915670884,1.2817587180974452,4.142841577527943,6.172983261728041,0 6 7,1.0,0.0
gaussian,42,6,8,2,4,55.0,45.0,1.0,1.0,True,False,70,70,0.00025479996111243963,0 2 6 7,,False,2.724621440853591,1.1079948501019974,5.022828216273704,7.009483252827506,0,2.851224597368524,1.7051526732406306,5.0138792472849465,7.0017387033434,0 5 6 7,0.9982183406233636,0.17816593766364353
gaussian,42,6,8,2,4,50.0,50.0,1.0,1.0,True,False,70,70,0.0002139389980584383,0 2 6 7,,False,2.724621440853591,1.1079948501019974,5.022828216273704,7.009483252827506,0,2.851224597368524,1.7051526732406306,5.0138792472849465,7.0017387033434,0 5 6 7,0.9982183406233636,0.17816593766364353
gaussian,42,7,8,2,2,75.0,25.0,1.0,1.0,True,False,28,28,0.0002189690130762756,5 6,0.0,True,2.063830941363554,0.5928453753566638,3.4865242642978402,5.4239269200300235,0,2.063830941363554,0.5928453753566638,3.4865242642978402,5.4239269200300235,5 6,1.0,0.0
gaussian,42,7,8,2,2,70.0,30.0,1.0,1.0,True,False,28,28,0.00023468397557735443,5 6,0.0,True,2.063830941363554,0.5928453753566638,3.4865242642978402,5.4239269200300235,0,2.063830941363554,0.5928453753566638,3.4865242642978402,5.4239269200300235,5 6,1.0,0.0
gaussian,42,7,8,2,3,65.0,35.0,1.0,1.0,True,False,56,56,0.00022211199393495917,1 5 6,0.0,True,3.032728926917642,1.5069749095452536,5.535772565328234,7.431782390260229,0,3.032728926917642,1.5069749095452536,5.535772565328234,7.431782390260229,1 5 6,1.0,0.0
gaussian,42,7,8,2,3,60.0,40.0,1.0,1.0,True,False,56,56,0.0003182200016453862,1 5 6,0.0,True,3.032728926917642,1.5069749095452536,5.535772565328234,7.431782390260229,0,3.032728926917642,1.5069749095452536,5.535772565328234,7.431782390260229,1 5 6,1.0,0.0
gaussian,42,7,8,2,4,55.0,45.0,1.0,1.0,True,False,70,70,0.00028099201153963804,1 5 6 7,0.0,True,4.5217584079434365,4.30700007051246,8.427749239936178,9.257116050883942,0,4.5217584079434365,4.30700007051246,8.427749239936178,9.257116050883942,1 5 6 7,1.0,0.0
gaussian,42,7,8,2,4,50.0,50.0,1.0,1.0,True,False,70,70,0.00022155302576720715,1 5 6 7,0.0,True,4.5217584079434365,4.30700007051246,8.427749239936178,9.257116050883942,0,4.5217584079434365,4.30700007051246,8.427749239936178,9.257116050883942,1 5 6 7,1.0,0.0
gaussian,42,8,8,2,2,75.0,25.0,1.0,1.0,True,False,28,28,0.00018886500038206577,5 6,1.0,True,3.7270596797093494,6.74874371745942,4.727067436400004,6.745917979973277,1,3.72705967970935,6.74874371745942,4.727067436400004,6.745917979973277,5 6,1.0,0.0
gaussian,42,8,8,2,2,70.0,30.0,1.0,1.0,True,False,28,28,0.00020730402320623398,5 6,1.0,True,3.7270596797093494,6.74874371745942,4.727067436400004,6.745917979973277,1,3.72705967970935,6.74874371745942,4.727067436400004,6.745917979973277,5 6,1.0,0.0
gaussian,42,8,8,2,3,65.0,35.0,1.0,1.0,True,False,56,56,0.00019647798035293818,3 5 6,0.0,True,4.908184980958676,6.068585441211579,8.668553006003384,9.37946609130808,0,4.908184980958676,6.068585441211579,8.668553006003384,9.37946609130808,3 5 6,1.0,0.0
gaussian,42,8,8,2,3,60.0,40.0,1.0,1.0,True,False,56,56,0.0003409900236874819,3 5 6,0.0,True,4.908184980958676,6.068585441211579,8.668553006003384,9.37946609130808,0,4.908184980958676,6.068585441211579,8.668553006003384,9.37946609130808,3 5 6,1.0,0.0
gaussian,42,8,8,2,4,55.0,45.0,1.0,1.0,True,False,70,70,0.00023524300195276737,3 5 6 7,0.0,True,7.188576172571498,16.506699845161258,12.795901741547437,11.070708965208855,0,7.188576172571498,16.506699845161258,12.795901741547437,11.070708965208855,3 5 6 7,1.0,0.0
gaussian,42,8,8,2,4,50.0,50.0,1.0,1.0,True,False,70,70,0.00020520796533674002,3 5 6 7,0.0,True,7.188576172571498,16.506699845161258,12.795901741547437,11.070708965208855,0,7.188576172571498,16.506699845161258,12.795901741547437,11.070708965208855,3 5 6 7,1.0,0.0
gaussian,42,9,8,2,2,75.0,25.0,1.0,1.0,True,False,28,28,0.0001561769749969244,4 5,,False,2.8377078860703606,2.868144999407769,3.973289810041585,5.991502434625,0,1.990416614278528,0.41146817882002557,3.7313544556974687,5.718665063020647,3 5,0.9391095626267483,6.089043737325173
gaussian,42,9,8,2,2,70.0,30.0,1.0,1.0,True,False,28,28,0.00014430296141654253,4 5,,False,2.8377078860703606,2.868144999407769,3.973289810041585,5.991502434625,0,1.990416614278528,0.41146817882002557,3.7313544556974687,5.718665063020647,3 5,0.9391095626267483,6.089043737325173
