data_profile,N,L,K,off_pct,active_pct,T,samples,winner_rate,u_bf_mean,u_i_mean,u_g_mean,u_g_p05,u_g_p50,u_g_p95,u_g_db_mean,fraction_best_tested_u_g_mean,fraction_best_tested_u_g_p05,gap_to_best_tested_pct_mean,elapsed_seconds_mean
rician,500,8,125,75.0,25.0,0,100,0.0,4152.827179247066,14843130.817553062,117311337435.70268,5937451330.864679,91072514016.9498,343754133274.3881,107.7706473547164,0.16667255441832535,0.03134360094031134,83.33274455816746,9.107758058235049e-05
rician,500,8,125,75.0,25.0,1,100,0.0,4348.304403068294,16108659.841199912,144322600946.8825,13889517530.218252,111210090710.45935,408015927181.4903,109.54627310906504,0.22674057103476222,0.08000046800606962,77.32594289652377,3.658613015431911e-05
rician,500,8,125,75.0,25.0,2,100,0.0,4456.206680076849,16866817.5114731,169885287568.7185,21928214682.907074,127277766692.37053,405495325929.35803,110.53003058410613,0.2742148267156362,0.11840702381127766,72.57851732843638,3.445456008194014e-05
rician,500,8,125,75.0,25.0,3,100,0.0,4538.721717154807,17462912.992886238,193920105225.02795,28200777664.313995,156620735155.92783,433873624139.6326,111.29582276068794,0.3195106511743287,0.15028867034459667,68.04893488256712,3.292712877737358e-05
rician,500,8,125,75.0,25.0,4,100,0.0,4588.720819331178,17833876.53179146,217769931504.93726,32447392355.109676,156578758148.7354,514361117785.2724,111.79175344120138,0.35757804483346495,0.17553503527114603,64.2421955166535,3.223695995984599e-05
rician,500,8,125,75.0,25.0,5,100,0.0,4619.692506445996,18062654.715796378,231546285005.8331,36162911343.627884,173000706953.22855,581193286642.003,112.08021925216454,0.3814028465838647,0.18100899802584766,61.85971534161354,3.193597833160311e-05
rician,500,8,125,75.0,25.0,6,100,0.0,4641.39096543505,18225026.621391952,241357996589.04602,37060622344.26835,187325439718.09943,574732679893.0287,112.32941112266333,0.40097938370730984,0.18442437407488668,59.90206162926902,3.172012831782922e-05
rician,500,8,125,75.0,25.0,7,100,0.0,4656.7456575493015,18337146.54619699,249400595654.36172,38156066784.47903,204775002419.16388,569197823883.5836,112.50420483276112,0.4200405857067006,0.19615452737497055,57.99594142932993,3.177402948495001e-05
rician,500,8,125,75.0,25.0,8,100,0.0,4678.826606587498,18500903.20999337,263186235019.7458,40044708291.156876,214053009669.0835,615573799201.4287,112.76622319277686,0.44336747277335553,0.2160087053818813,55.663252722664446,3.26854590093717e-05
rician,500,8,125,75.0,25.0,9,100,0.0,4689.849347064341,18580795.23527154,267928591699.9474,41499814065.66534,221036264690.36893,653779681202.9901,112.88994009463109,0.45544854169728977,0.22224521939202754,54.45514583027102,3.200094943167642e-05
rician,500,8,125,75.0,25.0,10,100,0.0,4703.385508258826,18686566.123491913,276438773905.51404,45950044658.40176,225874239429.64728,643290157398.9799,113.03619266820483,0.4683908077945557,0.24193837925204428,53.16091922054443,3.178026177920401e-05
rician,500,8,125,75.0,25.0,11,100,0.0,4710.862209011645,18746328.37837255,286511647745.33,47739563576.339516,232150366334.1753,667121587172.0239,113.18348950604175,0.4849386992099111,0.2345371732143535,51.50613007900889,3.153930098051205e-05
rician,500,8,125,75.0,25.0,12,100,0.0,4720.427824277158,18820893.430359658,295891788927.0697,48472877208.54855,231185072250.01706,711770174821.6448,113.34300092700234,0.5018898261845659,0.24009138478570705,49.81101738154341,3.092474857112393e-05
rician,500,8,125,75.0,25.0,13,100,0.01,4724.863569900277,18853247.351947486,301414421017.323,51461495981.61895,238428747324.73755,750871559356.7234,113.44681449728762,0.5118346466604913,0.25370068261748896,48.81653533395087,3.156586026307195e-05
rician,500,8,125,75.0,25.0,14,100,0.0,4723.814536422065,18838646.682208635,311150490746.60626,56503972599.26128,246861157627.24377,801293870453.7626,113.59466815776865,0.527216523955597,0.27384838347765034,47.278347604440285,3.162448789225891e-05
rician,500,8,125,75.0,25.0,15,100,0.01,4720.5091046092275,18811638.25159798,320556087513.33765,56079923012.59977,252868498157.55237,801135125695.9645,113.72768650876559,0.5415613210751727,0.30687233046152496,45.843867892482734,3.129619959509e-05
rician,500,8,125,75.0,25.0,16,100,0.0,4721.267462350098,18815314.412854176,331066129402.4749,57292042120.843506,257733403350.7791,826854102075.6313,113.84655327763119,0.5548573305251913,0.3122729964518551,44.51426694748088,3.1261950207408516e-05
rician,500,8,125,75.0,25.0,17,100,0.02,4726.006343274999,18851634.816520307,338024560467.3092,57091454805.73064,261307647578.99445,853360267311.5778,113.96544090084726,0.5690457860173224,0.33198273532921885,43.09542139826776,3.104968956904486e-05
rician,500,8,125,75.0,25.0,18,100,0.0,4726.847629389104,18857402.806417152,337617167946.90674,58659800473.38467,259705138940.21725,802120051501.3177,114.00389100365089,0.5707859824828561,0.3350386464570208,42.9214017517144,3.1242470140568915e-05
rician,500,8,125,75.0,25.0,19,100,0.0,4729.827421406984,18877934.471935533,342239192894.01404,59827606229.522514,274095960958.95093,806983491591.2235,114.09628891659838,0.5808701818482866,0.34324731725288,41.912981815171335,3.2243347086478024e-05
rician,500,8,125,75.0,25.0,20,100,0.0,4728.065078844384,18860299.619361755,349284231939.19604,62936486936.8237,281591972369.9564,802154538303.267,114.17753633169568,0.5927689674164914,0.3487896030252503,40.72310325835086,3.101133945165202e-05
rician,500,8,125,75.0,25.0,21,100,0.0,4726.818685390467,18845780.52774264,356273481912.32,61488066410.26064,282682765723.4851,829811065815.6572,114.28454581441389,0.6053727083795083,0.3529024291705223,39.46272916204917,3.164895140798762e-05
rician,500,8,125,75.0,25.0,22,100,0.0,4725.90765618074,18835302.319673426,365313520715.2882,66962274099.55028,282821209955.86597,847800321842.0634,114.38237165178577,0.6178088970120337,0.38724341937146495,38.21911029879663,3.1394710822496565e-05
rician,500,8,125,75.0,25.0,23,100,0.0,4720.871191480921,18792230.536657788,369192328892.97546,69636100489.60933,290662371559.265,857186622472.4618,114.44052478507467,0.6251118411297182,0.38174127401040264,37.488815887028174,3.125785937299952e-05
rician,500,8,125,75.0,25.0,24,100,0.01,4717.735074914498,18759924.175641164,375484853516.9168,72635129516.49272,294538193868.9191,871021509987.7166,114.52560353552282,0.6361696642889431,0.38271232069048383,36.38303357110569,3.143524867482483e-05
rician,500,8,125,75.0,25.0,25,100,0.02,4711.50040636899,18705357.348552205,380289984555.4241,71873750306.35558,310911234790.1583,840077475088.9866,114.59304001821532,0.6461923564206699,0.3931197366043774,35.380764357933025,3.1766268948558716e-05
rician,500,8,125,75.0,25.0,26,100,0.0,4710.953285787411,18699243.34352772,381829539050.12775,67928829276.98425,306476641824.4896,832699386486.3173,114.61343499476214,0.6481931784999766,0.40848058951182165,35.18068215000234,3.1703399727120996e-05
rician,500,8,125,75.0,25.0,27,100,0.0,4706.1253332603865,18660802.12644805,383324822868.0022,71272548041.79039,305843068950.64404,845243114528.211,114.64100632715189,0.6525958319377544,0.3975226827412655,34.74041680622455,3.1205449195113035e-05
rician,500,8,125,75.0,25.0,28,100,0.02,4703.810397151788,18640243.4243825,388755013481.075,69158910393.38889,318378519834.67554,847717039495.0116,114.69096998945814,0.6613942641371409,0.3929562835180257,33.860573586285916,3.107626107521355e-05
rician,500,8,125,75.0,25.0,29,100,0.02,4699.382689874351,18601923.00761843,392604921365.17267,68860464643.40958,315885373328.8041,915403312030.7981,114.71774629278642,0.665426526786542,0.40973573884337344,33.45734732134579,3.124108072370291e-05
rician,500,8,125,75.0,25.0,30,100,0.01,4694.6552144343905,18563841.38964195,392576974087.4433,71739427883.80528,330543678725.5509,909426000448.7852,114.74849980875582,0.6688756456249976,0.4165681774248499,33.112435437500245,3.134093101834878e-05
rician,500,8,125,75.0,25.0,31,100,0.01,4688.592320560279,18512317.762948915,400608952373.757,72549120196.4384,323282184914.6307,973145474477.5564,114.82529526940988,0.6800007536065054,0.4287993524153053,31.99992463934946,3.209452144801617e-05
rician,500,8,125,75.0,25.0,32,100,0.0,4683.051665057693,18468862.675195605,397475526018.2392,78840383375.3861,304664524263.9448,941932658918.4369,114.80766136975696,0.6761497263584618,0.4156739223041674,32.385027364153814,3.164684982039034e-05
rician,500,8,125,75.0,25.0,33,100,0.01,4679.030467417804,18435114.510542523,401855164435.31366,80516632732.31892,311419826763.4063,906405123560.5105,114.85550637747498,0.6837133402493076,0.4282986849397325,31.628665975069246,3.172017837641761e-05
rician,500,8,125,75.0,25.0,34,100,0.0,4681.604127362596,18458321.476991735,397964230882.37427,78333995933.18172,321283543180.7688,931912935677.8225,114.83639932755044,0.6782465534139765,0.4216415909038589,32.175344658602334,3.115026862360537e-05
rician,500,8,125,75.0,25.0,35,100,0.02,4674.784992922721,18401396.444365755,403562225252.23834,76501747636.64449,329383825851.46313,930530301971.8783,114.8968316910932,0.6887077487572181,0.423127585277982,31.1292251242782,3.2364139624405656e-05
