scope,target,metric,pearson_corr,abs_pearson_corr,cases,data_profile,L,active_pct
by_profile,best_tested_T_over_N,log_power_gap_rank,-0.013781317678270639,0.013781317678270639,4000,twdp,,
by_profile,best_tested_T_over_N,row_power_skew3,0.012765416537282831,0.012765416537282831,4000,thin_tail,,
by_profile,best_tested_T_over_N,log_power_gap_rank,0.009388468378116166,0.009388468378116166,4000,rayleigh,,
by_profile,best_tested_T_over_N,log_power_gap_rank_pct,-0.008920711671766217,0.008920711671766217,4000,nakagami,,
by_profile,best_tested_T_over_N,row_power_max_p95,-0.005757003784753155,0.005757003784753155,4000,thin_tail,,
by_profile,best_tested_T_over_N,log_power_gap_rank,-0.004841144626597453,0.004841144626597453,4000,gaussian,,
by_profile,best_tested_T_over_N,log_power_gap_rank_pct,-0.004702915996032636,0.004702915996032636,4000,thin_tail,,
by_profile,best_tested_T_over_N,log_power_gap_rank,-0.004633400854036348,0.004633400854036348,4000,nakagami,,
overall,best_tested_T_over_K,tail_mass_p80,-0.26009971190322795,0.26009971190322795,28000,,,
overall,best_tested_T_over_K,tail_mass_p90,-0.241854605982252,0.241854605982252,28000,,,
overall,best_tested_T_over_K,row_power_cv,-0.22759386149569466,0.22759386149569466,28000,,,
overall,best_tested_T_over_K,tail_mass_p95,-0.22561427663238312,0.22561427663238312,28000,,,
overall,best_tested_T_over_K,row_power_p95_p50,-0.21786787506833424,0.21786787506833424,28000,,,
overall,best_tested_T_over_K,tail_mass_p99,-0.2012297101568261,0.2012297101568261,28000,,,
overall,best_tested_T_over_K,row_power_p99_p50,-0.18990374829757498,0.18990374829757498,28000,,,
overall,best_tested_T_over_K,row_power_skew3,-0.16996947911565585,0.16996947911565585,28000,,,
overall,best_tested_T_over_K,log_power_gap_max,-0.16190403108107126,0.16190403108107126,28000,,,
overall,best_tested_T_over_K,row_power_max_p95,-0.14498940692425671,0.14498940692425671,28000,,,
overall,best_tested_T_over_K,log_power_gap_rank_pct,0.04017687317581733,0.04017687317581733,28000,,,
overall,best_tested_T_over_K,log_power_gap_rank,0.026182872013852092,0.026182872013852092,28000,,,
overall,best_tested_T_over_N,tail_mass_p80,-0.28260750527063705,0.28260750527063705,28000,,,
overall,best_tested_T_over_N,tail_mass_p90,-0.26240068102473546,0.26240068102473546,28000,,,
overall,best_tested_T_over_N,row_power_cv,-0.24759392176185235,0.24759392176185235,28000,,,
overall,best_tested_T_over_N,tail_mass_p95,-0.24479966890368035,0.24479966890368035,28000,,,
overall,best_tested_T_over_N,row_power_p95_p50,-0.23588852240473993,0.23588852240473993,28000,,,
overall,best_tested_T_over_N,tail_mass_p99,-0.21871523510016436,0.21871523510016436,28000,,,
overall,best_tested_T_over_N,row_power_p99_p50,-0.2064961283579224,0.2064961283579224,28000,,,
overall,best_tested_T_over_N,row_power_skew3,-0.18413995468804153,0.18413995468804153,28000,,,
overall,best_tested_T_over_N,log_power_gap_max,-0.17918888387999463,0.17918888387999463,28000,,,
overall,best_tested_T_over_N,row_power_max_p95,-0.1580788205649923,0.1580788205649923,28000,,,
overall,best_tested_T_over_N,log_power_gap_rank_pct,0.04008232843389888,0.04008232843389888,28000,,,
overall,best_tested_T_over_N,log_power_gap_rank,0.025482207960172573,0.025482207960172573,28000,,,
