data_profile,N,L,K,off_pct,active_pct,cases,T_min,T_max,T_mean,outside_dense_rate,u_g_mean,u_g_p05,u_g_p50,u_g_p95,fraction_mean,fraction_p05,fraction_p50,fraction_p95,gap_pct_mean,winner_rate
gaussian,5000,4,1250,75.0,25.0,100,1875,1875,1875.0,1.0,1.662649965624335e+17,7.698609751526832e+16,1.6339862641787373e+17,2.7220668392379578e+17,0.2350596480958808,0.2166347813314843,0.23513764872603715,0.2520609386266004,76.49403519041192,0.0
gaussian,5000,4,2500,50.0,50.0,100,1250,1250,1250.0,0.0,2.3381069309624484e+19,1.1098892637916514e+19,2.251961699878703e+19,3.801075161314211e+19,0.4965092582851098,0.4639311219200524,0.49832865090078104,0.5273636891501262,50.34907417148902,0.0
gaussian,5000,6,1250,75.0,25.0,100,1875,1875,1875.0,1.0,2.297923555960333e+24,8.854889511820562e+23,2.1721972355399814e+24,4.331376008724652e+24,0.17953206073278719,0.15629085760017564,0.18002467570500869,0.19756653231353355,82.04679392672128,0.0
gaussian,5000,6,2500,50.0,50.0,100,1250,1250,1250.0,0.0,4.461111972352513e+27,1.6989172542704755e+27,4.187611836747564e+27,8.305798527149673e+27,0.45124603247654754,0.4156341811854602,0.45075822399149246,0.48547592633555275,54.87539675234525,0.0
gaussian,5000,8,1250,75.0,25.0,100,1875,1875,1875.0,1.0,1.016463091549345e+31,1.9371780063842356e+30,9.270012424535423e+30,2.0572436005981675e+31,0.13910057501063983,0.11957198504061249,0.13947216814349367,0.1550824679503209,86.08994249893601,0.0
gaussian,5000,8,2500,50.0,50.0,100,1250,1250,1250.0,0.0,2.814220988404819e+35,5.4446874421890045e+34,2.5825007346888713e+35,5.570328217681304e+35,0.40789726634274387,0.3697842012340546,0.40912888544266857,0.4447659945384886,59.210273365725605,0.0
gaussian,5000,10,1250,75.0,25.0,100,1875,1875,1875.0,1.0,2.0630862735187136e+37,4.525890614608153e+36,1.9334039679927207e+37,4.0621137031769626e+37,0.1133299802716151,0.09648292904597015,0.1131682817440405,0.1305006915798884,88.66700197283848,0.0
gaussian,5000,10,2500,50.0,50.0,100,1250,1250,1250.0,0.0,8.256293746791586e+42,1.742691396020529e+42,7.610172691419574e+42,1.629010771656398e+43,0.37474933728527016,0.3408924209474053,0.3724252843472819,0.4133716619535135,62.52506627147298,0.0
lognormal,500,2,125,75.0,25.0,100,188,188,188.0,1.0,2629.307258487538,275.35657657861685,2167.55459040085,6407.574647350021,0.109436187439006,0.08134043896558346,0.1048514377636888,0.1503104512453499,89.0563812560994,0.0
lognormal,500,2,250,50.0,50.0,100,125,125,125.0,0.0,23118.208275488912,2389.4650129471747,19477.515095093848,57002.240102116564,0.3254941879886072,0.24302051803594882,0.3193989436397096,0.40250834533705093,67.45058120113927,0.0
lognormal,500,4,125,75.0,25.0,100,188,188,188.0,1.0,111220.28198649542,2262.3971793085243,51705.36772505852,407047.43479963724,0.02097344049687106,0.00917045876252087,0.02032896908022225,0.033038888523658085,97.90265595031289,0.0
lognormal,500,4,250,50.0,50.0,100,125,125,125.0,0.0,8881389.154496068,140974.53541329407,3640629.5095397998,33894250.87607046,0.14816425405562364,0.0748055037007785,0.14568580548692384,0.22400063606557336,85.18357459443763,0.0
lognormal,500,6,125,75.0,25.0,100,188,188,188.0,1.0,1060738.6704326556,2541.1460658153183,268239.4339342324,5459169.300126018,0.005002716078502527,0.00159731991523339,0.004177565445409,0.012243547238542419,99.49972839214973,0.0
lognormal,500,6,250,50.0,50.0,100,125,125,125.0,0.0,628737228.4769777,678707.377162905,142205213.38450253,2886318888.95075,0.06681921319824305,0.028316122157207947,0.0545860736390546,0.13605339543864853,93.31807868017569,0.0
lognormal,500,8,125,75.0,25.0,100,188,188,188.0,1.0,3487264.249062416,6612.856397599715,363877.17084048985,12363046.364032002,0.001895497766610329,0.00036438221157831,0.00147991231716605,0.00415675169565341,99.81045022333896,0.0
lognormal,500,8,250,50.0,50.0,100,125,125,125.0,0.0,13643829172.20919,6120848.736495668,848252950.5621272,45725303467.82002,0.03474223739235398,0.010103557187559821,0.028052623079521298,0.07526978748372608,96.5257762607646,0.0
lognormal,500,10,125,75.0,25.0,100,188,188,188.0,1.0,16371525.816472447,3115.9178828438744,337952.80661871575,32300246.298763268,0.0009986788776435065,0.00010552408154398835,0.00066698530675805,0.0030526468266662246,99.90013211223564,0.0
lognormal,500,10,250,50.0,50.0,100,125,125,125.0,0.0,417833825741.4302,4772872.925881679,3069057104.744623,636191386182.5094,0.021272087355133862,0.004111376113264261,0.01849343676534375,0.047591041162403674,97.87279126448661,0.0
lognormal,1000,2,250,75.0,25.0,100,375,375,375.0,1.0,22875.263656280273,3097.9776383915114,18726.040402092294,57782.5747725498,0.11376047354055815,0.08489817523933638,0.1122801437731334,0.1420934490761318,88.62395264594417,0.0
lognormal,1000,2,500,50.0,50.0,100,250,250,250.0,0.0,206935.3028617917,29291.305173472512,159577.44007562962,546343.1406303128,0.3488080065845004,0.28355830504588514,0.34858409957875647,0.4216987819583136,65.11919934154996,0.0
lognormal,1000,4,250,75.0,25.0,100,375,375,375.0,1.0,9454036.970809573,175938.82341936088,5483385.897427548,28915328.760819014,0.019917313395691714,0.01236048132568975,0.01987532854756055,0.02995886491931343,98.00826866043082,0.0
