data_profile,N,L,K,off_pct,active_pct,cases,T_min,T_max,T_mean,outside_dense_rate,u_g_mean,u_g_p05,u_g_p50,u_g_p95,fraction_mean,fraction_p05,fraction_p50,fraction_p95,gap_pct_mean,winner_rate
nakagami,5000,4,1250,75.0,25.0,100,1875,1875,1875.0,1.0,8.364773561606134e+17,4.8315332834242074e+17,8.387862025885961e+17,1.1369333129145335e+18,0.370915999168192,0.34347330936322124,0.3722018714125406,0.3971214867273459,62.908400083180794,0.0
nakagami,5000,4,2500,50.0,50.0,100,1250,1250,1250.0,0.0,1.379668082122396e+20,8.09483459379082e+19,1.3689907630059633e+20,1.8796095503439666e+20,0.6349832621197808,0.5987040590045973,0.6341005889424944,0.6675439320738102,36.50167378802191,0.0
nakagami,5000,6,1250,75.0,25.0,100,1875,1875,1875.0,1.0,1.6125234733907574e+25,7.107723674789419e+24,1.5834395976302116e+25,2.4376200473532497e+25,0.30592606954370277,0.2834394568921083,0.3038491213613535,0.3323375763357318,69.40739304562972,0.0
nakagami,5000,6,2500,50.0,50.0,100,1250,1250,1250.0,0.0,3.83474482386595e+28,1.7098800877830447e+28,3.7640386441687724e+28,5.744262351534907e+28,0.5902346823421607,0.5553263663925551,0.5920996182716918,0.6200567938018979,40.97653176578393,0.0
nakagami,5000,8,1250,75.0,25.0,100,1875,1875,1875.0,1.0,1.1356500526347425e+32,4.729985920513645e+31,1.1092996832059225e+32,2.1534027573868925e+32,0.25660529216610767,0.23619588094450492,0.2549111774104972,0.2767930350923031,74.33947078338923,0.0
nakagami,5000,8,2500,50.0,50.0,100,1250,1250,1250.0,0.0,3.973082014702748e+36,1.5844543100599164e+36,3.880397003853054e+36,7.402506821372532e+36,0.5495946159510523,0.5165688173780166,0.5467787880373787,0.5855359734377393,45.04053840489477,0.0
nakagami,5000,10,1250,75.0,25.0,100,1875,1875,1875.0,1.0,2.9791061628745125e+38,7.921109837010318e+37,2.701284911932537e+38,5.51538091584695e+38,0.22140150801340913,0.19926278987559107,0.22135190900515744,0.2420572761503722,77.85984919865909,0.0
nakagami,5000,10,2500,50.0,50.0,100,1250,1250,1250.0,0.0,1.562696891151645e+44,4.1832048545875003e+43,1.428721045342957e+44,2.8460474023743153e+44,0.5216947893853758,0.49123856011837125,0.5221632292436449,0.5626181030133534,47.83052106146241,0.0
rayleigh,500,2,125,75.0,25.0,100,188,188,188.0,1.0,359943.0002264167,219411.0388984222,351535.70020625106,532356.2499920421,0.3205524440957783,0.2679061563932626,0.3176142514205884,0.3821099205705038,67.94475559042216,0.0
rayleigh,500,2,250,50.0,50.0,100,125,125,125.0,0.0,3944870.099334808,2336623.8461170965,3899041.604425451,5545164.580251086,0.5519188243915288,0.4679551535622622,0.5485426268954019,0.6451590560988707,44.808117560847116,0.0
rayleigh,500,4,125,75.0,25.0,100,188,188,188.0,1.0,3264689150.8257356,1289583541.2600913,3188929948.9000597,5750290600.079838,0.2182268095888222,0.16467395431562779,0.2092962417208027,0.29391840950232384,78.17731904111778,0.0
rayleigh,500,4,250,50.0,50.0,100,125,125,125.0,0.0,478039064924.91406,193428658350.74792,468900192007.7256,847951564555.1415,0.4711723694887509,0.38469054195321556,0.4651119080654921,0.5792299569762095,52.88276305112491,0.0
rayleigh,500,6,125,75.0,25.0,100,188,188,188.0,1.0,5886618796536.442,1831502503858.4702,5187483573510.143,11586463392582.709,0.15982220253747248,0.10826978760492385,0.15505512056927195,0.21974765407627359,84.01777974625274,0.0
rayleigh,500,6,250,50.0,50.0,100,125,125,125.0,0.0,1.235708579652345e+16,3924913246452667.5,1.0614059122617712e+16,2.3483343604831124e+16,0.4047031365576979,0.3093299543496683,0.4037582521168077,0.5054242217590311,59.52968634423021,0.0
rayleigh,500,8,125,75.0,25.0,100,188,188,188.0,1.0,2890403058728381.5,587522643429880.4,2554933511703732.0,6191565706923243.0,0.13245275133273413,0.09084609037724273,0.12823776443361665,0.1772896854412131,86.75472486672659,0.0
rayleigh,500,8,250,50.0,50.0,100,125,125,125.0,0.0,8.998982656905267e+19,1.6323399192466571e+19,7.58873875018059e+19,2.2709594650718523e+20,0.37638003335170983,0.2855319712673134,0.375642464647711,0.4750022344527223,62.361996664829014,0.0
rayleigh,500,10,125,75.0,25.0,100,188,188,188.0,1.0,6.77483305965328e+17,1.405207691274628e+17,5.525449196298707e+17,1.626760907966792e+18,0.10259676603075558,0.06446510857240273,0.09868074691374945,0.1582652239437722,89.74032339692444,0.0
rayleigh,500,10,250,50.0,50.0,100,125,125,125.0,0.0,3.2618712460520374e+23,7.025640357478834e+22,2.629524299664253e+23,7.09433019946987e+23,0.33947274317332043,0.2399023218870179,0.34054189783903455,0.45220467846000306,66.05272568266795,0.0
rayleigh,1000,2,250,75.0,25.0,100,375,375,375.0,1.0,4625088.391477731,2572911.1508037895,4589015.086498512,6801298.030382199,0.33065437810769893,0.28816476456135454,0.33104123881154146,0.377871375922932,66.9345621892301,0.0
rayleigh,1000,2,500,50.0,50.0,100,250,250,250.0,0.0,49938896.2172961,27184538.47695753,49756030.74539429,75209789.48888159,0.5613446379153921,0.5041608687441126,0.5588247880747885,0.6382548206682988,43.86553620846079,0.0
rayleigh,1000,4,250,75.0,25.0,100,375,375,375.0,1.0,669648748807.5294,281789165418.7652,596127526994.3127,1291136456878.9849,0.22906167212416517,0.1941849514256033,0.22663929411248396,0.2751655591143569,77.09383278758348,0.0
rayleigh,1000,4,500,50.0,50.0,100,250,250,250.0,0.0,96245344089263.98,40731196798315.47,85236741985411.44,184453551189636.53,0.48308692445948415,0.42506699497565564,0.47562356782154064,0.5559130129999904,51.69130755405158,0.0
rayleigh,1000,6,250,75.0,25.0,100,375,375,375.0,1.0,1.7137564226784274e+16,7037032852021924.0,1.5794178823612268e+16,3.2939006318466364e+16,0.17289673444436585,0.13312773956011398,0.1737706174206402,0.22561539374011672,82.71032655556341,0.0
rayleigh,1000,6,500,50.0,50.0,100,250,250,250.0,0.0,3.4473746973227483e+19,1.4367480352685865e+19,3.1359014353981374e+19,6.410215518507029e+19,0.43167870205798264,0.33167327511111644,0.4357509594114003,0.5296789313818819,56.83212979420173,0.0
rayleigh,1000,8,250,75.0,25.0,100,375,375,375.0,1.0,1.5404788175278617e+20,3.0038966528447533e+19,1.4134634986569674e+20,3.4012297340977506e+20,0.13627194999301867,0.1078053288888373,0.13282080463885235,0.17491948647804295,86.37280500069814,0.0
rayleigh,1000,8,500,50.0,50.0,100,250,250,250.0,0.0,4.4937378069971816e+24,9.362313526960688e+23,4.1652776768952e+24,9.327215554397565e+24,0.39268635184973966,0.31488086579632824,0.38918835429848225,0.4808914209607894,60.731364815026026,0.0
rayleigh,1000,10,250,75.0,25.0,100,375,375,375.0,1.0,4.679380254040555e+23,1.0153407104071812e+23,4.009178867923466e+23,1.0590322046117014e+24,0.10976154873915119,0.08581137001421468,0.10769531389014539,0.13933384822323672,89.02384512608486,0.0
rayleigh,1000,10,500,50.0,50.0,100,250,250,250.0,0.0,2.1128203335013177e+29,4.024346273004765e+28,1.840000067102656e+29,4.771848706859131e+29,0.3624958938558291,0.2866226491092851,0.35824369309184667,0.44469052819282295,63.750410614417085,0.0
rayleigh,2000,2,500,75.0,25.0,100,750,750,750.0,1.0,62342525.74486422,39473598.11829986,61790512.1133671,87122261.51634961,0.3353600828783525,0.3076138699915008,0.33545916035297074,0.37294638379710315,66.46399171216476,0.0
rayleigh,2000,2,1000,50.0,50.0,100,500,500,500.0,0.0,672762919.0085963,414260562.06258947,680798016.3334982,939319996.6330563,0.5680996042939599,0.529160269003471,0.5644814314918324,0.6119678565792097,43.190039570604,0.0
rayleigh,2000,4,500,75.0,25.0,100,750,750,750.0,1.0,134603012409324.62,68223645623406.88,126668937021833.28,223271860841021.25,0.23187818426290063,0.20005943664308212,0.23435728829442626,0.2618088490736718,76.81218157370994,0.0
rayleigh,2000,4,1000,50.0,50.0,100,500,500,500.0,0.0,1.9196765065307444e+16,9281771534550232.0,1.794295267636587e+16,3.199957346519649e+16,0.490458248952306,0.4391741622783977,0.48802945067877446,0.5387559675833087,50.954175104769405,0.0
rayleigh,2000,6,500,75.0,25.0,100,750,750,750.0,1.0,5.199248483681333e+19,1.8976500540392948e+19,4.633409380927899e+19,9.203658949693116e+19,0.17427100516582317,0.14647507528165274,0.17367600263523192,0.201196644686916,82.57289948341767,0.0
rayleigh,2000,6,1000,50.0,50.0,100,500,500,500.0,0.0,1.0276983732075284e+23,3.937801061874967e+22,8.935427265173993e+22,1.8149098982708676e+23,0.44073440174776,0.38202681267882993,0.4403165959412546,0.49954880866894097,55.926559825224,0.0
rayleigh,2000,8,500,75.0,25.0,100,750,750,750.0,1.0,7.103463986350639e+24,2.085916584307995e+24,5.70117438508785e+24,1.5751487963909613e+25,0.1353105660495765,0.11172961576878324,0.1353574874720637,0.16372155435869054,86.46894339504234,0.0
rayleigh,2000,8,1000,50.0,50.0,100,500,500,500.0,0.0,2.0081369732869227e+29,6.148896855376546e+28,1.6494830386213493e+29,4.855771748409559e+29,0.39377459598688813,0.33446919314393997,0.3963385531615435,0.4570118142367591,60.62254040131118,0.0
rayleigh,2000,10,500,75.0,25.0,100,750,750,750.0,1.0,3.4676771419450344e+29,5.172609097028387e+28,2.8446470063746606e+29,8.148265528330023e+29,0.10964173501906614,0.08957918625045179,0.10736131430291365,0.135054779027515,89.03582649809337,0.0
rayleigh,2000,10,1000,50.0,50.0,100,500,500,500.0,0.0,1.4506745084995724e+35,2.1423290409755527e+34,1.2212582802441087e+35,3.411272604787321e+35,0.3654290839427805,0.30929946975429246,0.365393616674314,0.42404542350342184,63.45709160572194,0.0
rayleigh,5000,2,1250,75.0,25.0,100,1875,1875,1875.0,1.0,2173416001.6665325,1432360634.070965,2171878228.6717186,2946095619.5274057,0.33842974973852463,0.32076289147667164,0.3365302615342842,0.36073549031076585,66.15702502614754,0.0
rayleigh,5000,2,2500,50.0,50.0,100,1250,1250,1250.0,0.0,23388907415.696606,15745094095.63717,23488225046.87549,31513213455.022396,0.5723614384488015,0.547444897279808,0.5715938885314623,0.6061859279649826,42.763856155119846,0.0
rayleigh,5000,4,1250,75.0,25.0,100,1875,1875,1875.0,1.0,1.5485622036938954e+17,7.172071217961938e+16,1.547136824498849e+17,2.453329866386698e+17,0.23630217320830357,0.21337829484568094,0.23737587552336986,0.25529525308592793,76.36978267916965,0.0
rayleigh,5000,4,2500,50.0,50.0,100,1250,1250,1250.0,0.0,2.192973332495078e+19,1.015171074502347e+19,2.192432299261343e+19,3.4827380534556807e+19,0.5008626533259817,0.46916171909521576,0.5030302878979531,0.5317419553756243,49.91373466740183,0.0
rayleigh,5000,6,1250,75.0,25.0,100,1875,1875,1875.0,1.0,2.2546566263594863e+24,8.946848382095207e+23,2.1055235068667782e+24,4.481908543563014e+24,0.17748384878430581,0.16138183948228665,0.17715092954526396,0.19526606718634226,82.25161512156942,0.0
rayleigh,5000,6,2500,50.0,50.0,100,1250,1250,1250.0,0.0,4.3839365908716994e+27,1.6650720489392866e+27,4.116956511947319e+27,8.291858151967985e+27,0.4475947242336585,0.4092055436385863,0.44669388680708555,0.48641596471175785,55.24052757663415,0.0
rayleigh,5000,8,1250,75.0,25.0,100,1875,1875,1875.0,1.0,9.03482757499613e+30,2.9924258777413535e+30,7.769067572132767e+30,1.8519580316449644e+31,0.13887212235218713,0.12041589942363903,0.13856606286976103,0.15624843158311968,86.11278776478127,0.0
rayleigh,5000,8,2500,50.0,50.0,100,1250,1250,1250.0,0.0,2.4739897447588805e+35,8.068572863055036e+34,2.155763702092181e+35,5.1140652626275914e+35,0.4030614971599256,0.36218221377599935,0.40421032114273936,0.43820194469573404,59.69385028400743,0.0
rayleigh,5000,10,1250,75.0,25.0,100,1875,1875,1875.0,1.0,2.0388626990144913e+37,6.344391099929111e+36,1.9654543268959576e+37,4.1159702624974863e+37,0.11350616441279321,0.09884911249488156,0.1130366134523435,0.13231930131252206,88.64938355872067,0.0
rayleigh,5000,10,2500,50.0,50.0,100,1250,1250,1250.0,0.0,8.024421915160985e+42,2.596346243708188e+42,7.823297020128224e+42,1.6465874778566538e+43,0.37421468256808865,0.3303402465941531,0.37568757242090894,0.40841837445817647,62.578531743191135,0.0
rician,500,2,125,75.0,25.0,100,188,188,188.0,1.0,329321.85618644045,203661.41829133555,321205.94076896063,482695.29093028844,0.6066570780746625,0.4091321359309104,0.5976588085598747,0.7911618044401708,39.33429219253375,0.0
rician,500,2,250,50.0,50.0,100,125,125,125.0,0.0,3788571.4468126683,2404267.4560254705,3647314.4007216897,5314330.370754946,0.7812594089223929,0.6639105927573572,0.7783885850233616,0.8900684669676454,21.874059107760708,0.0
rician,500,4,125,75.0,25.0,100,188,188,188.0,1.0,205044491.844611,82701308.53685139,204058428.73279828,353437764.9806265,0.6069096572511341,0.3033166786858048,0.5668948991479849,1.0110880204491937,39.309034274886585,0.06
rician,500,4,250,50.0,50.0,100,125,125,125.0,0.0,32132403518.63763,14534382537.38062,31644052305.911613,56217766634.793945,0.7998083114370392,0.6276648174069784,0.8012072765721816,0.9481645708491578,20.019168856296083,0.0
rician,500,6,125,75.0,25.0,100,188,188,188.0,1.0,15393888093.318169,5473588286.603048,14139679770.196686,29191789166.569874,0.6008780891431121,0.2737430135950903,0.5358145733041961,1.01262802030115,39.91219108568879,0.06
rician,500,6,250,50.0,50.0,100,125,125,125.0,0.0,31805253912301.094,11033158974252.486,31382819490160.39,59739347783653.625,0.7833995652131291,0.6211003163490666,0.7977353716736709,0.9397044805198795,21.660043478687086,0.0
rician,500,8,125,75.0,25.0,100,188,188,188.0,1.0,341654652180.0332,61727613996.114365,268597689799.177,837888652250.3102,0.6088392867831213,0.25561410566328313,0.5891644230751821,1.057945696134345,39.11607132168787,0.11
rician,500,8,250,50.0,50.0,100,125,125,125.0,0.0,8771617210786115.0,2297205183238515.5,7619179631672178.0,2.051163720458531e+16,0.7841788169107066,0.5883296173155038,0.7861793024512669,0.9650888946538113,21.582118308929342,0.01
rician,500,10,125,75.0,25.0,100,188,188,188.0,1.0,2607839291799.8574,548480166481.71497,2059816614754.58,6074348489850.427,0.6037573118693503,0.2450379005061375,0.5806917734645557,1.1087173889661177,39.624268813064965,0.11
rician,500,10,250,50.0,50.0,100,125,125,125.0,0.0,7.238022789153869e+17,1.2236182875248306e+17,5.960912370539136e+17,1.8291282398092564e+18,0.7376342487121419,0.5199778069503059,0.7293126743831171,0.938399689603343,26.236575128785816,0.0
rician,1000,2,250,75.0,25.0,100,375,375,375.0,1.0,4559568.782494857,3197567.1315955836,4544247.704907489,5952664.714699555,0.6238868902009471,0.49457161174154124,0.6228156444293051,0.7695259721380964,37.61131097990529,0.0
rician,1000,2,500,50.0,50.0,100,250,250,250.0,0.0,51780263.21098488,36656462.02067611,51154263.57717775,68997135.17555025,0.7849949199822207,0.7291750293594332,0.7816793711429204,0.8510275611883096,21.500508001777927,0.0
rician,1000,4,250,75.0,25.0,100,375,375,375.0,1.0,46817080331.49125,25277423763.76537,46692777199.93318,73408790976.42625,0.6467423557974122,0.43987965281042263,0.6319008763138976,0.8690756506240547,35.32576442025878,0.01
rician,1000,4,500,50.0,50.0,100,250,250,250.0,0.0,7359336747494.027,3859555411089.7676,7641683351525.936,11036466988217.736,0.8365332071970499,0.7147320882796223,0.8432497033641424,0.9448341741159755,16.34667928029501,0.0
rician,1000,6,250,75.0,25.0,100,375,375,375.0,1.0,47574992921058.08,22203735583842.652,45650627777869.91,85819542527304.95,0.6505506609509986,0.38831924366192383,0.6381051757533952,0.9679499386359631,34.94493390490013,0.05
rician,1000,6,500,50.0,50.0,100,250,250,250.0,0.0,1.0740008949234797e+17,4.85100355106714e+16,1.0516084352926622e+17,1.746429303702291e+17,0.847200041461629,0.694779619271069,0.8591949605242808,0.9840978810612461,15.279995853837113,0.01
rician,1000,8,250,75.0,25.0,100,375,375,375.0,1.0,1.2496104743179966e+16,2932136140226367.0,9891687696189256.0,2.5747598078226404e+16,0.636442523446761,0.3203101488854216,0.6081824498066902,0.9941368322629618,36.355747655323896,0.05
rician,1000,8,500,50.0,50.0,100,250,250,250.0,0.0,4.0296162329011644e+20,1.0326797466903028e+20,3.7113683789555486e+20,7.840777805056497e+20,0.8477135660208625,0.7149690466978806,0.8435970411256803,0.9694553182423673,15.22864339791375,0.0
rician,1000,10,250,75.0,25.0,100,375,375,375.0,1.0,1.0384104397447784e+18,2.3445376229720074e+17,8.074429216247863e+17,2.4876401415145636e+18,0.6075392742185255,0.2645021574062665,0.5587924959876414,1.05219098359976,39.24607257814745,0.07
rician,1000,10,500,50.0,50.0,100,250,250,250.0,0.0,4.9276851935976737e+23,1.223481294879541e+23,4.1461119715099154e+23,1.210973895897111e+24,0.8230601565484962,0.6570101659453014,0.819345587768306,0.951365425575316,17.693984345150383,0.0
rician,2000,2,500,75.0,25.0,100,750,750,750.0,1.0,63514122.20060101,45080405.12186315,64017449.43624065,84769427.97911456,0.626843111913978,0.540760032133871,0.6312040883830148,0.7219591344380776,37.31568880860221,0.0
rician,2000,2,1000,50.0,50.0,100,500,500,500.0,0.0,735614499.5012822,509068229.69667727,734431849.8397279,998132404.5175841,0.8008362927462721,0.7414115930580061,0.7984834331358612,0.8620293944243446,19.916370725372786,0.0
rician,2000,4,500,75.0,25.0,100,750,750,750.0,1.0,9569874423058.459,5093538078039.993,9372785343114.781,14071314213243.883,0.6762970989648028,0.5122570548734515,0.6631744190564947,0.8861948584510477,32.37029010351972,0.0
rician,2000,4,1000,50.0,50.0,100,500,500,500.0,0.0,1520270987753929.5,824529053741590.0,1497517828976805.5,2278602910992676.0,0.8611352841126104,0.7657824656245807,0.8635719000876719,0.9631017490692967,13.886471588738955,0.0
rician,2000,6,500,75.0,25.0,100,750,750,750.0,1.0,1.442481391453226e+17,6.575560902795902e+16,1.3977694166572821e+17,2.330297978098993e+17,0.69541764827024,0.4768265886448674,0.6853436441055707,0.9456159864351171,30.458235172975996,0.04
rician,2000,6,1000,50.0,50.0,100,500,500,500.0,0.0,3.239982664464784e+20,1.5726196586023197e+20,3.155885472806831e+20,5.072829501361999e+20,0.8687429298807965,0.7663162502842054,0.8698283021584338,0.9641798630482024,13.125707011920356,0.0
rician,2000,8,500,75.0,25.0,100,750,750,750.0,1.0,5.708238667466774e+20,1.757405507688573e+20,5.237093104742838e+20,1.2287422123963984e+21,0.6907301352060419,0.44011696636720243,0.6900010714853305,0.9350926294016922,30.926986479395808,0.03
rician,2000,8,1000,50.0,50.0,100,500,500,500.0,0.0,1.852114455031548e+25,6.140816348480177e+24,1.6619078370217355e+25,3.7673808265345223e+25,0.8685980711860869,0.7302439850281782,0.8782393027913755,0.968437300839988,13.14019288139132,0.0
rician,2000,10,500,75.0,25.0,100,750,750,750.0,1.0,7.618875790880381e+23,1.90635021701983e+23,7.128226572460196e+23,1.5163050135023532e+24,0.6865636995339987,0.4407073959582355,0.6612141401915574,1.0313517889250015,31.343630046600136,0.06
rician,2000,10,1000,50.0,50.0,100,500,500,500.0,0.0,3.663781349141069e+29,1.0054709786940575e+29,3.6501284915684644e+29,7.429360674245311e+29,0.8620858683845222,0.7411693060025655,0.8619500381500085,0.9675553458240975,13.791413161547787,0.0
rician,5000,2,1250,75.0,25.0,100,1875,1875,1875.0,1.0,2136987052.5607278,1629742433.88492,2133708400.823878,2738050858.7060413,0.6352671236433316,0.5802869057371526,0.6290772670032672,0.7153147548909979,36.47328763566684,0.0
rician,5000,2,2500,50.0,50.0,100,1250,1250,1250.0,0.0,24626484326.957165,18778593312.87375,24149897347.219414,31040707012.665672,0.8046079433761821,0.7630569547866219,0.8019338289026257,0.8486295163519257,19.539205662381793,0.0
rician,5000,4,1250,75.0,25.0,100,1875,1875,1875.0,1.0,1.162216652765159e+16,6343093796742523.0,1.1363383179969284e+16,1.7912601034445076e+16,0.6928286460561249,0.6068466585792953,0.6825318301339605,0.7973965239361955,30.717135394387512,0.0
rician,5000,4,2500,50.0,50.0,100,1250,1250,1250.0,0.0,1.8225151081202967e+18,9.704113380768415e+17,1.7758076190821832e+18,2.7441959124022927e+18,0.862210671400498,0.8165416385368214,0.8570594335933295,0.921100175663346,13.77893285995021,0.0
rician,5000,6,1250,75.0,25.0,100,1875,1875,1875.0,1.0,6.592701472151345e+21,3.2973133926959583e+21,6.536514839232001e+21,1.026717244961626e+22,0.6898941371812708,0.544522786248107,0.6894683843340811,0.8319530318336731,31.010586281872914,0.0
rician,5000,6,2500,50.0,50.0,100,1250,1250,1250.0,0.0,1.5026362984782822e+25,7.958892859040026e+24,1.4851639681993125e+25,2.331008004450239e+25,0.8872870097563786,0.8176883833114998,0.8814740523991279,0.958010546578649,11.271299024362143,0.0
rician,5000,8,1250,75.0,25.0,100,1875,1875,1875.0,1.0,9.530489270813019e+26,4.3742436037519405e+26,8.52975943491802e+26,1.7165202122391624e+27,0.7139163915617998,0.5531933303638137,0.7133940203698182,0.8896258596782346,28.60836084382002,0.0
rician,5000,8,2500,50.0,50.0,100,1250,1250,1250.0,0.0,3.14033487538929e+31,1.4038712206729537e+31,2.892504571571913e+31,5.634045476589169e+31,0.8949954935461557,0.8296039602255484,0.8898300902731076,0.9682627487178678,10.500450645384435,0.0
rician,5000,10,1250,75.0,25.0,100,1875,1875,1875.0,1.0,4.4979539350185145e+31,1.7836509125887298e+31,4.064597402031742e+31,8.126279386652914e+31,0.7172466387078251,0.522947014792065,0.7146067762590431,0.9178415061084538,28.275336129217493,0.02
rician,5000,10,2500,50.0,50.0,100,1250,1250,1250.0,0.0,2.221040296792709e+37,8.147453269907187e+36,1.9629965511735643e+37,4.021558030046435e+37,0.9091229911127183,0.8374999672199238,0.9086845379220505,0.9780767132097834,9.087700888728167,0.0
thin_tail,500,2,125,75.0,25.0,100,188,188,188.0,1.0,79570.94811089028,27432.08791193645,81712.66902787259,133852.71068800738,0.2494614515739069,0.1911162412917386,0.24912696282932367,0.3093589547857703,75.05385484260931,0.0
thin_tail,500,2,250,50.0,50.0,100,125,125,125.0,0.0,804247.3181631588,266482.90341449523,818694.4426206907,1301514.3256390793,0.5092074146739956,0.40338036541953926,0.5065575786421728,0.6071123007085714,49.07925853260044,0.0
thin_tail,500,4,125,75.0,25.0,100,188,188,188.0,1.0,137257899.962706,26094991.76020308,90728578.239256,339339608.49917996,0.10818676509518704,0.07320442455305916,0.1023448131295603,0.1545623765387176,89.1813234904813,0.0
thin_tail,500,4,250,50.0,50.0,100,125,125,125.0,0.0,15916314831.721617,3245316349.0556216,10402490178.987013,36797468718.80919,0.3574087410491142,0.2508661752748738,0.3483456066046682,0.4656238920246545,64.25912589508857,0.0
thin_tail,500,6,125,75.0,25.0,100,188,188,188.0,1.0,29199796867.29226,1532512374.7723823,19496993128.83817,90486639292.48677,0.04899161911051099,0.02374847273560351,0.048598484989153756,0.07819075285094394,95.10083808894889,0.0
thin_tail,500,6,250,50.0,50.0,100,125,125,125.0,0.0,40027483343072.055,2414926076669.437,25078266306486.906,130617771756095.58,0.2623784045979116,0.14818138629262256,0.2597466551397396,0.39688908089770536,73.76215954020884,0.0
thin_tail,500,8,125,75.0,25.0,100,188,188,188.0,1.0,2717872276649.575,124256661466.11475,1252194156135.0156,10325381917466.535,0.02296517325227487,0.010819646902630216,0.02021559637396,0.04392047941627345,97.70348267477252,0.0
thin_tail,500,8,250,50.0,50.0,100,125,125,125.0,0.0,4.533930968663158e+16,1888081570732058.5,2.1276622733176096e+16,1.477573663669847e+17,0.18467994760269427,0.09803390036020819,0.1688186318207325,0.3318501014351178,81.53200523973057,0.0
thin_tail,500,10,125,75.0,25.0,100,188,188,188.0,1.0,55340695346687.13,1565203796260.9792,20929867788275.883,254885077950450.47,0.011545411455113041,0.004648836834323735,0.0105928220223368,0.02143335578850407,98.8454588544887,0.0
thin_tail,500,10,250,50.0,50.0,100,125,125,125.0,0.0,1.0489496526270726e+19,2.9392058221204666e+17,3.0238667643293394e+18,4.681078698151374e+19,0.1456075912542267,0.06513755366299569,0.1321295381270275,0.2594901824695564,85.43924087457732,0.0
thin_tail,1000,2,250,75.0,25.0,100,375,375,375.0,1.0,1017342.1833046387,474367.77297173935,1049543.851297651,1459858.4941630103,0.2597339354324623,0.21499507353929823,0.26120140546864357,0.30287740547117065,74.02660645675377,0.0
thin_tail,1000,2,500,50.0,50.0,100,250,250,250.0,0.0,10257272.459604919,4896205.239117826,10266356.05319047,15310585.579136617,0.5283937062819395,0.46032170921058574,0.5274862062325778,0.6085390313184876,47.16062937180605,0.0
thin_tail,1000,4,250,75.0,25.0,100,375,375,375.0,1.0,19383278430.905,4792852336.554645,16407462268.29602,43043748919.92801,0.11673087245065628,0.08967452645002846,0.11407643836338185,0.15089990622429542,88.32691275493437,0.0
thin_tail,1000,4,500,50.0,50.0,100,250,250,250.0,0.0,2239979366790.997,588099628640.9612,1861317854448.9487,4826778373448.034,0.3867040020940711,0.3071444814018521,0.3910561728767183,0.45896643440734003,61.329599790592894,0.0
thin_tail,1000,6,250,75.0,25.0,100,375,375,375.0,1.0,62244225260039.85,4614362428347.821,43789523126392.445,171845468418640.6,0.0521552805721796,0.034006288837295395,0.05074925795280265,0.0713086772527238,94.78447194278203,0.0
thin_tail,1000,6,500,50.0,50.0,100,250,250,250.0,0.0,8.425096105960853e+16,6163658973664090.0,6.104574042521856e+16,2.2071820950878253e+17,0.2741862824162011,0.19429040895625355,0.274224124753391,0.3611662035399443,72.58137175837989,0.0
thin_tail,1000,8,250,75.0,25.0,100,375,375,375.0,1.0,6.531748640027699e+16,3457783199874839.0,3.741364850161582e+16,1.8631400687709738e+17,0.02256363452288911,0.013353176474942774,0.0214709368652367,0.03436539240177345,97.74363654771109,0.0
thin_tail,1000,8,500,50.0,50.0,100,250,250,250.0,0.0,1.075693539164468e+21,5.3415915629196665e+19,5.720708060984582e+20,3.2176787560231123e+21,0.1956875945376125,0.13431582220078703,0.1898526670394646,0.2624745339619013,80.43124054623875,0.0
thin_tail,1000,10,250,75.0,25.0,100,375,375,375.0,1.0,2.0470198325832815e+19,1.1891569556487713e+18,1.1436280842113458e+19,8.325205309754937e+19,0.010047030660508242,0.0046888066281876245,0.0097678995213922,0.016423406941636725,98.99529693394918,0.0
thin_tail,1000,10,500,50.0,50.0,100,250,250,250.0,0.0,3.7109046506252386e+24,2.150468865926573e+23,1.9892430342237183e+24,1.4146250035056072e+25,0.13404988714651095,0.07356403675958198,0.13005201601845565,0.20848680040446232,86.5950112853489,0.0
thin_tail,2000,2,500,75.0,25.0,100,750,750,750.0,1.0,12111774.487613823,5344052.436637819,11473955.110922359,20758897.56024422,0.26949249506726575,0.23610245815777833,0.26634612527887946,0.30584157770204173,73.05075049327343,0.0
thin_tail,2000,2,1000,50.0,50.0,100,500,500,500.0,0.0,121713765.25187457,52576553.8944998,118573905.62349142,209944755.33014265,0.5391680358134815,0.48614080251163244,0.5385226569179111,0.5938560900785087,46.08319641865185,0.0
thin_tail,2000,4,500,75.0,25.0,100,750,750,750.0,1.0,2910272382878.1587,779635477125.2994,2622271160915.1606,6024529918116.022,0.11657420189492583,0.09471612905354242,0.1172289998015606,0.14031014634774522,88.34257981050742,0.0
thin_tail,2000,4,1000,50.0,50.0,100,500,500,500.0,0.0,332670136017630.44,93132225975037.81,302274704367431.6,690612453020749.4,0.38727749745876877,0.33004751401320265,0.3822603534918073,0.44267759285496333,61.27225025412312,0.0
thin_tail,2000,6,500,75.0,25.0,100,750,750,750.0,1.0,1.300678423628263e+17,1.3082372743137364e+16,9.742358724590435e+16,3.9881492398476134e+17,0.053405244122683805,0.03873733167278018,0.0522695521025378,0.07119536027504837,94.6594755877316,0.0
