data_profile,generator_seed,sample,N,L,K,off_pct,active_pct,sigma,P,formula,formula_family,formula_label,formula_T,rule_note,u_bf,u_i,u_g,u_g_db,exact_completed,exact_u_g,fraction_exact_u_g,gap_to_exact_pct,is_exact_best
gaussian,42,2,28,2,7,75.0,25.0,1.0,1.0,T_0p125NL_over_Lp2,N_L,T_0p125NL_over_Lp2,2,,7.972990152700393,0.6224736191806441,19.65711180422881,12.935197078180911,True,36.295455488677426,0.5415860343827605,45.84139656172395,False
gaussian,42,2,28,2,7,75.0,25.0,1.0,1.0,T_0p15NL_over_Lp2,N_L,T_0p15NL_over_Lp2,2,,7.972990152700393,0.6224736191806441,19.65711180422881,12.935197078180911,True,36.295455488677426,0.5415860343827605,45.84139656172395,False
gaussian,42,2,28,2,7,75.0,25.0,1.0,1.0,strong_weak,heuristic,strong/weak H3,11,outside_dense_0_to_K,5.660583577678182,9.26426383583201,9.55957352409783,9.804385177716663,True,36.295455488677426,0.2633821065306645,73.66178934693355,False
gaussian,42,2,28,2,14,50.0,50.0,1.0,1.0,best_tested_T,best_tested,best tested T per sample,0,,23.435782989800348,33.71213467130646,144.29779600998216,21.59259697773932,True,144.2977960099823,0.999999999999999,9.992007221626409e-14,True
gaussian,42,2,28,2,14,50.0,50.0,1.0,1.0,T_0p025N,N,T_0p025N,1,,20.87326601904004,3.948750028983074,124.5865077451228,20.954710123944412,True,144.2977960099823,0.8633985493202134,13.660145067978657,False
gaussian,42,2,28,2,14,50.0,50.0,1.0,1.0,T_0p05N,N,T_0p05N,1,,20.87326601904004,3.948750028983074,124.5865077451228,20.954710123944412,True,144.2977960099823,0.8633985493202134,13.660145067978657,False
gaussian,42,2,28,2,14,50.0,50.0,1.0,1.0,T_0p075N,N,T_0p075N,2,,17.03331010102738,7.025585584384703,80.54646845737825,19.06046503624315,True,144.2977960099823,0.5581961102982208,44.18038897017792,False
gaussian,42,2,28,2,14,50.0,50.0,1.0,1.0,T_0p10N,N,T_0p10N,3,,19.38061628876273,1.5543429568272413,113.10825240553862,20.534942923122003,True,144.2977960099823,0.7838529453195111,21.61470546804889,False
gaussian,42,2,28,2,14,50.0,50.0,1.0,1.0,T_0p10K,K,T_0p10K,1,,20.87326601904004,3.948750028983074,124.5865077451228,20.954710123944412,True,144.2977960099823,0.8633985493202134,13.660145067978657,False
gaussian,42,2,28,2,14,50.0,50.0,1.0,1.0,T_0p20K,K,T_0p20K,3,,19.38061628876273,1.5543429568272413,113.10825240553862,20.534942923122003,True,144.2977960099823,0.7838529453195111,21.61470546804889,False
gaussian,42,2,28,2,14,50.0,50.0,1.0,1.0,legacy_T25,legacy,legacy_T25,14,,10.54725996876607,2.7787778891857218,36.70068974261446,15.646742263391884,True,144.2977960099823,0.2543399189553495,74.56600810446506,False
gaussian,42,2,28,2,14,50.0,50.0,1.0,1.0,legacy_T50,legacy,legacy_T50,14,,10.54725996876607,2.7787778891857218,36.70068974261446,15.646742263391884,True,144.2977960099823,0.2543399189553495,74.56600810446506,False
gaussian,42,2,28,2,14,50.0,50.0,1.0,1.0,legacy_T100,legacy,legacy_T100,14,,10.54725996876607,2.7787778891857218,36.70068974261446,15.646742263391884,True,144.2977960099823,0.2543399189553495,74.56600810446506,False
gaussian,42,2,28,2,14,50.0,50.0,1.0,1.0,T_0p05K,K,T_0p05K,1,,20.87326601904004,3.948750028983074,124.5865077451228,20.954710123944412,True,144.2977960099823,0.8633985493202134,13.660145067978657,False
gaussian,42,2,28,2,14,50.0,50.0,1.0,1.0,T_0p15K,K,T_0p15K,2,,17.03331010102738,7.025585584384703,80.54646845737825,19.06046503624315,True,144.2977960099823,0.5581961102982208,44.18038897017792,False
gaussian,42,2,28,2,14,50.0,50.0,1.0,1.0,T_0p05NL_over_Lp2,N_L,T_0p05NL_over_Lp2,1,,20.87326601904004,3.948750028983074,124.5865077451228,20.954710123944412,True,144.2977960099823,0.8633985493202134,13.660145067978657,False
gaussian,42,2,28,2,14,50.0,50.0,1.0,1.0,T_0p075NL_over_Lp2,N_L,T_0p075NL_over_Lp2,1,,20.87326601904004,3.948750028983074,124.5865077451228,20.954710123944412,True,144.2977960099823,0.8633985493202134,13.660145067978657,False
gaussian,42,2,28,2,14,50.0,50.0,1.0,1.0,T_0p10NL_over_Lp2,N_L,T_0p10NL_over_Lp2,1,,20.87326601904004,3.948750028983074,124.5865077451228,20.954710123944412,True,144.2977960099823,0.8633985493202134,13.660145067978657,False
gaussian,42,2,28,2,14,50.0,50.0,1.0,1.0,T_0p125NL_over_Lp2,N_L,T_0p125NL_over_Lp2,2,,17.03331010102738,7.025585584384703,80.54646845737825,19.06046503624315,True,144.2977960099823,0.5581961102982208,44.18038897017792,False
gaussian,42,2,28,2,14,50.0,50.0,1.0,1.0,T_0p15NL_over_Lp2,N_L,T_0p15NL_over_Lp2,2,,17.03331010102738,7.025585584384703,80.54646845737825,19.06046503624315,True,144.2977960099823,0.5581961102982208,44.18038897017792,False
gaussian,42,2,28,2,14,50.0,50.0,1.0,1.0,strong_weak,heuristic,strong/weak H3,7,,15.614290800943166,11.30642912571628,71.91053232825404,18.567925036937638,True,144.2977960099823,0.49834809897775134,50.16519010222487,False
gaussian,42,3,28,2,7,75.0,25.0,1.0,1.0,best_tested_T,best_tested,best tested T per sample,1,,14.20881746898993,6.571232897889273,58.791023479266116,17.69311020786608,True,58.79102347926617,0.999999999999999,9.992007221626409e-14,True
gaussian,42,3,28,2,7,75.0,25.0,1.0,1.0,T_0p025N,N,T_0p025N,1,,14.20881746898993,6.571232897889273,58.791023479266116,17.69311020786608,True,58.79102347926617,0.999999999999999,9.992007221626409e-14,True
gaussian,42,3,28,2,7,75.0,25.0,1.0,1.0,T_0p05N,N,T_0p05N,1,,14.20881746898993,6.571232897889273,58.791023479266116,17.69311020786608,True,58.79102347926617,0.999999999999999,9.992007221626409e-14,True
gaussian,42,3,28,2,7,75.0,25.0,1.0,1.0,T_0p075N,N,T_0p075N,2,,13.166192428428692,10.594255117437363,47.54228907430199,16.770800883809038,True,58.79102347926617,0.8086657836645543,19.133421633544568,False
gaussian,42,3,28,2,7,75.0,25.0,1.0,1.0,T_0p10N,N,T_0p10N,3,,13.573562359459602,41.98108911351601,35.87637422125704,15.548085454292504,True,58.79102347926617,0.6102355784622385,38.97644215377615,False
gaussian,42,3,28,2,7,75.0,25.0,1.0,1.0,T_0p10K,K,T_0p10K,1,,14.20881746898993,6.571232897889273,58.791023479266116,17.69311020786608,True,58.79102347926617,0.999999999999999,9.992007221626409e-14,True
gaussian,42,3,28,2,7,75.0,25.0,1.0,1.0,T_0p20K,K,T_0p20K,1,,14.20881746898993,6.571232897889273,58.791023479266116,17.69311020786608,True,58.79102347926617,0.999999999999999,9.992007221626409e-14,True
gaussian,42,3,28,2,7,75.0,25.0,1.0,1.0,legacy_T25,legacy,legacy_T25,7,,8.394444882159803,2.063677250019297,24.62647174406391,13.914021945493886,True,58.79102347926617,0.4188814939197125,58.111850608028746,False
gaussian,42,3,28,2,7,75.0,25.0,1.0,1.0,legacy_T50,legacy,legacy_T50,7,,8.394444882159803,2.063677250019297,24.62647174406391,13.914021945493886,True,58.79102347926617,0.4188814939197125,58.111850608028746,False
gaussian,42,3,28,2,7,75.0,25.0,1.0,1.0,legacy_T100,legacy,legacy_T100,7,,8.394444882159803,2.063677250019297,24.62647174406391,13.914021945493886,True,58.79102347926617,0.4188814939197125,58.111850608028746,False
gaussian,42,3,28,2,7,75.0,25.0,1.0,1.0,T_0p05K,K,T_0p05K,0,,12.921444969090246,9.51535936541569,48.98492793874295,16.900624734989346,True,58.79102347926617,0.8332042043122189,16.679579568778113,False
gaussian,42,3,28,2,7,75.0,25.0,1.0,1.0,T_0p15K,K,T_0p15K,1,,14.20881746898993,6.571232897889273,58.791023479266116,17.69311020786608,True,58.79102347926617,0.999999999999999,9.992007221626409e-14,True
