data_profile,N,L,K,off_pct,active_pct,cases,exact_completed_rate,exact_timeout_rate,exact_candidate_count_mean,exact_elapsed_mean,exact_elapsed_p95,best_tested_T_min,best_tested_T_p05,best_tested_T_p50,best_tested_T_p95,best_tested_T_max,best_tested_T_mean,threshold_fraction_exact_mean,threshold_fraction_exact_p05,threshold_fraction_exact_p50,threshold_fraction_exact_p95,threshold_exact_rate,threshold_near_99_rate,exact_is_threshold_window_rate
gaussian,28,2,7,75.0,25.0,5,1.0,0.0,1184040.0,1.2175074962084182,1.2711443307925947,0,0.0,0.0,1.0,1,0.4,0.9646930707739095,0.9410443472267083,0.9626339233102106,0.994801239280691,0.2,0.2,0.2
gaussian,28,2,14,50.0,50.0,5,1.0,0.0,40116600.0,61.343919532198925,63.12825793116353,0,0.0,0.0,1.0,1,0.4,0.9977611991415891,0.9935984660439646,0.999999999999999,1.0,0.6,1.0,0.6
