data_profile,N,L,K,off_pct,active_pct,cases,best_T_min,best_T_p05,best_T_p25,best_T_median,best_T_p75,best_T_p95,best_T_max,best_T_mean,best_T_std,best_T_iqr,best_T_cv,best_T_over_N_mean,best_T_over_K_mean
twdp,2000,6,500,75.0,25.0,100,46,53.95,75.0,87.0,106.25,123.1,157,89.84,23.005805152332112,31.25,0.25607530222987657,0.04491999999999999,0.17967999999999995
twdp,2000,6,1000,50.0,50.0,100,53,76.95,104.75,119.5,139.25,167.05,180,120.73,26.604038198830803,34.5,0.22035979622985838,0.060365,0.12073
