data_profile,N,L,K,off_pct,active_pct,cases,best_T_min,best_T_p05,best_T_p25,best_T_median,best_T_p75,best_T_p95,best_T_max,best_T_mean,best_T_std,best_T_iqr,best_T_cv,best_T_over_N_mean,best_T_over_K_mean
gaussian,500,2,125,75.0,25.0,100,3,7.95,12.0,18.5,25.25,33.05,48,18.94,9.038436442954795,13.25,0.4772141733344665,0.037880000000000004,0.15152000000000002
gaussian,500,2,250,50.0,50.0,100,6,8.95,17.0,23.0,29.25,38.05,66,24.0,10.227710428344196,12.25,0.4261546011810082,0.048,0.096
