data_profile,N,L,K,off_pct,active_pct,T,samples,winner_rate,u_bf_mean,u_i_mean,u_g_mean,u_g_p05,u_g_p50,u_g_p95,u_g_db_mean,fraction_best_tested_u_g_mean,fraction_best_tested_u_g_p05,gap_to_best_tested_pct_mean,elapsed_seconds_mean
gaussian,500,2,125,75.0,25.0,0,100,0.0,1555.5077966148422,26744.956026409393,631558.7300036721,217242.95599817685,570196.2606022991,1246324.4575386192,57.4046143398362,0.5415234093302794,0.3226481846371416,45.84765906697206,5.760388041380793e-05
gaussian,500,2,125,75.0,25.0,1,100,0.0,1703.1185438249129,31287.132658855036,741430.3327027316,304925.91820968513,682462.1019940755,1280317.1113346252,58.303440214089804,0.6581063542736342,0.4462976251901702,34.18936457263657,3.4270911128260196e-05
gaussian,500,2,125,75.0,25.0,2,100,0.0,1784.953283180327,32799.01431690096,808846.8450288923,377090.45466447796,748435.5971988584,1311920.99465249,58.749151908970795,0.7242849382791335,0.5279012776706153,27.57150617208665,3.266107087256387e-05
gaussian,500,2,125,75.0,25.0,3,100,0.02,1849.2326135599526,35236.46172323315,864164.6080768668,446922.72631175624,790133.9590532584,1422072.6721936783,59.07220237002277,0.7767825914656796,0.6051353817130714,22.321740853432026,3.141581953968853e-05
gaussian,500,2,125,75.0,25.0,4,100,0.0,1880.272704092887,36603.9332206386,890230.4251459182,473015.107756736,834737.1379037153,1464835.6723126192,59.23143238268959,0.8038921648428824,0.6273886357284623,19.610783515711763,3.0201849876903e-05
gaussian,500,2,125,75.0,25.0,5,100,0.0,1909.3018236793293,39091.26633951401,915376.036120836,483917.29993870936,838860.3705988566,1437101.8320050195,59.364344942873,0.8277009597358977,0.6934668129596039,17.22990402641023,3.0764082912355664e-05
gaussian,500,2,125,75.0,25.0,6,100,0.02,1937.7912073693226,39617.6446171438,941783.1687704046,468238.0216140264,888482.7983699627,1603037.4385490236,59.49575959073498,0.8527739092981129,0.6964741883498792,14.72260907018871,3.0491079669445754e-05
gaussian,500,2,125,75.0,25.0,7,100,0.01,1965.8262945870488,41623.255629459454,967711.8944493574,486262.1621193682,907085.1120542134,1559352.6140323987,59.621489416822406,0.8766029871977854,0.7286619978358005,12.339701280221469,3.0912299698684365e-05
gaussian,500,2,125,75.0,25.0,8,100,0.05,1985.6101107945904,40873.94464855106,987185.6388373119,505255.7269312209,918439.0921353155,1572504.9856353519,59.71372189688538,0.8949834113215895,0.7561517264170009,10.501658867841043,3.0716632318217306e-05
gaussian,500,2,125,75.0,25.0,9,100,0.06,2001.8181577084897,42328.65019480005,1001709.8941151547,538820.3337097928,949025.8998832912,1542533.2700633735,59.789408005929424,0.9101799742476571,0.8013422224661333,8.982002575234286,3.0762799142394214e-05
gaussian,500,2,125,75.0,25.0,10,100,0.04,2010.5754911935721,42552.55468699369,1010976.4082672549,524778.0520706458,938416.3256595718,1574010.1067087117,59.82641903769564,0.9174036699098732,0.8123113357497233,8.259633009012669,3.072085906751454e-05
gaussian,500,2,125,75.0,25.0,11,100,0.04,2013.1440490046914,43447.797327093715,1013135.9979421677,528100.3126220808,925290.7552145282,1650307.851152526,59.832106940097475,0.9182920004568446,0.8230922088300237,8.170799954315536,3.0231270065996797e-05
gaussian,500,2,125,75.0,25.0,12,100,0.06,2025.8223821664333,44535.51117633802,1025000.932839344,525943.3637599394,962008.5733622643,1724780.5685312138,59.88551757753333,0.9295535047681527,0.8323420959737673,7.044649523184727,3.101552982116118e-05
gaussian,500,2,125,75.0,25.0,13,100,0.04,2028.6181926647832,45527.42604890671,1027145.4819294943,543789.3044305668,958628.4181397817,1717727.324839114,59.89511313139953,0.9312772574834546,0.8553224835859877,6.872274251654548,3.0666353122796867e-05
gaussian,500,2,125,75.0,25.0,14,100,0.05,2030.4283968100801,45520.214708800384,1028929.732966267,537186.0210007868,953560.8325233213,1682528.0349069585,59.9039972636572,0.9332085361388721,0.8605099531294018,6.679146386112795,3.04980602231808e-05
gaussian,500,2,125,75.0,25.0,15,100,0.01,2028.0138994538077,45524.80267015156,1026649.1018408547,558056.7445066768,965494.1864761342,1695313.5601365773,59.89703862056393,0.9316645461611869,0.8494917618413682,6.833545383881317,3.1201311503536997e-05
gaussian,500,2,125,75.0,25.0,16,100,0.03,2034.0795959501295,46210.28314602244,1032679.476126398,558699.1238939071,990803.6075158925,1701646.6153293042,59.92171192291771,0.9368795432414231,0.8412988965744078,6.312045675857689,3.0601370381191375e-05
gaussian,500,2,125,75.0,25.0,17,100,0.04,2032.5201732626374,45388.14385087733,1031415.0620110356,544355.2402625909,997115.5516380932,1668959.7518952135,59.91727578899363,0.9359242604166168,0.8484067167722086,6.4075739583383235,3.086891898419708e-05
gaussian,500,2,125,75.0,25.0,18,100,0.03,2035.700619828305,45879.45822170196,1033873.9912998276,541967.3657802402,998709.994956217,1686978.6866068353,59.92779317991295,0.9380930366807424,0.8592230351989975,6.190696331925766,3.089474979788065e-05
gaussian,500,2,125,75.0,25.0,19,100,0.03,2036.7566793258454,43579.72360658311,1035407.7880272311,530438.4226347881,990630.6128235108,1666141.8544188521,59.937250303226904,0.9400427140442648,0.8639580518981436,5.995728595573524,3.129634860670194e-05
gaussian,500,2,125,75.0,25.0,20,100,0.03,2036.0050070332547,45407.96013278277,1033868.8020871297,537668.9425228058,1000099.4433014753,1647190.836949138,59.93270311454471,0.9392293952832076,0.8533620813987909,6.07706047167925,3.068035992328077e-05
gaussian,500,2,125,75.0,25.0,21,100,0.09,2040.1375628492506,46070.09491640336,1038599.2720315726,534994.7314530922,998500.3502769134,1671296.515432844,59.94482784512031,0.941900270393893,0.8420619882764557,5.8099729606107,3.0638398893643174e-05
gaussian,500,2,125,75.0,25.0,22,100,0.02,2038.0546377194917,46924.9508545554,1035638.4881927663,530238.6289130517,999671.9152184972,1642855.6351933093,59.93711100003659,0.9400683591015874,0.8680781943195232,5.993164089841265,3.043313859961927e-05
