data_profile,generator_seed,sample,N,L,K,sigma,P,off_pct,active_pct,T,u_bf,u_i,u_g,u_g_db,best_tested_u_g,fraction_best_tested_u_g,gap_to_best_tested_pct,is_best_tested_T,formula,formula_family,formula_T,formula_label,rule_note
lognormal,42,0,2000,10,500,1.0,1.0,75.0,25.0,750,173.4907008809185,232.39636613207685,2917780906744.591,124.65052678042645,1.4400485715967516e+16,0.00020261683975765507,99.97973831602424,False,strong_weak,heuristic,750,strong/weak H3,outside_dense_0_to_K
lognormal,42,1,2000,10,500,1.0,1.0,75.0,25.0,750,289.0378077656723,702.8078664924011,376737061644971.1,145.76038346181943,5.274991475047875e+18,7.141946360046999e-05,99.99285805363995,False,strong_weak,heuristic,750,strong/weak H3,outside_dense_0_to_K
lognormal,42,2,2000,10,500,1.0,1.0,75.0,25.0,750,388.99070816020316,1002.1205599360426,7362492941157070.0,158.67024891412407,2.856699151454981e+19,0.00025772727721108424,99.9742272722789,False,strong_weak,heuristic,750,strong/weak H3,outside_dense_0_to_K
lognormal,42,3,2000,10,500,1.0,1.0,75.0,25.0,750,351.7089086037484,781.5267838946107,2564335899557924.5,154.08974912332653,1.8957269753917526e+19,0.00013526926254916026,99.98647307374509,False,strong_weak,heuristic,750,strong/weak H3,outside_dense_0_to_K
lognormal,42,4,2000,10,500,1.0,1.0,75.0,25.0,750,287.52324409493843,637.2898663576724,345716356685687.25,145.38719927561755,1.7761191666713684e+18,0.00019464705025034755,99.98053529497497,False,strong_weak,heuristic,750,strong/weak H3,outside_dense_0_to_K
lognormal,42,5,2000,10,500,1.0,1.0,75.0,25.0,750,172.5394853960245,213.5103168263115,2815555739833.419,124.49564129532632,1.8008424078003046e+16,0.00015634659244128795,99.98436534075587,False,strong_weak,heuristic,750,strong/weak H3,outside_dense_0_to_K
lognormal,42,6,2000,10,500,1.0,1.0,75.0,25.0,750,125.69242823431826,107.27579577304674,146637608115.94455,111.66245368003543,1010475223022092.4,0.00014511747025066697,99.98548825297493,False,strong_weak,heuristic,750,strong/weak H3,outside_dense_0_to_K
lognormal,42,7,2000,10,500,1.0,1.0,75.0,25.0,750,117.13809359834586,81.42642054362948,83190786798.2439,109.20075231768612,1196023603089045.5,6.955614135321561e-05,99.99304438586468,False,strong_weak,heuristic,750,strong/weak H3,outside_dense_0_to_K
lognormal,42,8,2000,10,500,1.0,1.0,75.0,25.0,750,99.01488978799193,74.9812597718432,17068745638.56671,102.32201606512199,72862812133766.05,0.00023425867241070594,99.97657413275893,False,strong_weak,heuristic,750,strong/weak H3,outside_dense_0_to_K
lognormal,42,9,2000,10,500,1.0,1.0,75.0,25.0,750,173.893854249206,154.1854205250742,3384173813138.5615,125.29452660557418,2.180184206123385e+16,0.00015522421470780246,99.98447757852922,False,strong_weak,heuristic,750,strong/weak H3,outside_dense_0_to_K
lognormal,42,10,2000,10,500,1.0,1.0,75.0,25.0,750,163.30147471192163,155.49340389383568,1765795269636.6218,122.46940349059614,9216529080525590.0,0.00019159005024654293,99.98084099497535,False,strong_weak,heuristic,750,strong/weak H3,outside_dense_0_to_K
lognormal,42,11,2000,10,500,1.0,1.0,75.0,25.0,750,273.4793170346346,491.49566707120215,242751221317910.4,143.85161423586408,8.306225327201311e+17,0.0002922521503515517,99.97077478496485,False,strong_weak,heuristic,750,strong/weak H3,outside_dense_0_to_K
lognormal,42,12,2000,10,500,1.0,1.0,75.0,25.0,750,221.81883500046095,384.9446017428643,29649482377884.215,134.72017115832125,1.454818775665735e+17,0.0002038018952863487,99.97961981047136,False,strong_weak,heuristic,750,strong/weak H3,outside_dense_0_to_K
lognormal,42,13,2000,10,500,1.0,1.0,75.0,25.0,750,304.3305518219022,681.5144696414569,600202721303914.2,147.78297960173464,1.6318328691502823e+19,3.678089421108719e-05,99.99632191057889,False,strong_weak,heuristic,750,strong/weak H3,outside_dense_0_to_K
lognormal,42,14,2000,10,500,1.0,1.0,75.0,25.0,750,328.00889866666273,799.5311306589333,1343671148194079.2,151.2829299193206,8.276999560577631e+18,0.00016233795089150733,99.98376620491085,False,strong_weak,heuristic,750,strong/weak H3,outside_dense_0_to_K
