data_profile,N,L,K,off_pct,active_pct,cases,best_T_min,best_T_p05,best_T_p25,best_T_median,best_T_p75,best_T_p95,best_T_max,best_T_mean,best_T_std,best_T_iqr,best_T_cv,best_T_over_N_mean,best_T_over_K_mean
rician,5000,10,1250,75.0,25.0,100,220,393.3,609.0,821.5,1036.5,1234.55,1249,820.52,272.34794590076064,427.5,0.3319211547564479,0.16410400000000003,0.6564160000000001
rician,5000,10,2500,50.0,50.0,100,478,628.65,788.25,889.5,1020.75,1213.75,1507,905.72,188.38371972807485,232.5,0.20799333097212697,0.181144,0.362288
