data_profile,generator_seed,sample,N,L,K,sigma,P,off_pct,active_pct,T,u_bf,u_i,u_g,u_g_db,best_tested_u_g,fraction_best_tested_u_g,gap_to_best_tested_pct,is_best_tested_T,formula,formula_family,formula_T,formula_label
rayleigh,42,0,2000,8,500,1.0,1.0,75.0,25.0,50,12075.553060843042,1522708.9062664802,1.9268583868024808e+25,252.84849797639257,2.072982463480818e+25,0.9295102205384917,7.048977946150825,False,T_0p025N,N,50,T_0p025N
rayleigh,42,1,2000,8,500,1.0,1.0,75.0,25.0,50,12866.963378822926,1119403.2549329842,3.5359884169286633e+25,255.48510833696182,4.017286993198694e+25,0.880193131064603,11.980686893539705,False,T_0p025N,N,50,T_0p025N
rayleigh,42,2,2000,8,500,1.0,1.0,75.0,25.0,50,13552.173554354486,1450393.942674337,5.065239609790512e+25,257.04599994365304,5.7503284237282894e+25,0.8808609242020315,11.913907579796845,False,T_0p025N,N,50,T_0p025N
rayleigh,42,3,2000,8,500,1.0,1.0,75.0,25.0,50,11440.566363793869,712111.3416827936,1.4665297848712144e+25,251.66290887823803,1.4915696685612591e+25,0.983212394152398,1.6787605847601972,False,T_0p025N,N,50,T_0p025N
rayleigh,42,4,2000,8,500,1.0,1.0,75.0,25.0,50,14008.205007994957,1027267.4288479043,7.48784154368299e+25,258.74356645367834,8.69163788229199e+25,0.8614994831915894,13.850051680841059,False,T_0p025N,N,50,T_0p025N
rayleigh,42,5,2000,8,500,1.0,1.0,75.0,25.0,50,13799.358575168115,1152511.2755783703,6.462074984347406e+25,258.1037199315847,7.054252511850124e+25,0.9160538233486899,8.39461766513101,False,T_0p025N,N,50,T_0p025N
rayleigh,42,6,2000,8,500,1.0,1.0,75.0,25.0,50,13727.872196591472,1094992.5553398232,6.173012429863383e+25,257.90497151455304,6.857962937525152e+25,0.9001233290553553,9.98766709446447,False,T_0p025N,N,50,T_0p025N
rayleigh,42,7,2000,8,500,1.0,1.0,75.0,25.0,50,11075.507614463939,893252.146396612,1.0788190975107626e+25,250.32948625832515,1.239203829215669e+25,0.8705743737037845,12.942562629621545,False,T_0p025N,N,50,T_0p025N
rayleigh,42,8,2000,8,500,1.0,1.0,75.0,25.0,50,12576.810544623293,649393.0940505478,3.246324753379997e+25,255.1139196328631,3.8442126077994507e+25,0.844470658775113,15.552934122488704,False,T_0p025N,N,50,T_0p025N
rayleigh,42,9,2000,8,500,1.0,1.0,75.0,25.0,50,13301.722913810461,926117.5403717341,4.822764843457945e+25,256.8329608637173,6.3851316682264015e+25,0.7553117295069915,24.468827049300845,False,T_0p025N,N,50,T_0p025N
rayleigh,42,10,2000,8,500,1.0,1.0,75.0,25.0,50,12218.852461130757,825238.7859491776,2.433302870759601e+25,253.86196168492373,3.2185521585305303e+25,0.7560240601695127,24.397593983048726,False,T_0p025N,N,50,T_0p025N
rayleigh,42,11,2000,8,500,1.0,1.0,75.0,25.0,50,12599.243628225442,1113851.6257005166,2.9205585404590455e+25,254.65465915778086,3.77655144989612e+25,0.7733400641316246,22.66599358683754,False,T_0p025N,N,50,T_0p025N
rayleigh,42,12,2000,8,500,1.0,1.0,75.0,25.0,50,12696.472876557948,1017480.3460914458,3.247241535042274e+25,255.11514593348738,4.158183958419359e+25,0.7809278202969742,21.907217970302582,False,T_0p025N,N,50,T_0p025N
rayleigh,42,13,2000,8,500,1.0,1.0,75.0,25.0,50,12746.076979563279,742694.5485051792,3.514773113892124e+25,255.4589729562471,4.404403808897165e+25,0.7980133671649423,20.19866328350577,False,T_0p025N,N,50,T_0p025N
rayleigh,42,14,2000,8,500,1.0,1.0,75.0,25.0,50,12327.294138434201,1019990.1950018123,2.4852721970665283e+25,253.95373961363165,2.983683399871032e+25,0.8329543936109148,16.704560638908518,False,T_0p025N,N,50,T_0p025N
rayleigh,42,15,2000,8,500,1.0,1.0,75.0,25.0,50,11606.346148023196,855099.01614684,1.609610466824403e+25,252.06720787474555,2.03831826533772e+25,0.7896757313106417,21.03242686893583,False,T_0p025N,N,50,T_0p025N
rayleigh,42,16,2000,8,500,1.0,1.0,75.0,25.0,50,11971.789736586672,1103386.9165403955,1.956508785540063e+25,252.91481802404348,2.254275280692466e+25,0.8679103223538274,13.208967764617263,False,T_0p025N,N,50,T_0p025N
rayleigh,42,17,2000,8,500,1.0,1.0,75.0,25.0,50,12085.966709655047,745480.1189551618,2.3132266939863153e+25,253.64218195296812,2.5290082904503927e+25,0.9146773866741067,8.53226133258933,False,T_0p025N,N,50,T_0p025N
rayleigh,42,18,2000,8,500,1.0,1.0,75.0,25.0,50,12795.150722119617,861933.1274396462,3.570039481371742e+25,255.52673019038542,4.649482993610241e+25,0.7678357972871452,23.216420271285475,False,T_0p025N,N,50,T_0p025N
rayleigh,42,19,2000,8,500,1.0,1.0,75.0,25.0,50,13874.455364153759,1259945.3335119386,6.513012529412692e+25,258.13781913649217,9.941996795859541e+25,0.6551010489286329,34.48989510713672,False,T_0p025N,N,50,T_0p025N
rayleigh,42,20,2000,8,500,1.0,1.0,75.0,25.0,50,14159.151504244135,993347.6731676159,7.986890387301772e+25,259.02377724182486,8.724923251284813e+25,0.9154109620535217,8.458903794647831,False,T_0p025N,N,50,T_0p025N
rayleigh,42,21,2000,8,500,1.0,1.0,75.0,25.0,50,13972.402260517772,1257102.0814018606,6.934230282343011e+25,258.4099826026387,7.586719257310483e+25,0.913995898248279,8.600410175172101,False,T_0p025N,N,50,T_0p025N
rayleigh,42,22,2000,8,500,1.0,1.0,75.0,25.0,50,14765.7958958021,1565468.120204601,1.0429121208885707e+26,260.1824771492596,1.2026073925435818e+26,0.8672091385391814,13.279086146081864,False,T_0p025N,N,50,T_0p025N
rayleigh,42,23,2000,8,500,1.0,1.0,75.0,25.0,50,13512.004093461166,1352893.3646421,5.227421926143254e+25,257.1828755515812,5.686596184202225e+25,0.919253232832922,8.074676716707796,False,T_0p025N,N,50,T_0p025N
rayleigh,42,24,2000,8,500,1.0,1.0,75.0,25.0,50,11604.17910814943,839797.0192472878,1.59420146850714e+25,252.02543204846774,1.7487215262308746e+25,0.9116382709276868,8.83617290723132,False,T_0p025N,N,50,T_0p025N
