data_profile,N,L,K,off_pct,active_pct,cases,best_T_min,best_T_p05,best_T_p25,best_T_median,best_T_p75,best_T_p95,best_T_max,best_T_mean,best_T_std,best_T_iqr,best_T_cv,best_T_over_N_mean,best_T_over_K_mean
rayleigh,2000,8,500,75.0,25.0,100,52,60.8,80.0,94.0,114.0,140.1,177,98.14,25.90698981379584,34.0,0.2639799247380868,0.04907,0.19628
rayleigh,2000,8,1000,50.0,50.0,100,70,90.8,114.75,132.0,150.75,196.0,209,134.22,30.719841908263252,36.0,0.22887678370036696,0.06711,0.13422
