data_profile,generator_seed,sample,N,L,K,sigma,P,off_pct,active_pct,T,u_bf,u_i,u_g,u_g_db,best_tested_u_g,fraction_best_tested_u_g,gap_to_best_tested_pct,is_best_tested_T,formula,formula_family,formula_T,formula_label
thin_tail,42,0,2000,4,500,1.0,1.0,75.0,25.0,50,8748.32438237517,196794.39833551596,22414983962168.99,133.50538432465964,24450550242541.574,0.9167476289825618,8.32523710174382,False,T_0p025N,N,50,T_0p025N
thin_tail,42,1,2000,4,500,1.0,1.0,75.0,25.0,50,8434.009514355226,361885.65334365715,18929402559519.508,132.7713690719156,24279817453398.934,0.7796352915688656,22.03647084311344,False,T_0p025N,N,50,T_0p025N
thin_tail,42,2,2000,4,500,1.0,1.0,75.0,25.0,50,10510.476783837032,574100.4171368661,45707712148556.914,136.59989483679976,50762537835649.445,0.9004221242157315,9.957787578426846,False,T_0p025N,N,50,T_0p025N
thin_tail,42,3,2000,4,500,1.0,1.0,75.0,25.0,50,9117.567063340015,494308.7507490598,25795304215617.17,134.11540654069563,30177850258713.96,0.8547760690199822,14.522393098001785,False,T_0p025N,N,50,T_0p025N
thin_tail,42,4,2000,4,500,1.0,1.0,75.0,25.0,50,8533.064737196615,371290.72924181045,19583833189945.188,132.91897701272512,21154639629856.88,0.925746480800613,7.425351919938706,False,T_0p025N,N,50,T_0p025N
thin_tail,42,5,2000,4,500,1.0,1.0,75.0,25.0,50,7560.541245123528,350186.6084425502,12110396183749.594,130.83158351037503,14105492157298.111,0.8585589250413879,14.144107495861213,False,T_0p025N,N,50,T_0p025N
thin_tail,42,6,2000,4,500,1.0,1.0,75.0,25.0,50,7619.602193269098,356959.76793393143,12501049482166.049,130.96946474222548,14596620334336.14,0.8564345167462767,14.356548325372332,False,T_0p025N,N,50,T_0p025N
thin_tail,42,7,2000,4,500,1.0,1.0,75.0,25.0,50,7598.405489099125,249380.0749483226,12412849565831.18,130.93871492107576,12727525499236.164,0.9752759534110641,2.47240465889359,False,T_0p025N,N,50,T_0p025N
thin_tail,42,8,2000,4,500,1.0,1.0,75.0,25.0,50,6143.127501566738,226200.1783549565,5251276084756.862,127.20264851830092,5696655126587.288,0.9218174469169174,7.818255308308264,False,T_0p025N,N,50,T_0p025N
thin_tail,42,9,2000,4,500,1.0,1.0,75.0,25.0,50,6168.987233282895,431540.9080114202,5096811856067.335,127.07298602319361,5131143430794.4375,0.9933091765626619,0.6690823437338067,False,T_0p025N,N,50,T_0p025N
thin_tail,42,10,2000,4,500,1.0,1.0,75.0,25.0,50,8274.817321340275,271220.48169056134,17693308271034.26,132.47809044301715,18927337125857.695,0.9348017712889175,6.51982287110825,False,T_0p025N,N,50,T_0p025N
thin_tail,42,11,2000,4,500,1.0,1.0,75.0,25.0,50,8980.235131505297,865075.3412790531,23424426478132.562,133.69668966457087,28928163608519.71,0.8097446763345106,19.025532366548937,False,T_0p025N,N,50,T_0p025N
thin_tail,42,12,2000,4,500,1.0,1.0,75.0,25.0,50,8231.035165159856,206716.68316816294,17435572952262.18,132.4143622334477,19518914933247.113,0.893265481810348,10.673451818965196,False,T_0p025N,N,50,T_0p025N
thin_tail,42,13,2000,4,500,1.0,1.0,75.0,25.0,50,9157.227815567654,367459.1929715807,26403900122189.543,134.2166808128058,35882089834427.35,0.7358517924687907,26.414820753120928,False,T_0p025N,N,50,T_0p025N
thin_tail,42,14,2000,4,500,1.0,1.0,75.0,25.0,50,7582.591627294891,244494.3740045387,12461191439188.47,130.95559568063743,15611630870882.193,0.7981992107198922,20.18007892801078,False,T_0p025N,N,50,T_0p025N
thin_tail,42,15,2000,4,500,1.0,1.0,75.0,25.0,50,8004.347767131282,218491.67231521447,15479956804936.63,131.8976974449908,17890790325618.844,0.8652472318548162,13.475276814518377,False,T_0p025N,N,50,T_0p025N
thin_tail,42,16,2000,4,500,1.0,1.0,75.0,25.0,50,7905.499236807437,147666.87885315414,14928997545734.572,131.74030646641816,17322108010378.238,0.86184646445976,13.815353554024002,False,T_0p025N,N,50,T_0p025N
thin_tail,42,17,2000,4,500,1.0,1.0,75.0,25.0,50,8696.268166840899,623289.8694047141,20829969366254.297,133.1868863124988,25207712022244.496,0.8263332010407344,17.366679895926563,False,T_0p025N,N,50,T_0p025N
thin_tail,42,18,2000,4,500,1.0,1.0,75.0,25.0,50,6240.0291714593295,277145.36820880306,5550159850940.513,127.44305491479733,6799410905559.315,0.8162706928629077,18.372930713709234,False,T_0p025N,N,50,T_0p025N
thin_tail,42,19,2000,4,500,1.0,1.0,75.0,25.0,50,8845.431969568155,278946.44924463483,23018820061900.496,133.6208305805402,27967367834598.875,0.8230599389272361,17.694006107276394,False,T_0p025N,N,50,T_0p025N
thin_tail,42,20,2000,4,500,1.0,1.0,75.0,25.0,50,8599.845917928267,259185.78677566958,20759609416127.06,133.17219178173698,24063157082866.758,0.8627134562865875,13.728654371341253,False,T_0p025N,N,50,T_0p025N
thin_tail,42,21,2000,4,500,1.0,1.0,75.0,25.0,50,9573.68883916986,314531.067472984,31843677353597.223,135.0302321491226,33158464460068.79,0.9603483717391406,3.965162826085944,False,T_0p025N,N,50,T_0p025N
thin_tail,42,22,2000,4,500,1.0,1.0,75.0,25.0,50,10037.902327302956,605647.9731276808,37810556384334.44,135.77613068075797,44548341512195.586,0.848753401380462,15.124659861953804,False,T_0p025N,N,50,T_0p025N
thin_tail,42,23,2000,4,500,1.0,1.0,75.0,25.0,50,10207.765916396682,160874.88494707056,41599277914857.96,136.19085792157648,51536621364257.78,0.8071789887202099,19.28210112797901,False,T_0p025N,N,50,T_0p025N
thin_tail,42,24,2000,4,500,1.0,1.0,75.0,25.0,50,6636.313572531471,225330.37854435225,7265305448257.408,128.61253877643554,7857999224510.402,0.9245744674542237,7.5425532545776335,False,T_0p025N,N,50,T_0p025N
thin_tail,42,25,2000,4,500,1.0,1.0,75.0,25.0,50,7377.059455232065,266916.5690238291,11128252910003.928,130.46426987236595,11325385007787.951,0.9825937839951168,1.7406216004883235,False,T_0p025N,N,50,T_0p025N
thin_tail,42,26,2000,4,500,1.0,1.0,75.0,25.0,50,9486.291100641494,220975.3995933764,30892279060362.12,134.8984994931239,34014022628915.3,0.9082218647699909,9.17781352300091,False,T_0p025N,N,50,T_0p025N
thin_tail,42,27,2000,4,500,1.0,1.0,75.0,25.0,50,8954.616235012218,388627.6682791195,24190835194491.22,133.8365086274374,33410062832433.01,0.7240583567836881,27.594164321631187,False,T_0p025N,N,50,T_0p025N
thin_tail,42,28,2000,4,500,1.0,1.0,75.0,25.0,50,9449.400484920921,313333.8359819794,30366395543994.266,134.82393244725142,33186081670846.066,0.9150340749830405,8.496592501695954,False,T_0p025N,N,50,T_0p025N
thin_tail,42,29,2000,4,500,1.0,1.0,75.0,25.0,50,10950.409913250685,415925.3467598111,54461886679033.26,137.36092682176562,59306301510290.61,0.9183153441052674,8.16846558947326,False,T_0p025N,N,50,T_0p025N
thin_tail,42,30,2000,4,500,1.0,1.0,75.0,25.0,50,9837.94367555707,410232.28738790064,35322804590987.46,135.48055178768325,42954036079874.484,0.8223395940093617,17.766040599063825,False,T_0p025N,N,50,T_0p025N
thin_tail,42,31,2000,4,500,1.0,1.0,75.0,25.0,50,8490.296208303493,269562.4988068088,19611039215680.195,132.92500608133722,25461818143671.04,0.7702136235921098,22.978637640789024,False,T_0p025N,N,50,T_0p025N
thin_tail,42,32,2000,4,500,1.0,1.0,75.0,25.0,50,9130.467251903572,158572.67977990722,26747874448833.844,134.27289276008847,29608875771069.934,0.9033735240622848,9.662647593771522,False,T_0p025N,N,50,T_0p025N
thin_tail,42,33,2000,4,500,1.0,1.0,75.0,25.0,50,7964.390711012876,680854.1722221461,14389762926632.637,131.58053638932896,18225724733432.453,0.7895303554232167,21.046964457678328,False,T_0p025N,N,50,T_0p025N
thin_tail,42,34,2000,4,500,1.0,1.0,75.0,25.0,50,7231.6822295585935,367850.5026001656,10107769592635.588,130.04655333585487,12458709316823.945,0.8113015028760882,18.869849712391186,False,T_0p025N,N,50,T_0p025N
