data_profile,N,L,K,off_pct,active_pct,cases,best_T_min,best_T_p05,best_T_p25,best_T_median,best_T_p75,best_T_p95,best_T_max,best_T_mean,best_T_std,best_T_iqr,best_T_cv,best_T_over_N_mean,best_T_over_K_mean
rayleigh,5000,4,1250,75.0,25.0,100,140,153.0,197.75,222.0,255.0,307.29999999999995,364,227.09,45.833271625302814,57.25,0.20182866539831262,0.045418,0.181672
rayleigh,5000,4,2500,50.0,50.0,100,184,212.9,261.75,297.5,350.0,409.1,432,305.1,58.22656896411923,88.25,0.19084421161625442,0.061020000000000005,0.12204000000000001
