data_profile,N,L,K,off_pct,active_pct,cases,best_T_min,best_T_p05,best_T_p25,best_T_median,best_T_p75,best_T_p95,best_T_max,best_T_mean,best_T_std,best_T_iqr,best_T_cv,best_T_over_N_mean,best_T_over_K_mean
gaussian,2000,10,500,75.0,25.0,100,40,57.9,82.25,99.0,116.75,145.34999999999997,166,100.06,26.826724200191332,34.5,0.2681063781750083,0.05003,0.20012
gaussian,2000,10,1000,50.0,50.0,100,71,91.95,123.0,138.5,162.25,200.2,237,142.32,32.06208623495006,39.25,0.22528166269638883,0.07116,0.14232
