data_profile,N,L,K,off_pct,active_pct,T,samples,winner_rate,u_bf_mean,u_i_mean,u_g_mean,u_g_p05,u_g_p50,u_g_p95,u_g_db_mean,fraction_best_tested_u_g_mean,fraction_best_tested_u_g_p05,gap_to_best_tested_pct_mean,elapsed_seconds_mean
nakagami,5000,6,1250,75.0,25.0,0,100,0.0,84577.97458605477,18489369.08679136,9.073405592321393e+24,1.7294883824770437e+24,7.764873034628444e+24,1.9127809842392511e+25,248.54125824384278,0.1543751855133764,0.07207450253854245,84.56248144866237,0.0001617875401279889
nakagami,5000,6,1250,75.0,25.0,1,100,0.0,88960.33901679028,20355330.7126263,1.1505789313492186e+25,3.7181627568637756e+24,1.0363127806368904e+25,2.226552859795841e+25,249.93634331458105,0.2065701751211559,0.12918332331980026,79.34298248788441,3.721648914506659e-05
nakagami,5000,6,1250,75.0,25.0,2,100,0.0,91723.11829353754,21671840.413117543,1.347637533792548e+25,5.061270533146787e+24,1.1662070004707527e+25,2.5630890459465575e+25,250.75613055718105,0.24768344875831447,0.16602604083056308,75.23165512416855,3.2597479876130816e-05
nakagami,5000,6,1250,75.0,25.0,3,100,0.0,93733.2651934401,22627820.269104484,1.5189633614933666e+25,6.019978521878663e+24,1.4555512408014097e+25,2.7306798854059354e+25,251.32968371937014,0.2810004534944962,0.19590315254467366,71.89995465055038,3.1635778723284604e-05
nakagami,5000,6,1250,75.0,25.0,4,100,0.0,95320.91064301778,23333350.572479866,1.6632019442700528e+25,6.841933391920524e+24,1.5222575329706594e+25,2.959745253016846e+25,251.77851801684054,0.31006186401994407,0.22603903285860194,68.9938135980056,3.132508980343118e-05
nakagami,5000,6,1250,75.0,25.0,5,100,0.0,96524.80136137581,23970996.353754703,1.7822498017207157e+25,7.381939290559852e+24,1.6486709870408953e+25,3.149672137789541e+25,252.1106905596247,0.3338089906820546,0.25747530518205386,66.61910093179455,3.1283821444958446e-05
nakagami,5000,6,1250,75.0,25.0,6,100,0.0,97485.11921889873,24438825.01189727,1.8852506720640732e+25,7.879819688993998e+24,1.7252526421600077e+25,3.2623219887791026e+25,252.37144289513162,0.3538650838207345,0.26601799874884696,64.61349161792654,2.96977799735032e-05
nakagami,5000,6,1250,75.0,25.0,7,100,0.0,98424.390404285,24818955.602534477,1.9845335368496938e+25,8.845529141400494e+24,1.8684659435008066e+25,3.3572217445917034e+25,252.62813060732643,0.37424787159410466,0.2946934043723005,62.575212840589536,3.100724017713219e-05
nakagami,5000,6,1250,75.0,25.0,8,100,0.0,99124.45084157819,25154603.398253735,2.0681247972479984e+25,9.281365453430143e+24,1.9168694839333333e+25,3.4656896047965058e+25,252.81385748861655,0.3902730427332042,0.3111754379846821,60.97269572667958,3.0288660782389342e-05
nakagami,5000,6,1250,75.0,25.0,9,100,0.0,99878.86465347139,25528110.177300766,2.1608798121398137e+25,1.0242047644956496e+25,2.0280085261894725e+25,3.481747955591758e+25,253.0127164533116,0.4084407049654298,0.3275024031725196,59.15592950345703,3.065665892791003e-05
