target_obj,exact_objective,target_metric,target_direction,algorithm,active_count_mean,active_count_std,u_bf_mean,u_bf_std,u_i_mean,u_i_std,u_g_mean,u_g_std,target_value_mean,target_value_std,objective_gap_pct_mean,objective_gap_pct_std,elapsed_seconds_mean,elapsed_seconds_std,enumeration_seconds_mean,gurobi_model_seconds_mean,direct_scan_seconds_mean,samples
gen,general,u_g,max,Gurobi-BF,9.0,0.0,16.065740595075106,5.119998484302394,74.91075873559383,52.97374544628194,139.62753888844716,51.53610517388087,139.62753888844716,51.53610517388087,19.93831930859714,24.924007881615534,4.267278200005724,0.4769119657566239,3.3801980000086282,0.887080199997096,0.022609866660786793,3
gen,general,u_g,max,Gurobi-Gen,9.0,0.0,14.16164250141336,3.580216875110362,35.431602229025195,32.28466766083823,196.6689826348701,113.11839785941353,196.6689826348701,113.11839785941353,0.0,0.0,4.080815766676096,0.1804667905018219,3.3801980000086282,0.7006177666674679,0.021066900012859453,3
gen,general,u_g,max,Gurobi-Int,9.0,0.0,6.123414431789592,2.1920593920068114,1.2773596476512006,0.9203732482941276,40.632653608336014,33.630789123614186,40.632653608336014,33.630789123614186,81.13213664887844,5.662936248433056,4.1006950666681705,0.21663940651499633,3.3801980000086282,0.7204970666595424,0.02282950000759835,3
gen,general,u_g,max,H1,9.0,0.0,14.71469182594413,4.1814887610307565,50.431642271850286,45.35057950734647,172.44146796027974,87.0752801818448,172.44146796027974,87.0752801818448,9.303581930674381,8.042489568797476,0.0005125333361017207,2.50898926525841e-05,0.0,0.0,0.0,3
gen,general,u_g,max,H2,9.0,0.0,7.58778964501456,1.8132731326352893,2.1584218818544323,1.3889158893893303,64.41622615339476,44.630145184105395,64.41622615339476,44.630145184105395,64.49262198400663,16.598364966230825,0.0008535666759901991,9.568869060465079e-06,0.0,0.0,0.0,3
gen,general,u_g,max,H3-Fast,9.0,0.0,6.366474767752062,2.157999672117378,2.3219150699586177,1.1208098710368233,32.344404576906236,19.621297775123168,32.344404576906236,19.621297775123168,83.1678306244841,2.9746949888439786,0.0012942666556530942,0.00022245453006151762,0.0,0.0,0.0,3
gen,general,u_g,max,H3-threshold-BF,9.0,0.0,15.087467356067288,4.4155504555029275,52.7040109087089,44.49932762923149,189.43755473771307,111.76677342709279,189.43755473771307,111.76677342709279,3.768576013224937,3.446231295144923,0.0006902999981927375,0.00011427811432835342,0.0,0.0,0.0,3
gen,general,u_g,max,H3-threshold-Gen,9.0,0.0,15.087467356067288,4.4155504555029275,52.7040109087089,44.49932762923149,189.43755473771307,111.76677342709279,189.43755473771307,111.76677342709279,3.768576013224937,3.446231295144923,0.0034172666685966155,0.0006464692386424596,0.0,0.0,0.0,3
gen,general,u_g,max,H3-threshold-Int,9.0,0.0,6.855675054854195,2.553901140547302,1.668784619066798,1.5067853277202368,56.12002760759854,52.6846870687085,56.12002760759854,52.6846870687085,74.73330885471948,10.855409998592313,0.0019679666826656708,0.0004887449117516655,0.0,0.0,0.0,3
gen,general,u_g,max,MISO-EE,9.0,0.0,14.16164250141336,3.580216875110362,35.431602229025195,32.28466766083823,196.6689826348701,113.11839785941353,196.6689826348701,113.11839785941353,0.0,0.0,0.0023497333168052137,2.1782868432742323e-05,0.0,0.0,0.0,3
gen,general,u_g,max,Pareto-H2,9.0,0.0,7.58778964501456,1.8132731326352893,2.1584218818544323,1.3889158893893303,64.41622615339476,44.630145184105395,64.41622615339476,44.630145184105395,64.49262198400663,16.598364966230825,0.0024144333438016474,3.6603588930313596e-05,0.0,0.0,0.0,3
int,interference,u_i,min,Coutino,9.0,0.0,14.16164250141336,3.580216875110362,35.431602229025195,32.28466766083823,196.6689826348701,113.11839785941353,35.431602229025195,32.28466766083823,4445.502735271288,5737.758897379552,0.0010880333235642563,2.056363607704434e-05,0.0,0.0,0.0,3
int,interference,u_i,min,Frame-BF,9.0,0.0,16.065740595075106,5.119998484302394,74.91075873559383,52.97374544628194,139.62753888844716,51.53610517388087,74.91075873559383,52.97374544628194,7294.754031501531,7573.405160375557,0.03417896665632725,0.00286032479956561,0.0,0.0,0.0,3
int,interference,u_i,min,Frame-Gen,9.0,0.0,14.16164250141336,3.580216875110362,35.431602229025195,32.28466766083823,196.6689826348701,113.11839785941353,35.431602229025195,32.28466766083823,4445.502735271288,5737.758897379552,0.04963530000532046,0.002025099555676118,0.0,0.0,0.0,3
int,interference,u_i,min,Frame-Int,9.0,0.0,6.123414431789592,2.1920593920068114,1.2773596476512006,0.9203732482941276,40.632653608336014,33.630789123614186,1.2773596476512006,0.9203732482941276,0.0,0.0,0.030065500002820045,0.0018061425221020436,0.0,0.0,0.0,3
int,interference,u_i,min,Gurobi-BF,9.0,0.0,16.065740595075106,5.119998484302394,74.91075873559383,52.97374544628194,139.62753888844716,51.53610517388087,74.91075873559383,52.97374544628194,7294.754031501531,7573.405160375557,4.267278200005724,0.4769119657566239,3.3801980000086282,0.887080199997096,0.022609866660786793,3
int,interference,u_i,min,Gurobi-Gen,9.0,0.0,14.16164250141336,3.580216875110362,35.431602229025195,32.28466766083823,196.6689826348701,113.11839785941353,35.431602229025195,32.28466766083823,4445.502735271288,5737.758897379552,4.080815766676096,0.1804667905018219,3.3801980000086282,0.7006177666674679,0.021066900012859453,3
int,interference,u_i,min,Gurobi-Int,9.0,0.0,6.123414431789592,2.1920593920068114,1.2773596476512006,0.9203732482941276,40.632653608336014,33.630789123614186,1.2773596476512006,0.9203732482941276,0.0,0.0,4.1006950666681705,0.21663940651499633,3.3801980000086282,0.7204970666595424,0.02282950000759835,3
int,interference,u_i,min,H1,9.0,0.0,14.71469182594413,4.1814887610307565,50.431642271850286,45.35057950734647,172.44146796027974,87.0752801818448,50.431642271850286,45.35057950734647,6130.38305341465,8056.321724115852,0.0006480000059430798,0.00021848133336213618,0.0,0.0,0.0,3
int,interference,u_i,min,H2,9.0,0.0,7.58778964501456,1.8132731326352893,2.1584218818544323,1.3889158893893303,64.41622615339476,44.630145184105395,2.1584218818544323,1.3889158893893303,77.31272617042261,95.78159086484153,0.0008679000020492822,2.5808725174630395e-05,0.0,0.0,0.0,3
int,interference,u_i,min,H3-Fast,9.0,0.0,6.366474767752062,2.157999672117378,2.3219150699586177,1.1208098710368233,32.344404576906236,19.621297775123168,2.3219150699586177,1.1208098710368233,111.44490131236314,103.13659919052022,0.0012930999995054056,0.00018912650747764724,0.0,0.0,0.0,3
int,interference,u_i,min,H3-threshold-BF,9.0,0.0,15.087467356067288,4.4155504555029275,52.7040109087089,44.49932762923149,189.43755473771307,111.76677342709279,52.7040109087089,44.49932762923149,6227.743786702362,7973.409031761165,0.000597599990821133,4.7731857132686985e-05,0.0,0.0,0.0,3
int,interference,u_i,min,H3-threshold-Gen,9.0,0.0,15.087467356067288,4.4155504555029275,52.7040109087089,44.49932762923149,189.43755473771307,111.76677342709279,52.7040109087089,44.49932762923149,6227.743786702362,7973.409031761165,0.0035405333328526467,0.0005229675437163277,0.0,0.0,0.0,3
int,interference,u_i,min,H3-threshold-Int,9.0,0.0,6.855675054854195,2.553901140547302,1.668784619066798,1.5067853277202368,56.12002760759854,52.6846870687085,1.668784619066798,1.5067853277202368,19.565772342333332,23.21938977743768,0.0019918333273380995,0.0003618157964555748,0.0,0.0,0.0,3
int,interference,u_i,min,MISO-EE,9.0,0.0,14.16164250141336,3.580216875110362,35.431602229025195,32.28466766083823,196.6689826348701,113.11839785941353,35.431602229025195,32.28466766083823,4445.502735271288,5737.758897379552,0.0024815333308652043,0.000266114429497216,0.0,0.0,0.0,3
int,interference,u_i,min,Pareto-H2,9.0,0.0,7.58778964501456,1.8132731326352893,2.1584218818544323,1.3889158893893303,64.41622615339476,44.630145184105395,2.1584218818544323,1.3889158893893303,77.31272617042261,95.78159086484153,0.0024230999988503754,3.47017165754241e-05,0.0,0.0,0.0,3
