target_obj,exact_objective,target_metric,target_direction,algorithm,active_count_mean,active_count_std,u_bf_mean,u_bf_std,u_i_mean,u_i_std,u_g_mean,u_g_std,target_value_mean,target_value_std,objective_gap_pct_mean,objective_gap_pct_std,elapsed_seconds_mean,elapsed_seconds_std,enumeration_seconds_mean,gurobi_model_seconds_mean,direct_scan_seconds_mean,samples
bf,bf,u_bf,max,Coutino,9.0,0.0,14.16164250141336,3.580216875110362,35.431602229025195,32.28466766083823,196.6689826348701,113.11839785941353,14.16164250141336,3.580216875110362,9.875787381152206,11.428148954271718,0.0012099333301497002,0.00011515973084783806,0.0,0.0,0.0,3
bf,bf,u_bf,max,Frame-BF,9.0,0.0,16.065740595075106,5.119998484302394,74.91075873559383,52.97374544628194,139.62753888844716,51.53610517388087,16.065740595075106,5.119998484302394,0.0,0.0,0.03586903333780356,0.005818589361780358,0.0,0.0,0.0,3
bf,bf,u_bf,max,Frame-Gen,9.0,0.0,14.16164250141336,3.580216875110362,35.431602229025195,32.28466766083823,196.6689826348701,113.11839785941353,14.16164250141336,3.580216875110362,9.875787381152206,11.428148954271718,0.050065166666172445,0.004062204266674019,0.0,0.0,0.0,3
bf,bf,u_bf,max,Frame-Int,9.0,0.0,6.123414431789592,2.1920593920068114,1.2773596476512006,0.9203732482941276,40.632653608336014,33.630789123614186,6.123414431789592,2.1920593920068114,61.61344535046394,6.393605963635757,0.029604833340272307,0.0013384683069751007,0.0,0.0,0.0,3
bf,bf,u_bf,max,Gurobi-BF,9.0,0.0,16.065740595075106,5.119998484302394,74.91075873559383,52.97374544628194,139.62753888844716,51.53610517388087,16.065740595075106,5.119998484302394,0.0,0.0,4.267278200005724,0.4769119657566239,3.3801980000086282,0.887080199997096,0.022609866660786793,3
bf,bf,u_bf,max,Gurobi-Gen,9.0,0.0,14.16164250141336,3.580216875110362,35.431602229025195,32.28466766083823,196.6689826348701,113.11839785941353,14.16164250141336,3.580216875110362,9.875787381152206,11.428148954271718,4.080815766676096,0.1804667905018219,3.3801980000086282,0.7006177666674679,0.021066900012859453,3
bf,bf,u_bf,max,Gurobi-Int,9.0,0.0,6.123414431789592,2.1920593920068114,1.2773596476512006,0.9203732482941276,40.632653608336014,33.630789123614186,6.123414431789592,2.1920593920068114,61.61344535046394,6.393605963635757,4.1006950666681705,0.21663940651499633,3.3801980000086282,0.7204970666595424,0.02282950000759835,3
bf,bf,u_bf,max,H1,9.0,0.0,14.71469182594413,4.1814887610307565,50.431642271850286,45.35057950734647,172.44146796027974,87.0752801818448,14.71469182594413,4.1814887610307565,7.241673054175671,8.811649871670406,0.0006123333199260136,0.00010522890695961459,0.0,0.0,0.0,3
bf,bf,u_bf,max,H2,9.0,0.0,7.58778964501456,1.8132731326352893,2.1584218818544323,1.3889158893893303,64.41622615339476,44.630145184105395,7.58778964501456,1.8132731326352893,49.82438969930715,16.669834619505483,0.0009052666719071567,7.414390391122698e-06,0.0,0.0,0.0,3
bf,bf,u_bf,max,H3-Fast,9.0,0.0,6.366474767752062,2.157999672117378,2.3219150699586177,1.1208098710368233,32.344404576906236,19.621297775123168,6.366474767752062,2.157999672117378,59.604055173637555,8.32232593852051,0.001321233343333006,0.00014469225884080513,0.0,0.0,0.0,3
bf,bf,u_bf,max,H3-threshold-BF,9.0,0.0,15.087467356067288,4.4155504555029275,52.7040109087089,44.49932762923149,189.43755473771307,111.76677342709279,15.087467356067288,4.4155504555029275,5.33420433724157,5.513122427914199,0.0005858000076841563,2.947557665652285e-05,0.0,0.0,0.0,3
bf,bf,u_bf,max,H3-threshold-Gen,9.0,0.0,15.087467356067288,4.4155504555029275,52.7040109087089,44.49932762923149,189.43755473771307,111.76677342709279,15.087467356067288,4.4155504555029275,5.33420433724157,5.513122427914199,0.0031718000051720687,0.0002889471170633107,0.0,0.0,0.0,3
bf,bf,u_bf,max,H3-threshold-Int,9.0,0.0,6.855675054854195,2.553901140547302,1.668784619066798,1.5067853277202368,56.12002760759854,52.6846870687085,6.855675054854195,2.553901140547302,57.01160572876725,8.083838346563905,0.002034433331573382,0.000514338501062123,0.0,0.0,0.0,3
bf,bf,u_bf,max,MISO-EE,9.0,0.0,14.16164250141336,3.580216875110362,35.431602229025195,32.28466766083823,196.6689826348701,113.11839785941353,14.16164250141336,3.580216875110362,9.875787381152206,11.428148954271718,0.0024245666669836887,7.894200863639973e-05,0.0,0.0,0.0,3
bf,bf,u_bf,max,Pareto-H2,9.0,0.0,7.58778964501456,1.8132731326352893,2.1584218818544323,1.3889158893893303,64.41622615339476,44.630145184105395,7.58778964501456,1.8132731326352893,49.82438969930715,16.669834619505483,0.0025450666629088423,0.00010981778997771979,0.0,0.0,0.0,3
gen,general,u_g,max,Coutino,9.0,0.0,14.16164250141336,3.580216875110362,35.431602229025195,32.28466766083823,196.6689826348701,113.11839785941353,196.6689826348701,113.11839785941353,0.0,0.0,0.001071566667330141,1.1935797823004217e-05,0.0,0.0,0.0,3
gen,general,u_g,max,Frame-BF,9.0,0.0,16.065740595075106,5.119998484302394,74.91075873559383,52.97374544628194,139.62753888844716,51.53610517388087,139.62753888844716,51.53610517388087,19.93831930859714,24.924007881615534,0.034911266673589125,0.0028303683517662613,0.0,0.0,0.0,3
gen,general,u_g,max,Frame-Gen,9.0,0.0,14.16164250141336,3.580216875110362,35.431602229025195,32.28466766083823,196.6689826348701,113.11839785941353,196.6689826348701,113.11839785941353,0.0,0.0,0.056786533328704536,0.014817770834585707,0.0,0.0,0.0,3
gen,general,u_g,max,Frame-Int,9.0,0.0,6.123414431789592,2.1920593920068114,1.2773596476512006,0.9203732482941276,40.632653608336014,33.630789123614186,40.632653608336014,33.630789123614186,81.13213664887844,5.662936248433056,0.034129066683817655,0.008705211214310898,0.0,0.0,0.0,3
