target_obj,exact_objective,sample,seed,N,L,K,algorithm,active_count,valid,u_bf,u_i,u_g,meets_bf_floor,meets_interference_ceiling,objective_gap_pct,subset,elapsed_seconds,enumeration_seconds,gurobi_model_seconds,direct_scan_seconds,target_metric,target_direction,target_value,candidate_count
bf,bf,2,44,18,4,9,Gurobi-Int,9,True,4.137191515731715,0.8479014568374774,12.802430824294406,True,True,59.384924739308865,2 3 6 8 9 11 14 16 17,4.037459999992279,3.3480044000025373,0.689455599989742,0.023229800019180402,u_bf,max,4.137191515731715,48620
bf,bf,2,44,18,4,9,Gurobi-Gen,9,True,10.18634457569466,13.771217780499754,81.01212985549202,True,True,0.0,0 1 3 4 5 9 10 12 14,4.017457600013586,3.3480044000025373,0.6694532000110485,0.021387700020568445,u_bf,max,10.18634457569466,48620
bf,bf,2,44,18,4,9,H1,9,True,10.006598784309181,13.358076609169999,79.25574212643211,True,True,1.7645759973049089,0 1 3 4 9 10 12 14 15,0.0007274999807123095,,,,u_bf,max,10.006598784309181,48620
bf,bf,2,44,18,4,9,H2,9,True,6.847251535892189,2.415700279570107,41.21902893700023,True,True,32.780091179811286,0 1 3 6 9 11 14 15 16,0.0008968000183813274,,,,u_bf,max,6.847251535892189,48620
bf,bf,2,44,18,4,9,Coutino,9,True,10.18634457569466,13.771217780499754,81.01212985549202,True,True,0.0,0 1 3 4 5 9 10 12 14,0.0012845000019297004,,,,u_bf,max,10.18634457569466,48620
bf,bf,2,44,18,4,9,MISO-EE,9,True,10.18634457569466,13.771217780499754,81.01212985549202,True,True,0.0,0 1 3 4 5 9 10 12 14,0.002401400008238852,,,,u_bf,max,10.18634457569466,48620
bf,bf,2,44,18,4,9,Pareto-H2,9,True,6.847251535892189,2.415700279570107,41.21902893700023,True,True,32.780091179811286,0 1 3 6 9 11 14 15 16,0.0024204999790526927,,,,u_bf,max,6.847251535892189,48620
bf,bf,2,44,18,4,9,H3-threshold-BF,9,True,10.006598784309181,13.358076609169999,79.25574212643211,True,True,1.7645759973049089,0 1 3 4 9 10 12 14 15,0.0005643000185955316,,,,u_bf,max,10.006598784309181,48620
bf,bf,2,44,18,4,9,H3-threshold-Int,9,True,4.650907765411091,0.9467884912072035,16.33043329961158,True,True,54.34173926819159,2 3 5 8 9 11 14 15 16,0.0026180999993812293,,,,u_bf,max,4.650907765411091,48620
bf,bf,2,44,18,4,9,H3-threshold-Gen,9,True,10.006598784309181,13.358076609169999,79.25574212643211,True,True,1.7645759973049089,0 1 3 4 9 10 12 14 15,0.0030596999858971685,,,,u_bf,max,10.006598784309181,48620
bf,bf,2,44,18,4,9,Frame-BF,9,True,10.18634457569466,13.771217780499754,81.01212985549202,True,True,0.0,0 1 3 4 5 9 10 12 14,0.03130340002826415,,,,u_bf,max,10.18634457569466,48620
bf,bf,2,44,18,4,9,Frame-Int,9,True,4.137191515731715,0.8479014568374774,12.802430824294406,True,True,59.384924739308865,2 3 6 8 9 11 14 16 17,0.030113000015262514,,,,u_bf,max,4.137191515731715,48620
bf,bf,2,44,18,4,9,Frame-Gen,9,True,10.18634457569466,13.771217780499754,81.01212985549202,True,True,0.0,0 1 3 4 5 9 10 12 14,0.04830029999720864,,,,u_bf,max,10.18634457569466,48620
bf,bf,2,44,18,4,9,H3-Fast,9,True,4.630420258362568,1.2975286461700772,15.686867433109969,True,True,54.54286644287413,2 5 9 11 13 14 15 16 17,0.0014746999950148165,,,,u_bf,max,4.630420258362568,48620
int,interference,2,44,18,4,9,Gurobi-BF,9,True,10.18634457569466,13.771217780499754,81.01212985549202,True,True,1524.1530981517549,0 1 3 4 5 9 10 12 14,4.08382589998655,3.3480044000025373,0.7358214999840129,0.021690199995646253,u_i,min,13.771217780499754,48620
int,interference,2,44,18,4,9,Gurobi-Int,9,True,4.137191515731715,0.8479014568374774,12.802430824294406,True,True,0.0,2 3 6 8 9 11 14 16 17,4.037459999992279,3.3480044000025373,0.689455599989742,0.023229800019180402,u_i,min,0.8479014568374774,48620
int,interference,2,44,18,4,9,Gurobi-Gen,9,True,10.18634457569466,13.771217780499754,81.01212985549202,True,True,1524.1530981517549,0 1 3 4 5 9 10 12 14,4.017457600013586,3.3480044000025373,0.6694532000110485,0.021387700020568445,u_i,min,13.771217780499754,48620
int,interference,2,44,18,4,9,H1,9,True,10.006598784309181,13.358076609169999,79.25574212643211,True,True,1475.427958219728,0 1 3 4 9 10 12 14 15,0.0005116999964229763,,,,u_i,min,13.358076609169999,48620
int,interference,2,44,18,4,9,H2,9,True,6.847251535892189,2.415700279570107,41.21902893700023,True,True,184.9034236337135,0 1 3 6 9 11 14 15 16,0.0008711999980732799,,,,u_i,min,2.415700279570107,48620
int,interference,2,44,18,4,9,Coutino,9,True,10.18634457569466,13.771217780499754,81.01212985549202,True,True,1524.1530981517549,0 1 3 4 5 9 10 12 14,0.001066600001649931,,,,u_i,min,13.771217780499754,48620
int,interference,2,44,18,4,9,MISO-EE,9,True,10.18634457569466,13.771217780499754,81.01212985549202,True,True,1524.1530981517549,0 1 3 4 5 9 10 12 14,0.0023305999930016696,,,,u_i,min,13.771217780499754,48620
int,interference,2,44,18,4,9,Pareto-H2,9,True,6.847251535892189,2.415700279570107,41.21902893700023,True,True,184.9034236337135,0 1 3 6 9 11 14 15 16,0.0024227000249084085,,,,u_i,min,2.415700279570107,48620
