data_profile,N,L,K,off_pct,active_pct,cases,best_T_min,best_T_p05,best_T_p25,best_T_median,best_T_p75,best_T_p95,best_T_max,best_T_mean,best_T_std,best_T_iqr,best_T_cv,best_T_over_N_mean,best_T_over_K_mean
rayleigh,2000,6,500,75.0,25.0,100,39,50.0,72.75,91.0,108.25,128.2,150,90.56,24.64836339763389,35.5,0.2721771576593848,0.045280000000000015,0.18112000000000006
rayleigh,2000,6,1000,50.0,50.0,100,63,78.95,106.5,127.0,154.5,186.05,193,130.46,31.426495930419076,48.0,0.24088989675317396,0.06523000000000001,0.13046000000000002
