data_profile,generator_seed,sample,N,L,K,sigma,P,off_pct,active_pct,T,u_bf,u_i,u_g,u_g_db,best_tested_u_g,fraction_best_tested_u_g,gap_to_best_tested_pct,is_best_tested_T,formula,formula_family,formula_T,formula_label
gaussian,42,0,5000,10,1250,1.0,1.0,75.0,25.0,125,58037.514062082104,7965160.399639894,3.85029597107275e+37,375.85494114875564,4.394323910718602e+37,0.8761975788086847,12.380242119131534,False,T_0p025N,N,125,T_0p025N
gaussian,42,1,5000,10,1250,1.0,1.0,75.0,25.0,125,64027.83465996858,8589258.511297321,1.0335483128846831e+38,380.1433078239419,1.2764639046885861e+38,0.8096964662207459,19.03035337792541,False,T_0p025N,N,125,T_0p025N
gaussian,42,2,5000,10,1250,1.0,1.0,75.0,25.0,125,73597.74456127017,13944388.711445589,4.091284491528775e+38,386.11859679646335,5.112964530549547e+38,0.8001785396874324,19.982146031256764,False,T_0p025N,N,125,T_0p025N
gaussian,42,3,5000,10,1250,1.0,1.0,75.0,25.0,125,66938.42028463917,12442173.115898663,1.5615281830861478e+38,381.9354982695773,1.8684876226068225e+38,0.8357177024847401,16.42822975152599,False,T_0p025N,N,125,T_0p025N
gaussian,42,4,5000,10,1250,1.0,1.0,75.0,25.0,125,62749.283112949095,11380360.686633123,8.105392217283552e+37,379.0877403506123,1.1014699721741885e+38,0.7358704660177291,26.41295339822709,False,T_0p025N,N,125,T_0p025N
gaussian,42,5,5000,10,1250,1.0,1.0,75.0,25.0,125,68644.13076129177,13791295.988852888,1.985947561171842e+38,382.9796777679059,2.33132409433681e+38,0.8518539168346659,14.814608316533405,False,T_0p025N,N,125,T_0p025N
gaussian,42,6,5000,10,1250,1.0,1.0,75.0,25.0,125,67453.61433414687,8857161.719754672,1.7731108019611842e+38,382.4873587557653,1.9054125988361287e+38,0.9305652765412816,6.943472345871838,False,T_0p025N,N,125,T_0p025N
gaussian,42,7,5000,10,1250,1.0,1.0,75.0,25.0,125,56701.189912811016,9624757.028925963,2.919981707532195e+37,374.65380130783103,3.400669663227045e+37,0.8586490299564399,14.135097004356012,False,T_0p025N,N,125,T_0p025N
gaussian,42,8,5000,10,1250,1.0,1.0,75.0,25.0,125,72829.11686248248,15330878.144437939,3.57623407325096e+38,385.5342593668829,3.955839964616825e+38,0.9040391181743281,9.596088182567186,False,T_0p025N,N,125,T_0p025N
gaussian,42,9,5000,10,1250,1.0,1.0,75.0,25.0,125,64686.47671767764,13224083.048762176,1.0875089182639765e+38,380.3643282713192,1.236374092889938e+38,0.8795953623728886,12.04046376271114,False,T_0p025N,N,125,T_0p025N
gaussian,42,10,5000,10,1250,1.0,1.0,75.0,25.0,125,70383.57895318547,15410339.842960086,2.5264972219757245e+38,384.02518825043563,2.8186135070971923e+38,0.8963617096186026,10.363829038139738,False,T_0p025N,N,125,T_0p025N
gaussian,42,11,5000,10,1250,1.0,1.0,75.0,25.0,125,66331.595816729,10957250.972953064,1.4477777807962952e+38,381.60701907178736,1.875192847200142e+38,0.7720687410673405,22.79312589326595,False,T_0p025N,N,125,T_0p025N
gaussian,42,12,5000,10,1250,1.0,1.0,75.0,25.0,125,71930.23328325563,14513466.294844002,3.208363545271964e+38,385.0628357306601,3.352475972063003e+38,0.9570131365617643,4.298686343823565,False,T_0p025N,N,125,T_0p025N
