data_profile,N,L,K,off_pct,active_pct,cases,best_T_min,best_T_p05,best_T_p25,best_T_median,best_T_p75,best_T_p95,best_T_max,best_T_mean,best_T_std,best_T_iqr,best_T_cv,best_T_over_N_mean,best_T_over_K_mean
nakagami,2000,2,500,75.0,25.0,100,34,53.9,71.0,89.5,107.25,138.05,152,91.13,25.677351180298242,36.25,0.2817661711872955,0.045564999999999994,0.18225999999999998
nakagami,2000,2,1000,50.0,50.0,100,63,80.7,102.0,116.5,139.0,171.14999999999998,189,120.74,28.030149712930413,37.0,0.23215297095353996,0.06037000000000001,0.12074000000000001
