data_profile,N,L,K,off_pct,active_pct,cases,best_T_min,best_T_p05,best_T_p25,best_T_median,best_T_p75,best_T_p95,best_T_max,best_T_mean,best_T_std,best_T_iqr,best_T_cv,best_T_over_N_mean,best_T_over_K_mean
lognormal,500,6,125,75.0,25.0,100,2,6.95,11.0,17.0,25.0,35.05,44,18.51,9.516062975067713,14.0,0.51410388844234,0.03702,0.14808
lognormal,500,6,250,50.0,50.0,100,7,10.95,19.0,27.0,34.25,49.05,60,27.7,12.017243503155848,15.25,0.433835505529092,0.05540000000000002,0.11080000000000004
