data_profile,generator_seed,sample,N,L,K,sigma,P,off_pct,active_pct,T,u_bf,u_i,u_g,u_g_db,best_tested_u_g,fraction_best_tested_u_g,gap_to_best_tested_pct,is_best_tested_T,formula,formula_family,formula_T,formula_label,rule_note
twdp,42,0,2000,8,500,1.0,1.0,75.0,25.0,750,14619.95957769739,1612859.1656695437,9.736255013421828e+25,259.8839194047586,4.526649562472819e+26,0.2150874477701584,78.49125522298415,False,strong_weak,heuristic,750,strong/weak H3,outside_dense_0_to_K
twdp,42,1,2000,8,500,1.0,1.0,75.0,25.0,750,14430.44209082753,1121202.2818005371,9.420221206308963e+25,259.7406110104674,3.792747853849689e+26,0.24837457087339235,75.16254291266077,False,strong_weak,heuristic,750,strong/weak H3,outside_dense_0_to_K
twdp,42,2,2000,8,500,1.0,1.0,75.0,25.0,750,15633.80869180475,1526049.8424327334,1.7278299310754343e+26,262.3750099298642,7.823026764724273e+26,0.2208646324548696,77.91353675451305,False,strong_weak,heuristic,750,strong/weak H3,outside_dense_0_to_K
twdp,42,3,2000,8,500,1.0,1.0,75.0,25.0,750,14857.992307405038,1539484.190460443,1.1406863726116462e+26,260.57166253211227,4.691963437756348e+26,0.24311493210550494,75.6885067894495,False,strong_weak,heuristic,750,strong/weak H3,outside_dense_0_to_K
twdp,42,4,2000,8,500,1.0,1.0,75.0,25.0,750,13592.574190585545,987110.0678997942,5.838290886093435e+25,257.66285729411516,2.5267463313668297e+26,0.23105963640343918,76.89403635965608,False,strong_weak,heuristic,750,strong/weak H3,outside_dense_0_to_K
twdp,42,5,2000,8,500,1.0,1.0,75.0,25.0,750,14855.26659385174,997193.6046978259,1.2164714871793931e+26,260.85101933977256,4.857862304387541e+26,0.2504129205310526,74.95870794689475,False,strong_weak,heuristic,750,strong/weak H3,outside_dense_0_to_K
twdp,42,6,2000,8,500,1.0,1.0,75.0,25.0,750,14727.650637110091,1197271.2175131466,1.0914673413162594e+26,260.38010745360475,4.3212054854063776e+26,0.25258399421234995,74.741600578765,False,strong_weak,heuristic,750,strong/weak H3,outside_dense_0_to_K
twdp,42,7,2000,8,500,1.0,1.0,75.0,25.0,750,12908.672516178602,936050.7720245,3.7812469762935386e+25,255.77635044709388,1.650171714202554e+26,0.22914263671770832,77.08573632822917,False,strong_weak,heuristic,750,strong/weak H3,outside_dense_0_to_K
twdp,42,8,2000,8,500,1.0,1.0,75.0,25.0,750,14334.676290499137,1116479.8797278616,8.849916831148774e+25,259.4693918934835,4.008684151819869e+26,0.22076862371736306,77.92313762826369,False,strong_weak,heuristic,750,strong/weak H3,outside_dense_0_to_K
twdp,42,9,2000,8,500,1.0,1.0,75.0,25.0,750,15549.551868845101,2784142.2192456317,1.3931161098308037e+26,261.43987314383315,6.483657932249965e+26,0.2148657631830622,78.51342368169378,False,strong_weak,heuristic,750,strong/weak H3,outside_dense_0_to_K
twdp,42,10,2000,8,500,1.0,1.0,75.0,25.0,750,14893.653366834347,1521116.9836104864,1.1612116168754155e+26,260.6491137190615,4.347679819463722e+26,0.26708765711699733,73.29123428830027,False,strong_weak,heuristic,750,strong/weak H3,outside_dense_0_to_K
twdp,42,11,2000,8,500,1.0,1.0,75.0,25.0,750,14424.383640208427,1442526.8201845293,8.860300260955726e+25,259.4744843965981,3.5671472777160254e+26,0.24838616326009402,75.1613836739906,False,strong_weak,heuristic,750,strong/weak H3,outside_dense_0_to_K
