data_profile,generator_seed,sample,N,L,K,sigma,P,off_pct,active_pct,T,u_bf,u_i,u_g,u_g_db,best_tested_u_g,fraction_best_tested_u_g,gap_to_best_tested_pct,is_best_tested_T,formula,formula_family,formula_T,formula_label
rayleigh,42,0,5000,2,1250,1.0,1.0,75.0,25.0,125,181054.2735465218,3343013.393201478,8181202719.697158,99.12817154054164,8389853436.8728695,0.9751305885441687,2.4869411455831325,False,T_0p025N,N,125,T_0p025N
rayleigh,42,1,5000,2,1250,1.0,1.0,75.0,25.0,125,130122.20125583254,13407097.560119156,4223298222.7204404,96.25651749648668,4336035053.508999,0.9740000185890276,2.5999981410972373,False,T_0p025N,N,125,T_0p025N
rayleigh,42,2,5000,2,1250,1.0,1.0,75.0,25.0,125,144799.16809771085,46502964.423178375,5217463976.437473,97.17459459196346,5373171502.130359,0.9710212998726822,2.8978700127317847,False,T_0p025N,N,125,T_0p025N
rayleigh,42,3,5000,2,1250,1.0,1.0,75.0,25.0,125,182670.31191499476,31111678.902205307,8321561418.127481,99.20204822883701,8699518267.446478,0.9565542783290303,4.344572167096972,False,T_0p025N,N,125,T_0p025N
rayleigh,42,4,5000,2,1250,1.0,1.0,75.0,25.0,125,135877.13132449848,1589258.7949893877,4614805894.681658,96.64153438700717,4857848843.29543,0.9499690178814006,5.003098211859935,False,T_0p025N,N,125,T_0p025N
rayleigh,42,5,5000,2,1250,1.0,1.0,75.0,25.0,125,160625.34663131845,4516051.885277384,6445606600.026383,98.09263795335255,6627241317.718099,0.9725927110566941,2.7407288943305907,False,T_0p025N,N,125,T_0p025N
rayleigh,42,6,5000,2,1250,1.0,1.0,75.0,25.0,125,154503.86371911754,10939471.974313026,5945731829.945811,97.74205317347702,6155504605.486474,0.9659211081811734,3.4078891818826618,False,T_0p025N,N,125,T_0p025N
rayleigh,42,7,5000,2,1250,1.0,1.0,75.0,25.0,125,137004.83775328868,1443704.3067836333,4686366919.025499,96.70836288671899,5014999050.813037,0.9344701507502261,6.552984924977389,False,T_0p025N,N,125,T_0p025N
rayleigh,42,8,5000,2,1250,1.0,1.0,75.0,25.0,125,165114.47764532448,9216487.503197163,6809985848.960934,98.33146209456902,7195427258.07058,0.9464324500428624,5.356754995713764,False,T_0p025N,N,125,T_0p025N
rayleigh,42,9,5000,2,1250,1.0,1.0,75.0,25.0,125,164033.02233633646,1255880.5520324456,6724796171.456388,98.27679125410017,7160337895.482745,0.9391730208289294,6.08269791710706,False,T_0p025N,N,125,T_0p025N
