data_profile,generator_seed,sample,N,L,K,sigma,P,off_pct,active_pct,T,u_bf,u_i,u_g,u_g_db,best_tested_u_g,fraction_best_tested_u_g,gap_to_best_tested_pct,is_best_tested_T,formula,formula_family,formula_T,formula_label
nakagami,42,0,5000,10,1250,1.0,1.0,75.0,25.0,125,69595.1646559469,12107175.405075924,2.3391765507985395e+38,383.69063001691137,2.620151806404236e+38,0.8927637494442383,10.72362505557617,False,T_0p025N,N,125,T_0p025N
nakagami,42,1,5000,10,1250,1.0,1.0,75.0,25.0,125,84851.50487201531,17946246.46107188,1.699204670807639e+39,392.3024569320034,1.9770739076939788e+39,0.8594542997077731,14.05457002922269,False,T_0p025N,N,125,T_0p025N
nakagami,42,2,5000,10,1250,1.0,1.0,75.0,25.0,125,78461.7803264002,15708836.584523736,7.703833364928681e+38,388.8670688036328,9.330702995266032e+38,0.8256434020927738,17.435659790722625,False,T_0p025N,N,125,T_0p025N
nakagami,42,3,5000,10,1250,1.0,1.0,75.0,25.0,125,77398.32019640956,17018452.876261573,6.6817416861947445e+38,388.2488968195331,7.343202695437819e+38,0.9099220004298634,9.007799957013663,False,T_0p025N,N,125,T_0p025N
nakagami,42,4,5000,10,1250,1.0,1.0,75.0,25.0,125,79427.37741992265,16877702.94648031,8.673004826439308e+38,389.38169588070866,9.748665580745967e+38,0.8896607186494185,11.033928135058147,False,T_0p025N,N,125,T_0p025N
nakagami,42,5,5000,10,1250,1.0,1.0,75.0,25.0,125,82009.31701308378,23934722.200538896,1.1428730456497578e+39,390.5799799011884,1.2189410074934265e+39,0.9375950424376227,6.2404957562377295,False,T_0p025N,N,125,T_0p025N
nakagami,42,6,5000,10,1250,1.0,1.0,75.0,25.0,125,80210.91501031909,22199391.51328894,9.232496105474035e+38,389.65319133125456,1.0623974182051636e+39,0.869024712152596,13.097528784740398,False,T_0p025N,N,125,T_0p025N
nakagami,42,7,5000,10,1250,1.0,1.0,75.0,25.0,125,84226.03590832271,15744887.532399401,1.6047193991300128e+39,392.0539910274504,1.9166687384831768e+39,0.8372439988769076,16.27560011230924,False,T_0p025N,N,125,T_0p025N
nakagami,42,8,5000,10,1250,1.0,1.0,75.0,25.0,125,79017.1951055381,18257660.133459315,8.18395035957744e+38,389.1296298646327,9.775110573297468e+38,0.8372233028169953,16.27766971830047,False,T_0p025N,N,125,T_0p025N
nakagami,42,9,5000,10,1250,1.0,1.0,75.0,25.0,125,85084.11709454627,22900071.92587727,1.691022153250868e+39,392.2814929711376,2.0125388634597142e+39,0.8402432290643403,15.975677093565965,False,T_0p025N,N,125,T_0p025N
nakagami,42,10,5000,10,1250,1.0,1.0,75.0,25.0,125,80690.71827497084,18183188.36730746,1.0103630977289871e+39,390.04477475764475,1.178344961272457e+39,0.85744254096689,14.255745903311002,False,T_0p025N,N,125,T_0p025N
nakagami,42,11,5000,10,1250,1.0,1.0,75.0,25.0,125,81765.14801618962,14952461.849305786,1.1920282941014438e+39,390.76286563983325,1.4073277274897998e+39,0.8470154256305473,15.298457436945267,False,T_0p025N,N,125,T_0p025N
nakagami,42,12,5000,10,1250,1.0,1.0,75.0,25.0,125,74535.09330721683,14125719.417935543,4.6457495488676436e+38,386.67055793394354,5.24402553172772e+38,0.8859128394321594,11.408716056784062,False,T_0p025N,N,125,T_0p025N
nakagami,42,13,5000,10,1250,1.0,1.0,75.0,25.0,125,79805.41298685982,17108634.798140373,9.158984755945547e+38,389.61847336186764,1.0292099132676822e+39,0.8899044439696755,11.00955560303245,False,T_0p025N,N,125,T_0p025N
nakagami,42,14,5000,10,1250,1.0,1.0,75.0,25.0,125,80928.63701291449,18631011.33608254,1.0422114363481578e+39,390.1795583443777,1.2278765699644678e+39,0.848791696040195,15.1208303959805,False,T_0p025N,N,125,T_0p025N
