sigma,heuristic,selection_hash,active_count,turned_off_fraction,u_bf,u_i,u_g,log10_u_g,log2_u_g_per_active,min_channel_eig,geom_channel_eig,max_channel_eig,condition_channel_eig,sigma_over_min_channel_eig,sigma_over_geom_channel_eig,sigma_over_max_channel_eig,elapsed_seconds,sample,seed,N,L,K,K_mode,K_value,active_pct,off_pct,K_label,P,best_u_g_case,best_u_bf_case,best_u_i_case,u_g_vs_best_case,u_bf_vs_best_case,u_i_vs_best_case,best_h12_u_g,u_g_vs_best_h12,h2_u_bf,h2_u_i,bf_vs_h2,interference_score_vs_h2
0.001,Coutino,6d86815794f4,750,0.25,23509.52278531593,2873808.5446707606,1143964403176914.2,15.058412510694449,0.06669728477823898,4842.737586856316,5815.714149884696,7159.220551769764,1.4783416246217056,2.0649477326917364e-07,1.7194792835886309e-07,1.3968001024256745e-07,0.44212949997745454,1,43,1000,4,750,off_pct,25.0,75.0,25.0,"K<=750 (25% off, 75% active)",1.0,2051683125920236.0,27162.69290685121,112.01571277529001,0.5575736275862848,0.8655078075630033,3.8978140343765714e-05,509118397320416.0,2.2469516112515473,16671.61795041635,191.90655741095543,1.4101524432263526,6.677778092309949e-05
0.001,MISO-EE,f717ccfe41a2,639,0.361,19501.095273228966,2257708.5455566198,538477264730923.56,14.731167371495943,0.07658196989336524,3939.6157923991436,4817.167544487066,5987.253859036557,1.519755776841996,2.5383185891612564e-07,2.0759086968947857e-07,1.6702147988776206e-07,0.6555195999098942,1,43,1000,4,750,off_pct,25.0,75.0,25.0,"K<=750 (25% off, 75% active)",1.0,2051683125920236.0,27162.69290685121,112.01571277529001,0.2624563500708238,0.7179367428739082,4.9614779992637823e-05,509118397320416.0,1.0576660901767225,16671.61795041635,191.90655741095543,1.169718219984879,8.50005895529099e-05
0.001,Pareto-H2,eaf72ba6d7fe,750,0.25,16671.61795041635,191.90655741095543,300572717922776.9,14.477949558442171,0.06412627652606817,3923.7150990554765,4163.775306032079,4392.409750313034,1.119451754122103,2.548605020381632e-07,2.4016665802097816e-07,2.2766546311594288e-07,0.5283435001038015,1,43,1000,4,750,off_pct,25.0,75.0,25.0,"K<=750 (25% off, 75% active)",1.0,2051683125920236.0,27162.69290685121,112.01571277529001,0.14650055562939907,0.6137689664124314,0.5836992455417541,509118397320416.0,0.5903788185709778,16671.61795041635,191.90655741095543,1.0,1.0
0.001,H3-threshold-BF,7f53f4ee3c53,750,0.25,27162.69290685121,3106639.409147769,2051683125920236.0,15.312110286609895,0.06782097247080426,5797.373241248682,6730.19281422814,8215.250898211452,1.417064342133333,1.724919128692519e-07,1.4858415317402554e-07,1.217248276881855e-07,0.024562599952332675,1,43,1000,4,750,off_pct,25.0,75.0,25.0,"K<=750 (25% off, 75% active)",1.0,2051683125920236.0,27162.69290685121,112.01571277529001,1.0,1.0,3.605687626489577e-05,509118397320416.0,4.02987426248712,16671.61795041635,191.90655741095543,1.6292775534826158,6.177303900989279e-05
0.001,H3-threshold-Int,eaf72ba6d7fe,750,0.25,16671.61795041635,191.90655741095543,300572717922776.9,14.477949558442171,0.06412627652606817,3923.7150990554765,4163.775306032079,4392.409750313034,1.119451754122103,2.548605020381632e-07,2.4016665802097816e-07,2.2766546311594288e-07,0.28888899995945394,1,43,1000,4,750,off_pct,25.0,75.0,25.0,"K<=750 (25% off, 75% active)",1.0,2051683125920236.0,27162.69290685121,112.01571277529001,0.14650055562939907,0.6137689664124314,0.5836992455417541,509118397320416.0,0.5903788185709778,16671.61795041635,191.90655741095543,1.0,1.0
0.001,H3-threshold-Gen,7f53f4ee3c53,750,0.25,27162.69290685121,3106639.409147769,2051683125920236.0,15.312110286609895,0.06782097247080426,5797.373241248682,6730.19281422814,8215.250898211452,1.417064342133333,1.724919128692519e-07,1.4858415317402554e-07,1.217248276881855e-07,0.32483850000426173,1,43,1000,4,750,off_pct,25.0,75.0,25.0,"K<=750 (25% off, 75% active)",1.0,2051683125920236.0,27162.69290685121,112.01571277529001,1.0,1.0,3.605687626489577e-05,509118397320416.0,4.02987426248712,16671.61795041635,191.90655741095543,1.6292775534826158,6.177303900989279e-05
0.001,H3-Fast,34ca49b1d4f0,750,0.25,15498.911398770337,112.01571277529001,225243662746307.2,14.352652580902927,0.0635713064595454,3823.7661446168086,3874.0304779842504,4002.597012465759,1.0467682544082129,2.6152226945359207e-07,2.5812909983101726e-07,2.498377920349169e-07,0.5894178999587893,1,43,1000,4,750,off_pct,25.0,75.0,25.0,"K<=750 (25% off, 75% active)",1.0,2051683125920236.0,27162.69290685121,112.01571277529001,0.10978482003417524,0.5705955389592858,1.0,509118397320416.0,0.4424190206675031,16671.61795041635,191.90655741095543,0.9296585037436799,1.7132110545592034
0.01,H1,c86dc1eef030,750,0.25,19197.594381544033,1900033.1902977377,509122295765987.75,14.706822116318648,0.06514000743294632,3893.5239490151994,4750.1202646522925,5807.121079901297,1.4914820496661152,2.5683674046821594e-06,2.105209856351289e-06,1.7220236778961683e-06,0.03236149996519089,1,43,1000,4,750,off_pct,25.0,75.0,25.0,"K<=750 (25% off, 75% active)",1.0,2051694195370118.8,27162.69290685121,112.01571277529001,0.24814726137787985,0.7067632965324233,5.8954608449622397e-05,509122295765987.75,1.0,16671.61795041635,191.90655741095543,1.1515135746656553,0.00010100168691310251
0.01,H2,eaf72ba6d7fe,750,0.25,16671.61795041635,191.90655741095543,300575319268662.7,14.477953317084282,0.0641262931739866,3923.7150990554765,4163.775306032079,4392.409750313034,1.119451754122103,2.548605020381632e-06,2.4016665802097814e-06,2.276654631159429e-06,0.19108819996472448,1,43,1000,4,750,off_pct,25.0,75.0,25.0,"K<=750 (25% off, 75% active)",1.0,2051694195370118.8,27162.69290685121,112.01571277529001,0.1465010331203086,0.6137689664124314,0.5836992455417541,509122295765987.75,0.5903794074004151,16671.61795041635,191.90655741095543,1.0,1.0
0.01,Coutino,6d86815794f4,750,0.25,23509.52278531593,2873808.5446707606,1143971558028336.2,15.058415226952722,0.06669729680919187,4842.737586856316,5815.714149884696,7159.220551769764,1.4783416246217056,2.0649477326917365e-06,1.7194792835886309e-06,1.3968001024256746e-06,0.4334227000363171,1,43,1000,4,750,off_pct,25.0,75.0,25.0,"K<=750 (25% off, 75% active)",1.0,2051694195370118.8,27162.69290685121,112.01571277529001,0.55757410661386,0.8655078075630033,3.8978140343765714e-05,509122295765987.75,2.2469484592247158,16671.61795041635,191.90655741095543,1.4101524432263526,6.677778092309949e-05
0.01,MISO-EE,f717ccfe41a2,639,0.361,19501.095273228966,2257708.5455566198,538481336809486.56,14.731170655709926,0.0765819869667967,3939.6157923991436,4817.167544487066,5987.253859036557,1.519755776841996,2.5383185891612568e-06,2.075908696894786e-06,1.6702147988776206e-06,0.6780044999904931,1,43,1000,4,750,off_pct,25.0,75.0,25.0,"K<=750 (25% off, 75% active)",1.0,2051694195370118.8,27162.69290685121,112.01571277529001,0.26245691878674265,0.7179367428739082,4.9614779992637823e-05,509122295765987.75,1.0576659896603573,16671.61795041635,191.90655741095543,1.169718219984879,8.50005895529099e-05
0.01,Pareto-H2,eaf72ba6d7fe,750,0.25,16671.61795041635,191.90655741095543,300575319268662.7,14.477953317084282,0.0641262931739866,3923.7150990554765,4163.775306032079,4392.409750313034,1.119451754122103,2.548605020381632e-06,2.4016665802097814e-06,2.276654631159429e-06,0.5516089999582618,1,43,1000,4,750,off_pct,25.0,75.0,25.0,"K<=750 (25% off, 75% active)",1.0,2051694195370118.8,27162.69290685121,112.01571277529001,0.1465010331203086,0.6137689664124314,0.5836992455417541,509122295765987.75,0.5903794074004151,16671.61795041635,191.90655741095543,1.0,1.0
0.01,H3-threshold-BF,7f53f4ee3c53,750,0.25,27162.69290685121,3106639.409147769,2051694195370118.8,15.312112629753422,0.06782098284914334,5797.373241248682,6730.19281422814,8215.250898211452,1.417064342133333,1.724919128692519e-06,1.4858415317402554e-06,1.2172482768818549e-06,0.025390800088644028,1,43,1000,4,750,off_pct,25.0,75.0,25.0,"K<=750 (25% off, 75% active)",1.0,2051694195370118.8,27162.69290685121,112.01571277529001,1.0,1.0,3.605687626489577e-05,509122295765987.75,4.029865147200618,16671.61795041635,191.90655741095543,1.6292775534826158,6.177303900989279e-05
0.01,H3-threshold-Int,eaf72ba6d7fe,750,0.25,16671.61795041635,191.90655741095543,300575319268662.7,14.477953317084282,0.0641262931739866,3923.7150990554765,4163.775306032079,4392.409750313034,1.119451754122103,2.548605020381632e-06,2.4016665802097814e-06,2.276654631159429e-06,0.30096360004972667,1,43,1000,4,750,off_pct,25.0,75.0,25.0,"K<=750 (25% off, 75% active)",1.0,2051694195370118.8,27162.69290685121,112.01571277529001,0.1465010331203086,0.6137689664124314,0.5836992455417541,509122295765987.75,0.5903794074004151,16671.61795041635,191.90655741095543,1.0,1.0
0.01,H3-threshold-Gen,7f53f4ee3c53,750,0.25,27162.69290685121,3106639.409147769,2051694195370118.8,15.312112629753422,0.06782098284914334,5797.373241248682,6730.19281422814,8215.250898211452,1.417064342133333,1.724919128692519e-06,1.4858415317402554e-06,1.2172482768818549e-06,0.3257119000190869,1,43,1000,4,750,off_pct,25.0,75.0,25.0,"K<=750 (25% off, 75% active)",1.0,2051694195370118.8,27162.69290685121,112.01571277529001,1.0,1.0,3.605687626489577e-05,509122295765987.75,4.029865147200618,16671.61795041635,191.90655741095543,1.6292775534826158,6.177303900989279e-05
0.01,H3-Fast,34ca49b1d4f0,750,0.25,15498.911398770337,112.01571277529001,225245756234481.5,14.35265661735894,0.06357132433796757,3823.7661446168086,3874.0304779842504,4002.597012465759,1.0467682544082129,2.615222694535921e-06,2.5812909983101724e-06,2.498377920349169e-06,0.586008399957791,1,43,1000,4,750,off_pct,25.0,75.0,25.0,"K<=750 (25% off, 75% active)",1.0,2051694195370118.8,27162.69290685121,112.01571277529001,0.10978524808559392,0.5705955389592858,1.0,509122295765987.75,0.44241974493690833,16671.61795041635,191.90655741095543,0.9296585037436799,1.7132110545592034
0.1,H1,c86dc1eef030,750,0.25,19197.594381544033,1900033.1902977377,509161281444647.3,14.706855370837335,0.06514015472510619,3893.5239490151994,4750.1202646522925,5807.121079901297,1.4914820496661152,2.5683674046821594e-05,2.1052098563512892e-05,1.7220236778961683e-05,0.030811200034804642,1,43,1000,4,750,off_pct,25.0,75.0,25.0,"K<=750 (25% off, 75% active)",1.0,2051804892318961.0,27162.69290685121,112.01571277529001,0.2481528742575472,0.7067632965324233,5.8954608449622397e-05,509161281444647.3,1.0,16671.61795041635,191.90655741095543,1.1515135746656553,0.00010100168691310251
0.1,H2,eaf72ba6d7fe,750,0.25,16671.61795041635,191.90655741095543,300601333655581.1,14.477990903057194,0.06412645965118578,3923.7150990554765,4163.775306032079,4392.409750313034,1.119451754122103,2.5486050203816323e-05,2.4016665802097816e-05,2.276654631159429e-05,0.1897443999769166,1,43,1000,4,750,off_pct,25.0,75.0,25.0,"K<=750 (25% off, 75% active)",1.0,2051804892318961.0,27162.69290685121,112.01571277529001,0.14650580802341293,0.6137689664124314,0.5836992455417541,509161281444647.3,0.5903852956035514,16671.61795041635,191.90655741095543,1.0,1.0
0.1,Coutino,6d86815794f4,750,0.25,23509.52278531593,2873808.5446707606,1144043108375968.2,15.05844238929711,0.06669741711766514,4842.737586856316,5815.714149884696,7159.220551769764,1.4783416246217056,2.0649477326917363e-05,1.719479283588631e-05,1.3968001024256745e-05,0.44372720003593713,1,43,1000,4,750,off_pct,25.0,75.0,25.0,"K<=750 (25% off, 75% active)",1.0,2051804892318961.0,27162.69290685121,112.01571277529001,0.5575788968331021,0.8655078075630033,3.8978140343765714e-05,509161281444647.3,2.246916939815152,16671.61795041635,191.90655741095543,1.4101524432263526,6.677778092309949e-05
0.1,MISO-EE,f717ccfe41a2,639,0.361,19501.095273228966,2257708.5455566198,538522058855595.94,14.731203497500392,0.07658215769929504,3939.6157923991436,4817.167544487066,5987.253859036557,1.519755776841996,2.5383185891612566e-05,2.0759086968947857e-05,1.6702147988776205e-05,0.6635971999494359,1,43,1000,4,750,off_pct,25.0,75.0,25.0,"K<=750 (25% off, 75% active)",1.0,2051804892318961.0,27162.69290685121,112.01571277529001,0.262462605909354,0.7179367428739082,4.9614779992637823e-05,509161281444647.3,1.057664984516582,16671.61795041635,191.90655741095543,1.169718219984879,8.50005895529099e-05
0.1,Pareto-H2,eaf72ba6d7fe,750,0.25,16671.61795041635,191.90655741095543,300601333655581.1,14.477990903057194,0.06412645965118578,3923.7150990554765,4163.775306032079,4392.409750313034,1.119451754122103,2.5486050203816323e-05,2.4016665802097816e-05,2.276654631159429e-05,0.527994200005196,1,43,1000,4,750,off_pct,25.0,75.0,25.0,"K<=750 (25% off, 75% active)",1.0,2051804892318961.0,27162.69290685121,112.01571277529001,0.14650580802341293,0.6137689664124314,0.5836992455417541,509161281444647.3,0.5903852956035514,16671.61795041635,191.90655741095543,1.0,1.0
0.1,H3-threshold-BF,7f53f4ee3c53,750,0.25,27162.69290685121,3106639.409147769,2051804892318961.0,15.31213606101198,0.06782108663175147,5797.373241248682,6730.19281422814,8215.250898211452,1.417064342133333,1.724919128692519e-05,1.4858415317402555e-05,1.2172482768818548e-05,0.026229399954900146,1,43,1000,4,750,off_pct,25.0,75.0,25.0,"K<=750 (25% off, 75% active)",1.0,2051804892318961.0,27162.69290685121,112.01571277529001,1.0,1.0,3.605687626489577e-05,509161281444647.3,4.029773997145578,16671.61795041635,191.90655741095543,1.6292775534826158,6.177303900989279e-05
0.1,H3-threshold-Int,eaf72ba6d7fe,750,0.25,16671.61795041635,191.90655741095543,300601333655581.1,14.477990903057194,0.06412645965118578,3923.7150990554765,4163.775306032079,4392.409750313034,1.119451754122103,2.5486050203816323e-05,2.4016665802097816e-05,2.276654631159429e-05,0.28921970003284514,1,43,1000,4,750,off_pct,25.0,75.0,25.0,"K<=750 (25% off, 75% active)",1.0,2051804892318961.0,27162.69290685121,112.01571277529001,0.14650580802341293,0.6137689664124314,0.5836992455417541,509161281444647.3,0.5903852956035514,16671.61795041635,191.90655741095543,1.0,1.0
0.1,H3-threshold-Gen,7f53f4ee3c53,750,0.25,27162.69290685121,3106639.409147769,2051804892318961.0,15.31213606101198,0.06782108663175147,5797.373241248682,6730.19281422814,8215.250898211452,1.417064342133333,1.724919128692519e-05,1.4858415317402555e-05,1.2172482768818548e-05,0.3310714999679476,1,43,1000,4,750,off_pct,25.0,75.0,25.0,"K<=750 (25% off, 75% active)",1.0,2051804892318961.0,27162.69290685121,112.01571277529001,1.0,1.0,3.605687626489577e-05,509161281444647.3,4.029773997145578,16671.61795041635,191.90655741095543,1.6292775534826158,6.177303900989279e-05
0.1,H3-Fast,34ca49b1d4f0,750,0.25,15498.911398770337,112.01571277529001,225266691918762.03,14.35269698140305,0.06357150311990377,3823.7661446168086,3874.0304779842504,4002.597012465759,1.0467682544082129,2.615222694535921e-05,2.5812909983101725e-05,2.4983779203491692e-05,0.5868118000216782,1,43,1000,4,750,off_pct,25.0,75.0,25.0,"K<=750 (25% off, 75% active)",1.0,2051804892318961.0,27162.69290685121,112.01571277529001,0.10978952860579468,0.5705955389592858,1.0,509161281444647.3,0.442426987534502,16671.61795041635,191.90655741095543,0.9296585037436799,1.7132110545592034
