data_profile,K,off_pct,formula,T,cases,u_g_mean,fraction_best_tested_u_g_mean,fraction_best_tested_u_g_p05,gap_to_best_tested_pct_mean,winner_rate
lognormal,250,75.0,T_0p05N,50,100,178560.16817542893,0.8765022426726516,0.7573772423606632,12.349775732734837,0.01
lognormal,250,75.0,T_0p075N,75,100,163224.09236937645,0.7994225605770814,0.6685875076779085,20.05774394229188,0.0
lognormal,250,75.0,T_0p10K,25,100,182963.15068203525,0.8685851936009388,0.720484693154352,13.141480639906131,0.03
lognormal,250,75.0,T_0p10N,100,100,143520.99444332282,0.700638939873835,0.5831270909582488,29.93610601261651,0.0
lognormal,250,75.0,T_0p20K,50,100,178560.16817542893,0.8765022426726516,0.7573772423606632,12.349775732734837,0.01
lognormal,250,75.0,legacy_T100,100,100,143520.99444332282,0.700638939873835,0.5831270909582488,29.93610601261651,0.0
lognormal,250,75.0,legacy_T25,25,100,182963.15068203525,0.8685851936009388,0.720484693154352,13.141480639906131,0.03
lognormal,250,75.0,legacy_T50,50,100,178560.16817542893,0.8765022426726516,0.7573772423606632,12.349775732734837,0.01
lognormal,500,50.0,T_0p05N,50,100,535266.0199848787,0.9058886193831974,0.8118642633306542,9.411138061680274,0.02
lognormal,500,50.0,T_0p075N,75,100,524497.3466989519,0.8839853644331944,0.7666578496526788,11.601463556680558,0.0
lognormal,500,50.0,T_0p10K,50,100,535266.0199848787,0.9058886193831974,0.8118642633306542,9.411138061680274,0.02
lognormal,500,50.0,T_0p10N,100,100,485592.00108439184,0.8156206049943456,0.7117639031668599,18.437939500565445,0.0
lognormal,500,50.0,T_0p20K,100,100,485592.00108439184,0.8156206049943456,0.7117639031668599,18.437939500565445,0.0
lognormal,500,50.0,legacy_T100,100,100,485592.00108439184,0.8156206049943456,0.7117639031668599,18.437939500565445,0.0
lognormal,500,50.0,legacy_T25,25,100,496512.6033352227,0.8153903527235602,0.6732224653625751,18.460964727643976,0.0
lognormal,500,50.0,legacy_T50,50,100,535266.0199848787,0.9058886193831974,0.8118642633306542,9.411138061680274,0.02
