data_profile,generator_seed,sample,N,L,K,sigma,P,off_pct,active_pct,T,u_bf,u_i,u_g,u_g_db,best_tested_u_g,fraction_best_tested_u_g,gap_to_best_tested_pct,is_best_tested_T,formula,formula_family,formula_T,formula_label,rule_note
gaussian,42,0,500,4,125,1.0,1.0,75.0,25.0,188,1104.9940114779522,16063.69809552214,5229133330.061523,97.18429715413855,22486608347.50865,0.23254433257565374,76.74556674243462,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
gaussian,42,1,500,4,125,1.0,1.0,75.0,25.0,188,1088.3434588931318,17901.963711429144,4796761034.3249035,96.80948083264914,25548308189.77209,0.18775259006172548,81.22474099382745,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
gaussian,42,2,500,4,125,1.0,1.0,75.0,25.0,188,988.3544240444028,24317.3975708167,3113165520.2442546,94.93202211790037,13507697722.791937,0.23047343700853762,76.95265629914624,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
gaussian,42,3,500,4,125,1.0,1.0,75.0,25.0,188,974.1888593196495,20566.104938905915,2929948712.5281324,94.66860018285519,9804049036.097918,0.29885088311372554,70.11491168862744,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
gaussian,42,4,500,4,125,1.0,1.0,75.0,25.0,188,984.441747945938,19459.491810233423,3173660967.054336,95.01560530483788,14089176840.504211,0.22525524400620411,77.47447559937959,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
gaussian,42,5,500,4,125,1.0,1.0,75.0,25.0,188,1093.412925108148,20398.12648547107,4825744463.937948,96.83564321128526,19351236621.18276,0.2493765415826431,75.06234584173569,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
gaussian,42,6,500,4,125,1.0,1.0,75.0,25.0,188,948.8695872514098,29664.71924935945,2357986797.182741,93.72541369068344,10693167776.04704,0.2205134013201111,77.9486598679889,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
gaussian,42,7,500,4,125,1.0,1.0,75.0,25.0,188,1039.9106818639632,24727.46725178071,3745686073.651825,95.73531376297692,13796391854.906986,0.2714975127587138,72.85024872412862,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
gaussian,42,8,500,4,125,1.0,1.0,75.0,25.0,188,918.1096886679811,5466.889899532143,2446708217.329503,93.88582180565766,9877851468.454445,0.24769639684735323,75.23036031526468,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
gaussian,42,9,500,4,125,1.0,1.0,75.0,25.0,188,1070.3388435319803,29226.359361943014,4017278827.739052,96.03931975905434,17530431945.85157,0.22916028767275795,77.0839712327242,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
gaussian,42,10,500,4,125,1.0,1.0,75.0,25.0,188,1038.3455190292464,45312.43078459541,3374325851.7116914,95.28187019203655,16872731164.275995,0.19998693862058478,80.00130613794153,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
gaussian,42,11,500,4,125,1.0,1.0,75.0,25.0,188,1198.767769781196,19060.936661259493,7202174528.132632,98.5746364129055,34734377998.59589,0.20735003599096477,79.26499640090353,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
gaussian,42,12,500,4,125,1.0,1.0,75.0,25.0,188,984.408188325768,33531.39961652472,2825089804.1516776,94.51032257758158,12918044782.0561,0.2186932969976918,78.13067030023082,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
gaussian,42,13,500,4,125,1.0,1.0,75.0,25.0,188,974.4074260134734,19034.697217463396,2914842297.38796,94.64615062962302,13053432657.985222,0.22330082620871786,77.66991737912822,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
gaussian,42,14,500,4,125,1.0,1.0,75.0,25.0,188,904.2857233837702,16485.84906277032,2211078477.495082,93.44604157204773,15311758580.916674,0.14440395372029896,85.5596046279701,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
gaussian,42,15,500,4,125,1.0,1.0,75.0,25.0,188,946.1398748101794,24045.43064670951,2488892574.5132008,93.9600615201118,13233831379.601704,0.1880704463523328,81.19295536476672,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
gaussian,42,16,500,4,125,1.0,1.0,75.0,25.0,188,1083.4082950783702,31669.62866530233,4262006326.009143,96.29614089993112,22895305704.00074,0.1861519728589777,81.38480271410224,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
gaussian,42,17,500,4,125,1.0,1.0,75.0,25.0,188,1140.0081908423142,18189.140048564175,5651428216.706638,97.5215821565162,25964730130.63724,0.2176578839168523,78.23421160831477,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
gaussian,42,18,500,4,125,1.0,1.0,75.0,25.0,188,839.8895822852105,7139.118668746522,1806078630.2826374,92.56736654036453,7468520001.732224,0.24182550624002364,75.81744937599764,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
gaussian,42,19,500,4,125,1.0,1.0,75.0,25.0,188,979.0448830331616,17720.148939414867,2886686305.516624,94.60399591921872,12360422170.286367,0.2335426950428947,76.64573049571052,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
gaussian,42,20,500,4,125,1.0,1.0,75.0,25.0,188,878.0992514471227,7256.115734040967,2149893396.2837024,93.32416925704648,9305210143.162994,0.23104189622878502,76.89581037712149,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
