data_profile,generator_seed,sample,N,L,K,sigma,P,off_pct,active_pct,T,u_bf,u_i,u_g,u_g_db,best_tested_u_g,fraction_best_tested_u_g,gap_to_best_tested_pct,is_best_tested_T,formula,formula_family,formula_T,formula_label,rule_note
nakagami,42,0,500,10,125,1.0,1.0,75.0,25.0,188,911.621948120194,22905.202972816434,9.562424180001974e+18,189.8056800467542,4.233092657020296e+19,0.22589687858930618,77.41031214106938,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
nakagami,42,1,500,10,125,1.0,1.0,75.0,25.0,188,843.1048656229499,14943.668784173256,6.0902221221364e+18,187.84633132478353,2.987505894472809e+19,0.20385640521760753,79.61435947823925,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
nakagami,42,2,500,10,125,1.0,1.0,75.0,25.0,188,839.3204763842717,18667.169855653843,4.93545620153273e+18,186.93327302223747,2.8596043780973044e+19,0.1725922732296499,82.74077267703501,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
nakagami,42,3,500,10,125,1.0,1.0,75.0,25.0,188,917.0272093801466,17163.83720166449,1.5112339608405019e+19,191.7933170460138,5.0331690129981686e+19,0.3002549600336761,69.9745039966324,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
nakagami,42,4,500,10,125,1.0,1.0,75.0,25.0,188,842.7714379258529,17201.81031297679,5.766116957270557e+18,187.60883447171523,2.1653647008738955e+19,0.2662884896453458,73.37115103546542,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
nakagami,42,5,500,10,125,1.0,1.0,75.0,25.0,188,910.0926313580466,22272.039440997174,1.0534908190042479e+19,190.22630755157059,5.811450166622206e+19,0.18127847418445114,81.87215258155489,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
nakagami,42,6,500,10,125,1.0,1.0,75.0,25.0,188,910.5154035957349,22242.643786086745,1.1132490567135881e+19,190.4659233581381,8.183677290102096e+19,0.1360328636198825,86.39671363801175,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
nakagami,42,7,500,10,125,1.0,1.0,75.0,25.0,188,859.7103964933799,15861.603879843482,7.416493503292983e+18,188.70198620627545,2.7514643699445494e+19,0.2695471394907596,73.04528605092403,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
nakagami,42,8,500,10,125,1.0,1.0,75.0,25.0,188,854.4585249745357,29463.86498541777,2.985457402570571e+18,184.75010878914037,2.333307918564896e+19,0.1279495680281572,87.20504319718427,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
nakagami,42,9,500,10,125,1.0,1.0,75.0,25.0,188,830.0229420297052,18925.66475293227,3.930643728133687e+18,185.9446368133788,2.253174095171619e+19,0.17444917978405478,82.55508202159452,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
