data_profile,off_pct,K,T,threshold_source,samples,winner_rate,u_g_mean,u_g_p05,u_g_p50,u_g_p95,u_g_db_mean,u_g_vs_best_T_mean,u_g_vs_best_T_p05,u_g_gap_to_best_pct_mean,elapsed_seconds_mean,candidate_kind_mode
nakagami,25.0,750,18,gap_top3+gap_top2,8,0.0,545414596.720103,357998457.0842524,573970286.1101002,680899681.9752244,87.23740446399536,0.8914602876560891,0.8258806738651318,10.853971234391096,0.04229386875022101,power_window
nakagami,25.0,750,147,mean_plus_1std,16,0.0,509357000.2729034,340192714.4661,534691814.72708833,635441815.9941016,86.96835496852248,0.8898619222264111,0.8512352233619955,11.013807777358883,0.019478324250258083,power_window
nakagami,25.0,750,16,gap_top3+gap_top1+gap_top2,12,0.0,554286336.6841544,392081000.99149346,529865660.0968602,705156197.2150832,87.3521196398259,0.8888414433607498,0.7926623290040656,11.115855663925023,0.03986652508319821,power_window
nakagami,25.0,750,19,gap_top2+gap_top3,7,0.0,645661762.926432,464528437.09412974,661545324.1415424,889786168.1711184,87.97483952073178,0.8874604043639175,0.8244011765557988,11.253959563608252,0.039701072143153784,power_window
nakagami,25.0,750,21,gap_top3+gap_top2,4,0.0,585620979.9996908,483897841.3711875,544759979.761355,744549518.9618642,87.60011506322653,0.8869785742381937,0.8235921637030578,11.302142576180625,0.03914169925064925,power_window
nakagami,25.0,750,27,gap_top3+gap_top2,2,0.0,557585614.2984753,529459449.8174134,557585614.2984753,585711778.7795372,87.45628356718743,0.8830408538705556,0.8809220458376419,11.695914612944442,0.040098071500324295,power_window
nakagami,25.0,750,149,mean_plus_1std,20,0.0,519476696.14591646,335660324.14366984,556841664.6839423,652268271.1578017,87.04236748663898,0.8751597189464562,0.8526655887844161,12.48402810535438,0.019325266049236234,power_window
nakagami,25.0,750,150,mean_plus_1std,29,0.0,494628530.7148792,327624549.914565,482590167.948501,679056711.1611599,86.81168810424192,0.8696914801092798,0.8406317027797291,13.030851989072021,0.018988535552062816,power_window
nakagami,25.0,750,152,mean_plus_1std,29,0.0,555934133.4706187,392354909.8483305,566862125.0456688,698081813.994648,87.37015637543345,0.8632582966994102,0.8363291887957314,13.67417033005897,0.01885195275889569,power_window
nakagami,25.0,750,14,gap_top2+gap_top3+gap_top1,12,0.0,593017684.7496159,463838321.38021415,579604835.5372453,739181787.5777028,87.66906045393004,0.8617776942247269,0.8328728081510177,13.822230577527302,0.04115664899957968,power_window
nakagami,25.0,750,151,mean_plus_1std,15,0.0,513268202.4130321,400568927.3287638,529422251.7367457,605885648.1794859,87.05368167638031,0.8607753867540845,0.8158252778458894,13.922461324591556,0.01876849953259807,power_window
nakagami,25.0,750,153,mean_plus_1std,27,0.0,538386259.3829471,348158631.06846297,554044446.2168553,702557036.0317372,87.18355301353185,0.8529460685729132,0.8207642289304087,14.70539314270868,0.0184897806664392,power_window
nakagami,25.0,750,15,gap_top2+gap_top1+gap_top3,7,0.0,575029120.8315756,413205986.67202497,604324356.3842182,672228806.0485195,87.52405615641626,0.8519561636344514,0.822872225531941,14.804383636554858,0.0400069050010643,power_window
nakagami,25.0,750,13,gap_top3+gap_top1,11,0.0,538544568.4218947,379795585.7561327,491145097.6135636,808374642.9425755,87.17978126124831,0.8468944665609086,0.7694263621589712,15.31055334390915,0.04054730745404165,power_window
nakagami,25.0,750,155,mean_plus_1std,21,0.0,577573302.9437983,458873129.7353556,589056368.9984256,705471210.9822795,87.571056190787,0.8466211675283272,0.8196702461227319,15.337883247167273,0.018240828190062616,power_window
nakagami,25.0,750,154,mean_plus_1std,14,0.0,532218450.0737113,384997740.4272959,537016191.4491749,659931849.9821783,87.18297315177941,0.839845117858065,0.8122057484145488,16.015488214193496,0.018448507000357495,power_window
nakagami,25.0,750,156,mean_plus_1std,20,0.0,538783006.7616737,401429321.5210148,524414569.3419312,688376293.5227956,87.2580869587293,0.8352829152931308,0.8053280884957185,16.471708470686924,0.018294877799780805,power_window
nakagami,25.0,750,157,mean_plus_1std,20,0.0,536312154.2087166,358062436.8064623,574114770.6437633,672000016.2967404,87.1894320595012,0.8257317452951728,0.7921314351269637,17.426825470482708,0.01805775074972189,power_window
nakagami,25.0,750,12,off_pct_5+gap_top3+gap_top2+gap_top1,400,0.005,500106094.885095,308927800.7628514,494015721.26246184,704106315.3457088,86.85977074062026,0.8256366636772958,0.7312581897734814,17.43633363227042,0.04099136199490203,power_window
