data_profile,generator_seed,sample,off_pct,K,sigma,P,h3_fixed_active_count,h3_fixed_u_bf,h3_fixed_u_i,h3_fixed_u_g,best_threshold_u_g,T50_u_g,T75_u_g,T100_u_g,h3_fixed_vs_best_T,T50__vs_best_T,T50__vs_h3_fixed,T75__vs_best_T,T75__vs_h3_fixed,T100__vs_best_T,T100__vs_h3_fixed
lognormal,10,188,25.0,750,1.0,1.0,750,1236.4713381199658,1242.460915483418,382222.48336942366,531720.1266631816,531720.1266631816,,412960.32475133374,0.7188414810777751,1.0,1.3911272878975731,,,0.776649790074476,1.0804187161125252
lognormal,10,189,50.0,500,1.0,1.0,500,433.23477357685124,1496.5765087700856,46532.873958498334,159925.23248005882,147875.41396486622,159925.23248005882,141578.4551366363,0.2909664299803381,0.9246534250516403,3.1778697807651666,1.0,3.4368225917593804,0.8852790328398604,3.0425469800749267
lognormal,10,189,25.0,750,1.0,1.0,750,821.2320356063653,259.96819793019677,169196.4841288631,218240.59297637272,207626.50243997315,,201874.23363286245,0.7752750385313549,0.951365186505204,1.227132487468481,,,0.9250077214311724,1.1931349204579889
lognormal,10,190,50.0,500,1.0,1.0,500,655.1725802460107,1733.6227189048077,105842.73361271905,236989.3409912711,182304.85444722627,214352.22242260672,236989.3409912711,0.44661389904712,0.7692533920921828,1.7224125664996885,0.9044804358120977,2.025195449003862,1.0,2.239070486013905
lognormal,10,190,25.0,750,1.0,1.0,750,1149.833223723786,4053.004146195017,327063.4338363569,357060.4236251892,266025.530512391,,357060.4236251892,0.9159890376976628,0.7450434517818231,0.8133759478765039,,,1.0,1.0917161219674623
lognormal,10,191,50.0,500,1.0,1.0,500,761.0893817811024,1270.7852587263333,142312.68918318683,321501.9495432533,304964.4740765774,265908.2266703908,284052.00470190984,0.44264953722789413,0.948561819017987,2.14291835694302,0.8270812262512169,1.868478687294779,0.8835156524103593,1.9959710292331996
lognormal,10,191,25.0,750,1.0,1.0,750,1288.0878023814264,1412.4904581732117,414402.95435760624,462108.0374876511,441033.7479774801,,421957.77360242594,0.8967663852171806,0.9543953192748045,1.0642630399707358,,,0.913114984747916,1.0182306114504684
lognormal,10,192,50.0,500,1.0,1.0,500,1214.539433756538,5128.374539368786,364920.6143671077,1229930.8314425913,1114305.6191745885,945536.9094135026,834733.565150601,0.29670011112664824,0.905990475795793,3.0535562401898306,0.7687724262546359,2.5910756262793604,0.6786833404050359,2.287438780618912
lognormal,10,192,25.0,750,1.0,1.0,750,2093.1965809495496,61601.07599421032,1066521.6200819588,1746569.5907562678,1610388.262367766,,1239877.2496127246,0.6106379188819799,0.9220292571740384,1.5099443199698217,,,0.7098928414732422,1.1625430054736667
lognormal,10,193,50.0,500,1.0,1.0,500,711.635710010515,953.6621879265876,126830.76597745414,350123.5554632668,339125.85132645414,310104.1313939349,291597.3851373044,0.36224573867827237,0.9685890767267543,2.6738453301365244,0.885699138361656,2.4450229327563946,0.8328413800993099,2.299106079585924
lognormal,10,193,25.0,750,1.0,1.0,750,1169.7880733273573,523.2764802896418,342611.5085288581,497148.93083669344,483785.9618624486,447380.29717589065,423228.9623113258,0.6891526608580825,0.9731207930956319,1.4120540315174481,0.8998919024585993,1.305794715118882,0.8513122246869534,1.2353028190110473
lognormal,10,194,50.0,500,1.0,1.0,500,628.5754079606304,1663.4596799014253,98202.72962054887,239795.291996558,220490.90407088835,239795.291996558,227307.06795803053,0.409527346441641,0.9194963847499278,2.2452624781699626,1.0,2.441839375780253,0.947921312655685,2.3146715863839558
lognormal,10,194,25.0,750,1.0,1.0,750,1154.7256629222766,1657.0698943648022,333059.1208195379,331954.44520216377,312993.48777674115,,331954.44520216377,1.0033277928141657,0.9428808449488447,0.9397535398717727,,,1.0,0.9966832446604197
lognormal,10,195,50.0,500,1.0,1.0,500,234.60403790499066,364.27116086954265,13630.22607297962,35061.48878317133,32498.40298364434,30188.01090482448,27754.58731328789,0.3887520623346092,0.9268974054302792,2.3842893587853795,0.8610019697541766,2.214784314155199,0.7915975127276805,2.036252895930187
lognormal,10,195,25.0,750,1.0,1.0,750,370.2272274031002,576.5730781763705,33764.39874589853,49868.43313524514,45567.96178325149,,40039.61222145351,0.6770695733376695,0.9137636560521041,1.3495860573790546,,,0.802904958189974,1.1858529607703219
lognormal,10,196,50.0,500,1.0,1.0,500,761.0658943820844,1984.9302752587246,143856.89607950588,502254.19369149086,502254.19369149086,443942.9634614031,424304.3300220256,0.2864224886250922,1.0,3.491345965186878,0.8839009589914836,3.086004046799728,0.8447999744978817,2.9494889823531567
lognormal,10,196,25.0,750,1.0,1.0,750,1478.0734226172522,9823.511637211777,542674.4721257444,756122.4722252726,756122.4722252726,,643326.5489322277,0.7177071070624981,1.0,1.3933260381005532,,,0.8508232099476082,1.1854741322402962
lognormal,10,197,50.0,500,1.0,1.0,500,966.9044339063198,2445.501092152379,233212.84011582242,671668.1468321524,671668.1468321524,614428.5991638947,557158.2165555144,0.3472143814110356,1.0,2.8800650362929257,0.9147800175753136,2.634625944518089,0.8295141271523575,2.389054634722549
lognormal,10,197,25.0,750,1.0,1.0,750,1704.0206284117871,6122.072430200642,724179.3678581613,972331.4724744104,972331.4724744104,,819738.7051566179,0.7447865140220689,1.0,1.3426666315421079,,,0.8430650743727639,1.1319553435788756
lognormal,10,198,50.0,500,1.0,1.0,500,1239.27827437551,1404.3224819155876,380588.460183049,1151221.6487154686,1120917.5467244496,1012788.0442118108,952903.2932703284,0.3305952946660698,0.9736765704286119,2.9452221073264533,0.8797506938319638,2.661110753922221,0.8277322567149223,2.5037629696181987
lognormal,10,198,25.0,750,1.0,1.0,750,2208.6089991866,13965.010370966047,1188797.117672349,1739645.6287331511,1638250.3648248748,,1427024.002589396,0.6833559076845195,0.94171498940154,1.3780739711352514,,,0.8202957999144842,1.2003932221702323
lognormal,10,199,50.0,500,1.0,1.0,500,458.5235983035849,15.279357981024077,52701.073791047376,154173.53257178192,122904.26336980112,154173.53257178192,143416.4166051178,0.34182957938328484,0.7971813405298858,2.332101692217883,1.0,2.925434369384182,0.9302272200213373,2.7213186807871215
lognormal,10,199,25.0,750,1.0,1.0,750,829.4676074466104,334.87513945630053,171640.21360749513,205986.1334710749,174049.7698595352,,205986.1334710749,0.8332610099290848,0.8449586723466302,1.0140384132680598,,,1.0,1.2001041547415083
lognormal,42,0,50.0,500,1.0,1.0,500,363.75848107565406,32.69657894989359,33365.391066967466,75866.48452599444,69128.56261771671,75866.48452599444,73930.38715770112,0.4397909205287527,0.9111871078464288,2.071864300315534,1.0,2.273807742091897,0.9744802018916541,2.215780627576518
lognormal,42,0,25.0,750,1.0,1.0,750,614.6502834115088,1584.6670073000423,94242.72540740094,111372.75786328284,100710.0643328079,,111372.75786328284,0.8461918984092133,0.9042612059264612,1.068624277337581,,,1.0,1.1817650368432222
lognormal,42,1,50.0,500,1.0,1.0,500,701.2854269097646,1669.2436640911037,121613.63449522684,306551.5824707593,254490.75713559377,306551.5824707593,295029.93914758135,0.3967150765135165,0.8301727072632828,2.092616984862681,1.0,2.5207007729284743,0.962415319371979,2.425961039419152
lognormal,42,1,25.0,750,1.0,1.0,750,1237.2771541669672,48.990470100427046,376319.1452664537,435214.4580254592,366624.736800645,,435214.4580254592,0.8646751924873777,0.8424001777514436,0.9742388645708033,,,1.0,1.156503631292276
lognormal,42,2,50.0,500,1.0,1.0,500,1334.5761969885575,1667.3129054573365,445665.31714426156,1080602.4490110355,1078864.0185492144,1080602.4490110355,987905.9071224412,0.4124230123225551,0.9983912395688052,2.420794208224166,1.0,2.424694961536002,0.9142177199640534,2.216699099343772
lognormal,42,2,25.0,750,1.0,1.0,750,2322.3734348920484,17421.04572169762,1339001.3307759021,1632370.7851040107,1578125.1074259824,,1493185.3356696465,0.8202801367157427,0.966768776939014,1.178583673633481,,,0.9147341702605296,1.115148507585426
lognormal,42,3,50.0,500,1.0,1.0,500,736.5489023637797,2290.982804377738,133923.9549461647,304394.2014541383,304394.2014541383,293599.7753552252,272861.96519735304,0.4399688111875627,1.0,2.2728883833851823,0.9645380035252101,2.1922872235459865,0.8964098655422774,2.0374395701429155
lognormal,42,3,25.0,750,1.0,1.0,750,1251.7359631617019,9214.056589463493,386562.3009186203,443024.9664001558,443024.9664001558,,404464.85081533954,0.8725519558404833,1.0,1.1460635590882984,,,0.9129617549590029,1.0463121981998138
lognormal,42,4,50.0,500,1.0,1.0,500,517.4710264118353,1674.304405621835,66332.68985717879,190004.6023597292,183278.1409420782,175891.45518107936,164129.03285556965,0.34911096380493656,0.9645984290163876,2.763013852396084,0.9257220772372139,2.6516557003762706,0.8638160908588401,2.474331030581703
lognormal,42,4,25.0,750,1.0,1.0,750,917.4224250781676,2056.1490145915886,206484.2544932021,272195.44453963364,268193.2661155482,,244176.218898728,0.7585882079783907,0.9852966737527354,1.2988557736463033,,,0.8970621066480565,1.1825415913578379
lognormal,42,5,50.0,500,1.0,1.0,500,1132.583440882284,895.8028885114472,320765.4717326968,758888.8460378647,721536.7803796415,727929.6546605788,684506.0568977221,0.42267780506645136,0.9507805842011815,2.249421599158026,0.9592045771407461,2.269351656612167,0.9019846061402894,2.1339767438190504
lognormal,42,5,25.0,750,1.0,1.0,750,1941.3283709767657,2114.644991176203,942966.0281630023,1093309.4611245762,1036293.3105893591,,1011187.6397686048,0.862487760046519,0.9478499431656154,1.0989720516317731,,,0.9248869379841449,1.0723478996783218
lognormal,42,6,50.0,500,1.0,1.0,500,476.7349505266286,128.89623398814,56297.974814656714,163440.52153933723,157012.0943616675,160757.47501848606,134741.0100669197,0.34445542809349633,0.9606680943188098,2.7889474688668674,0.9835839576649575,2.8554752732710056,0.824403940943678,2.393354476968521
lognormal,42,6,25.0,750,1.0,1.0,750,878.2603646248824,166.52859260857804,188444.97860189734,238046.37472685231,226345.0464221153,,198786.97880552616,0.7916313735847883,0.9508443330919709,1.2011200728265856,,,0.835076690555046,1.05488074174413
lognormal,42,7,50.0,500,1.0,1.0,500,1335.8158304865224,659.5010801437311,445453.00302818127,1340493.9298299828,1259576.830692184,1254080.561323895,1143057.4435021754,0.33230512508525784,0.9396363554230628,2.827631247583031,0.9355361732096408,2.815292640971502,0.8527136289585073,2.566056207347783
lognormal,42,7,25.0,750,1.0,1.0,750,2365.620579731033,1897.0484358263202,1396213.9841604307,1897769.283048885,1777478.5228121714,,1646002.8304201374,0.7357132379744948,0.9366146552633317,1.2730702764598094,,,0.8673355845320306,1.178904415149451
lognormal,42,8,50.0,500,1.0,1.0,500,981.7792978590521,1514.7644039006555,241152.0757715358,791726.7035570765,661089.2771166102,791726.7035570765,670209.602448222,0.3045900494300441,0.8349968166369311,2.7413791691468465,1.0,3.283101341856778,0.8465163539856602,2.7791989776740276
lognormal,42,8,25.0,750,1.0,1.0,750,1826.1805954680299,211.28640174795873,823668.7516957113,1072211.9168663449,949161.1437761736,,971209.8409383744,0.7681958563778811,0.8852365179359315,1.1523578402386971,,,0.9058002673359946,1.1791267289658809
lognormal,42,9,50.0,500,1.0,1.0,500,1302.808435533083,8305.437877155142,416719.679234666,1178764.0052242845,1178764.0052242845,1058478.471491463,909544.2692446776,0.3535225688838169,1.0,2.8286737199192626,0.897956220923174,2.5400251637633975,0.7716084519153754,2.1826285500006084
lognormal,42,9,25.0,750,1.0,1.0,750,2237.4530186822167,15737.149395694956,1224941.007922305,1683835.1715134543,1683835.1715134543,,1333797.183445807,0.7274708526377384,1.0,1.3746255212481675,,,0.7921186147020387,1.0888664636251664
lognormal,42,10,50.0,500,1.0,1.0,500,421.8536408635315,641.1209976968239,43806.24371224972,108250.86072129472,105908.87644619336,100343.74872248912,98891.69150426394,0.40467339862575624,0.9783652133618495,2.417666238216577,0.9269556662541146,2.2906266371893826,0.9135418494165407,2.2574793710653274
lognormal,42,10,25.0,750,1.0,1.0,750,754.0433986762042,258.7796260986943,140558.74209885346,154115.80600510933,151131.88663070658,,143141.6535235388,0.9120332673353022,0.9806384597936448,1.0752222478230287,,,0.9287928164797923,1.018376028314687
lognormal,42,11,50.0,500,1.0,1.0,500,1144.1607466638511,5877.948140580207,320063.480952486,756785.5843465574,724847.4907133932,754563.4612941964,701037.4840106167,0.4229249176685139,0.9577976981938141,2.264699142046131,0.9970637349622884,2.3575431319083004,0.9263356735526667,2.1903076287378345
lognormal,42,11,25.0,750,1.0,1.0,750,1860.988945576866,6571.764095057733,848195.5033828729,1080208.6120928382,1036167.6147234074,,1032599.8312775446,0.7852145353104952,0.9592291739980632,1.2216141332874815,,,0.955926308786731,1.2174078112406972
lognormal,42,12,50.0,500,1.0,1.0,500,477.089937525977,529.0950331426866,57096.459272769716,146498.42125592622,145238.34323370966,139432.6153988276,121862.90577037696,0.3897411233737785,0.9913986921400657,2.543736425753748,0.9517687235362422,2.442053625999982,0.8318376725540809,2.1343338505141856
lognormal,42,12,25.0,750,1.0,1.0,750,813.8899386774312,6345.764567090257,163154.31376301235,213085.63415648893,210240.9142860499,,180423.51073401023,0.7656748631078185,0.9866498749120277,1.2886016277291483,,,0.8467183226510154,1.1058457883993311
lognormal,42,13,50.0,500,1.0,1.0,500,969.4640451515093,4718.920240678126,227249.72852800693,663774.4460869407,609436.6760809454,644826.3035595911,537745.0612925554,0.3423598631548433,0.9181382014232012,2.681792757371046,0.9714539439729082,2.837522877305091,0.8101322135292355,2.3663177279715963
lognormal,42,13,25.0,750,1.0,1.0,750,1742.7318986526489,1711.3784852998797,750166.6759237456,970301.908024648,878928.3707714934,,793713.4636591667,0.7731270749028452,0.9058297871028885,1.1716441145418681,,,0.8180067019295241,1.0580494830456153
lognormal,42,14,50.0,500,1.0,1.0,500,434.7407584928512,318.88747587255784,47339.94138351861,120913.13187475278,115995.59283137012,113955.38501076508,104434.86287859292,0.3915202645859462,0.9593299837070098,2.45026904219518,0.9424566483713709,2.4071720766945988,0.8637181194410811,2.206062361432325
lognormal,42,14,25.0,750,1.0,1.0,750,742.0257943176971,1288.1190110116731,137212.31587273956,169970.07669405264,164521.8447483014,,154164.8949117499,0.8072733656508417,0.9679459346508498,1.1990311780823715,,,0.907011974756285,1.1235499811455216
lognormal,42,15,50.0,500,1.0,1.0,500,1283.4132121642929,9084.378446393996,405369.2044870624,1149804.0489603456,1079115.506551931,1064729.178864609,976116.8256034704,0.35255503305419544,0.9385212267496089,2.662055959375107,0.9260092446424576,2.6265665153619,0.8489418927390947,2.407969857598356
lognormal,42,15,25.0,750,1.0,1.0,750,2282.863730128701,23640.74626635108,1292767.5074900757,1639347.742292029,1525604.579262251,,1405709.6421643903,0.7885865055589807,0.9306168178383253,1.1801074597119412,,,0.8574810614610777,1.0873646143022215
lognormal,42,16,50.0,500,1.0,1.0,500,1004.3116896078127,2222.2070226166397,251771.64048790705,692352.8255854768,612290.3212462078,670155.0595521099,617878.7003210332,0.363646440346366,0.8843616991501906,2.4319272816416233,0.9679386503339599,2.6617575285819313,0.8924332760518948,2.4541235030428727
lognormal,42,16,25.0,750,1.0,1.0,750,1682.723551077078,3076.4775224099867,707078.6430728738,997737.5338702956,864307.7756030565,,896524.7935146962,0.7086820121220306,0.866267676881258,1.2223644202388646,,,0.8985577499896311,1.2679279770330971
lognormal,42,17,50.0,500,1.0,1.0,500,764.8726120703917,1112.3774205698282,145120.90600449685,410701.6385360552,392372.6646697914,377634.7361020952,327611.07593849214,0.35334873881141526,0.9553715589458144,2.703763885388319,0.9194868017770105,2.6022076797838727,0.7976863133691428,2.257504345571964
lognormal,42,17,25.0,750,1.0,1.0,750,1350.7230491157989,2018.96775654878,456035.8593279921,583861.9544326465,568558.5512395045,,487434.01443121687,0.7810679491372814,0.9737893468191249,1.2467408858534157,,,0.8348446250533123,1.0688501889949897
lognormal,42,18,50.0,500,1.0,1.0,500,1565.3035036639053,19082.57721115602,599173.5275437791,1359420.0805497498,1178673.3357064317,1247362.01475858,1210638.5891381444,0.44075671392280247,0.8670412866269975,1.9671652393226116,0.9175692139652273,2.0818042810935773,0.8905551760340056,2.0205141473805983
lognormal,42,18,25.0,750,1.0,1.0,750,2664.8878732702187,19607.612546795513,1763764.375943396,1994470.0797257985,1718302.3869142574,,1800771.8200765897,0.8843273177534355,0.861533298684777,0.9742244544400541,,,0.9028823437271927,1.0209820793740656
lognormal,42,19,50.0,500,1.0,1.0,500,950.6468416921832,9583.418853424373,217873.3188547442,595438.1487578456,502984.4513934036,595438.1487578456,561990.6990924618,0.3659041989655075,0.8447299731175918,2.308609672984981,1.0,2.732955792328217,0.9438271636858352,2.579437913951915
lognormal,42,19,25.0,750,1.0,1.0,750,1754.1977083809882,67634.17129564099,731623.2263959545,817191.7134543111,717397.9980065785,,817191.7134543111,0.895289580584886,0.8778821250818862,0.9805566200249672,,,1.0,1.1169570401419253
lognormal,42,20,50.0,500,1.0,1.0,500,1168.7215918400618,4788.953852094128,340234.687810841,772507.874310666,732099.8677871884,767478.2336489778,739390.2160741456,0.44042876341479825,0.9476924341262735,2.1517496422769544,0.9934892046683973,2.2557318849148906,0.9571296819905268,2.1731770526737755
lognormal,42,20,25.0,750,1.0,1.0,750,1998.0932903924158,1064.5185735679697,988025.9402194412,1136581.4301583364,1060947.7337111365,,1099180.218120334,0.8692962193494574,0.9334551010246019,1.0738055455057176,,,0.9670932402680623,1.1125013761037543
lognormal,42,21,50.0,500,1.0,1.0,500,566.2938333373883,29.21126279453165,80719.24430409705,168275.04891806582,168275.04891806582,164073.87833212563,158747.65770833576,0.47968635173833624,1.0,2.0846955440280888,0.9750339066132986,2.032648840393043,0.9433820327434936,1.9666643199765217
lognormal,42,21,25.0,750,1.0,1.0,750,950.6048162888119,445.5051318972837,224037.51808508008,251898.60061972056,251898.60061972056,,243603.42784521627,0.8893956438578988,1.0,1.1243590036739293,,,0.9670693971538686,1.0873331838674711
lognormal,42,22,50.0,500,1.0,1.0,500,639.7278566337486,301.3969980015536,102494.95203092752,386318.49451504456,363593.4112481678,364159.0312912935,324935.3510590816,0.2653120507719726,0.94117526447859,3.5474274980728286,0.9426393933027504,3.552946014174529,0.8411074169953505,3.1702571162825013
lognormal,42,22,25.0,750,1.0,1.0,750,1202.552962640882,3057.4983705347404,358906.54981836764,538052.2675960072,502699.9520907644,,457989.6902464127,0.6670477413317959,0.9342957596606826,1.4006430151390843,,,0.8511992567054676,1.2760694684401503
lognormal,42,23,50.0,500,1.0,1.0,500,949.4084063678556,4192.076324260444,224122.27470952336,666538.9159682065,588636.3991970398,616325.9428792277,529616.6580432038,0.33624784591004114,0.8831238283244026,2.6264073928392424,0.9246661044298666,2.749953986849478,0.7945772487625706,2.3630701532438954
lognormal,42,23,25.0,750,1.0,1.0,750,1672.1297852581783,2578.9967670601327,699220.9166801594,936971.744539222,838774.7749659456,,772224.1343938392,0.7462561392649228,0.8951975124697416,1.1995847878069437,,,0.8241701405559446,1.1044065129806082
lognormal,42,24,50.0,500,1.0,1.0,500,859.057862248005,3554.4819089571247,180345.51112205468,521655.2680944845,488201.7389207347,451596.1735490541,400348.4387095417,0.34571779899937616,0.9358704278096343,2.707035710971083,0.8656984816786303,2.504061069994815,0.7674578657509672,2.219896886918316
lognormal,42,24,25.0,750,1.0,1.0,750,1521.1537042336456,842.9170483339112,575272.3212193483,723636.5976206629,694615.1498091099,,590143.1450113575,0.7949740561918228,0.9598949971477723,1.207454494484981,,,0.8155241829279565,1.0258500596039262
lognormal,42,25,50.0,500,1.0,1.0,500,878.5950620002521,2964.4788866815506,192379.57223420378,634394.4903134331,634394.4903134331,559554.1903557518,524805.047694677,0.30324912207096166,1.0,3.2976187801328423,0.8820287674303331,2.9085946280956896,0.8272534766740934,2.7279666006106766
lognormal,42,25,25.0,750,1.0,1.0,750,1688.290100057769,28075.797554758843,696845.1782584336,913787.0514215945,913787.0514215945,,771056.9094297419,0.7625903400298126,1.0,1.3113200463054726,,,0.8438037157893573,1.1064967276616298
lognormal,42,26,50.0,500,1.0,1.0,500,619.5256527911286,1754.8933816266363,95583.18355246984,257297.0620743047,252723.46732507728,204700.997184502,203724.1627350181,0.3714896034252673,0.9822244579384019,2.6440160071289758,0.7955823340314181,2.1416005365853144,0.7917858101161865,2.131380805319012
lognormal,42,26,25.0,750,1.0,1.0,750,1077.222891823118,2843.290525017539,288767.02845238266,375283.0854161419,368801.7961565664,,303338.900826306,0.7694645446974414,0.98272959930398,1.2771603397144125,,,0.8082935592206113,1.0504623829528594
lognormal,42,27,50.0,500,1.0,1.0,500,1260.1994857704879,5137.738630085485,395076.7087245378,1282375.3780746325,1152311.442960259,1109126.3782099732,1002941.3646099598,0.30808195125962945,0.8985757701386529,2.9166777426094574,0.8648999327133241,2.8073696923077724,0.782096554376912,2.5385990681350132
lognormal,42,27,25.0,750,1.0,1.0,750,2312.1844999148725,4855.630846514832,1336434.0359479613,1828812.9713011088,1646334.298055889,,1469144.916892053,0.7307658338606137,0.9002201558558526,1.2318859395765904,,,0.8033325112774272,1.0993022306933071
lognormal,42,28,50.0,500,1.0,1.0,500,768.5717802270118,6377.899685566546,144171.96569389114,453683.8304005028,453683.8304005028,399526.4480833188,338589.5958739218,0.31778070108123335,1.0,3.146824198566964,0.8806274795613172,2.771179862606587,0.7463117995080889,2.34851203036811
lognormal,42,28,25.0,750,1.0,1.0,750,1341.955610902664,7221.97805833118,444968.85352890764,657020.9740964773,657020.9740964773,585611.2892169841,500853.4858193363,0.6772521290371595,1.0,1.4765549743220254,0.8913129295793115,1.3160725398478694,0.7623097367752993,1.125592233809682
lognormal,42,29,50.0,500,1.0,1.0,500,1565.2226317421878,1726.3408794510178,612260.2712348667,1887864.6344296185,1691487.79443188,1884007.212419253,1485894.8310785363,0.3243136504963711,0.8959793851654676,2.762694027199121,0.9979567274369061,3.0771345144106803,0.7870769990494951,2.4269006187215734
lognormal,42,29,25.0,750,1.0,1.0,750,2775.048188844774,5569.07818468567,1925165.8703996344,2701532.861474131,2407026.8698834046,,2168337.887638625,0.7126198233062172,0.8909855971805486,1.2502958352278204,,,0.8026324308546223,1.1263122419620457
lognormal,42,30,50.0,500,1.0,1.0,500,1539.8221013625234,3067.311142507009,592145.1818822277,1530570.9637051125,1530570.9637051125,1322978.3521707552,1184515.1353746697,0.386878619759517,1.0,2.5847900321335877,0.8643691691159292,2.2342128124144454,0.7739040942651022,2.000379588683809
lognormal,42,30,25.0,750,1.0,1.0,750,2540.5478739573077,7989.3697219807655,1604273.3060023305,2180600.7156084566,2180600.7156084566,,1741560.1973253237,0.7357024578223563,1.0,1.3592451532103775,,,0.7986607474075662,1.085575749973112
lognormal,42,31,50.0,500,1.0,1.0,500,896.7842519611925,3908.551239614375,199200.0281106714,639872.6121132292,597013.6157919036,504685.10597911617,534636.6877572006,0.31131200857745384,0.9330194862071366,2.9970558812382055,0.7887274692260295,2.5335594114410647,0.8355361327179189,2.683918736498207
lognormal,42,31,25.0,750,1.0,1.0,750,1607.7837902263452,797.8165748598985,647141.709789838,892843.2922201115,848210.9391278925,,782113.1245864907,0.7248099587338322,0.9500109890715113,1.3107035542545273,,,0.8759802883680929,1.2085654699037793
lognormal,42,32,50.0,500,1.0,1.0,500,1902.449026653469,63849.136144697666,873057.0695905891,2694004.345080777,2158800.524703301,2183462.441971312,2157213.754495683,0.32407411338618736,0.8013352052105066,2.4726911904116964,0.8104895769594027,2.5009389626673815,0.8007462045986422,2.4708737030298438
lognormal,42,32,25.0,750,1.0,1.0,750,3345.141645381693,34452.2275776919,2781793.1785370507,3685638.464768121,3015363.0614172565,,3062788.507651753,0.7547656139170625,0.8181385912486578,1.083963784469067,,,0.831006225089537,1.101012300728438
lognormal,42,33,50.0,500,1.0,1.0,500,789.6686892552345,1024.428909582668,156054.53719275518,485821.6841043943,432434.0088824455,485821.6841043943,430153.7731298476,0.32121772720054603,0.8901084966588755,2.7710441276584765,1.0,3.1131532145349796,0.8854149314533588,2.7564323400512927
lognormal,42,33,25.0,750,1.0,1.0,750,1424.8231001717957,6677.7521804471035,505427.59484322474,693048.7421322399,617110.979266813,,628442.2486761252,0.7292814547043571,0.8904294052510707,1.220968118011504,,,0.9067792933909009,1.2433872924391032
lognormal,42,34,50.0,500,1.0,1.0,500,964.662028497009,8495.605518143799,229205.7309556776,703088.9578174335,627305.741376433,696047.1572930001,665680.6561806079,0.3259981946910251,0.892213900391423,2.7368676112978063,0.9899844814142823,3.0367790298733737,0.9467943547955148,2.904293245221399
lognormal,42,34,25.0,750,1.0,1.0,750,1775.864264713258,11266.003283298574,783713.1603808594,962524.4017590652,872397.1825676155,,946484.899880712,0.8142267966906411,0.9063637046222025,1.1131587762845,,,0.9833360049375993,1.2076930026551433
lognormal,42,35,50.0,500,1.0,1.0,500,1265.9252101664792,2991.400293403771,397246.9475938588,1032243.8998315018,1032243.8998315018,993133.3423940648,984543.2425813288,0.38483826124688497,1.0,2.5984942265355233,0.9621111275699268,2.5000402102760373,0.9537893541846464,2.478416130179849
lognormal,42,35,25.0,750,1.0,1.0,750,2314.8604328847205,14720.481230074074,1330688.0687561554,1487512.4452399772,1487512.4452399772,,1444078.5821604729,0.8945727298042729,1.0,1.1178520948417396,,,0.9708010086110592,1.0852119411503462
lognormal,42,36,50.0,500,1.0,1.0,500,903.5033009453597,3921.2315469228197,202570.84393635902,490958.99512464384,440725.9240777479,485378.3021782982,416726.25703281217,0.41260236791247845,0.8976837749267781,2.1756631680727425,0.9886330773002155,2.396091622794383,0.8488005335904161,2.0571877420016755
lognormal,42,36,25.0,750,1.0,1.0,750,1512.8584895938425,6630.015766680706,568006.9825628832,725550.4023087115,645417.1776124303,,625971.6429200856,0.7828635760596052,0.8895552611627032,1.1362838792936443,,,0.8627541807271212,1.102049203859541
lognormal,42,37,50.0,500,1.0,1.0,500,991.3967615103452,1104.4219281470869,244311.38457514776,611932.7988554239,516285.98716021335,601441.2622026986,470806.6514023453,0.3992454482454847,0.843697197022106,2.1132293448298514,0.982855083642601,2.46178156310068,0.7693763960404723,1.927076186895948
lognormal,42,37,25.0,750,1.0,1.0,750,1603.99160766378,553.6121061183512,644449.8457758197,865780.7319936586,740472.0822789546,,693199.9985674225,0.7443568815534001,0.8552651438359548,1.1489987733452534,,,0.8006646174386102,1.075646154795669
lognormal,42,38,50.0,500,1.0,1.0,500,359.3294169495307,51.40236123162322,32603.868726040524,98539.40660667134,91777.74124188982,89300.98796801294,83943.91149966737,0.3308713726700397,0.9313811032801191,2.8149340807702203,0.9062464555369776,2.738969068927969,0.8518816419783898,2.5746610687529192
lognormal,42,38,25.0,750,1.0,1.0,750,653.7089100061904,504.54595025410526,105746.31870100475,134284.86136005493,127927.80560085516,,119361.24842333354,0.7874775877935307,0.95265992238578,1.2097613153094062,,,0.8888660062975599,1.1287508623427798
lognormal,42,39,50.0,500,1.0,1.0,500,465.6262469624164,118.35826234071283,54467.23182139568,162591.6437386525,156411.4295746122,147164.5152542853,144197.83937720288,0.3349940413232155,0.961989349379023,2.8716610766543686,0.9051173348787559,2.701890849471746,0.8868711580835263,2.647423681270313
lognormal,42,39,25.0,750,1.0,1.0,750,863.6506438312643,6044.737547101569,183979.10264543683,226708.2831301136,216686.22913251468,,203739.35960891264,0.8115235142945642,0.9557931723568873,1.1777763127267273,,,0.8986851154969997,1.107404899139864
lognormal,42,40,50.0,500,1.0,1.0,500,731.8696743190443,9507.160494914511,129768.84650445059,329370.0323847757,321949.420640555,329370.0323847757,261750.32129981124,0.39399105487791436,0.9774702886887054,2.480945383370679,1.0,2.5381286900279223,0.7946998681228838,2.0170505352440977
lognormal,42,40,25.0,750,1.0,1.0,750,1160.44543722884,8095.3871330032125,333525.82934483,477715.5346386124,467304.9739329583,,386746.4785232899,0.6981682720390061,0.9782076153049333,1.401105799964341,,,0.8095748420989914,1.1595697978864343
