data_profile,N,L,K,off_pct,active_pct,cases,best_T_min,best_T_p05,best_T_p25,best_T_median,best_T_p75,best_T_p95,best_T_max,best_T_mean,best_T_std,best_T_iqr,best_T_cv,best_T_over_N_mean,best_T_over_K_mean
gaussian,500,8,125,75.0,25.0,100,4,8.95,16.0,22.0,29.5,47.05,61,24.14,11.465380477548466,13.5,0.4749536237592571,0.048279999999999997,0.19311999999999999
gaussian,500,8,250,50.0,50.0,100,8,16.95,25.75,32.0,44.0,56.099999999999994,64,34.79,12.390363639179888,18.25,0.356147273330839,0.06958000000000002,0.13916000000000003
