data_profile,N,L,K,active_pct,seed_rule,max_swaps,cases,seed_T_mean,seed_T_p50,u_g_mean,u_g_p05,u_g_p50,u_g_p95,fraction_exact_mean,fraction_exact_p05,fraction_exact_p50,fraction_exact_p95,gap_to_exact_pct_mean,exact_rate,near_99_rate,swaps_applied_mean,add_candidate_count_mean,evaluated_swap_count_mean,elapsed_seconds_mean,elapsed_seconds_p95
gaussian,8,2,2,25.0,best_tested_T,2,100,0.17,0.0,3.6199015214726313,2.795242183309441,3.664938061330149,4.454754088247532,0.9992137129895271,0.9999999999999999,1.0,1.0000000000000002,0.07862870104729236,0.99,0.99,0.22,6.0,14.2,0.0005211069085635245,0.00073809286695905
gaussian,8,2,2,30.0,T_0,0,100,0.0,0.0,3.5377652601634475,2.684948479618739,3.5328605483747464,4.33352955219769,0.9772817517360669,0.8698089982999487,1.0,1.0000000000000002,2.2718248263933196,0.65,0.68,0.0,6.0,0.0,0.0001182429911568761,0.00018436672398820518
gaussian,8,2,2,30.0,T_0,1,100,0.0,0.0,3.622877741713934,2.7678826914441776,3.6649380613301483,4.454754088247532,0.9998971409749257,0.9999999999999998,1.0,1.0000000000000002,0.010285902507432776,0.99,0.99,0.34,6.0,12.0,0.00044340152409859,0.000529814010951668
gaussian,8,2,2,30.0,T_0,2,100,0.0,0.0,3.622877741713934,2.7678826914441776,3.6649380613301483,4.454754088247532,0.9998971409749257,0.9999999999999998,1.0,1.0000000000000002,0.010285902507432776,0.99,0.99,0.34,6.0,15.4,0.0005473208986222744,0.0008476068673189729
gaussian,8,2,2,30.0,T_0p025N,0,100,0.0,0.0,3.5377652601634475,2.684948479618739,3.5328605483747464,4.33352955219769,0.9772817517360669,0.8698089982999487,1.0,1.0000000000000002,2.2718248263933196,0.65,0.68,0.0,6.0,0.0,0.00011957332375459373,0.00019482734496705233
gaussian,8,2,2,30.0,T_0p025N,1,100,0.0,0.0,3.622877741713934,2.7678826914441776,3.6649380613301483,4.454754088247532,0.9998971409749257,0.9999999999999998,1.0,1.0000000000000002,0.010285902507432776,0.99,0.99,0.34,6.0,12.0,0.0004523335734847933,0.0005630178900901228
gaussian,8,2,2,30.0,T_0p025N,2,100,0.0,0.0,3.622877741713934,2.7678826914441776,3.6649380613301483,4.454754088247532,0.9998971409749257,0.9999999999999998,1.0,1.0000000000000002,0.010285902507432776,0.99,0.99,0.34,6.0,15.4,0.0005556622124277055,0.0008958852733485401
gaussian,8,2,2,30.0,T_0p05N,0,100,0.0,0.0,3.5377652601634475,2.684948479618739,3.5328605483747464,4.33352955219769,0.9772817517360669,0.8698089982999487,1.0,1.0000000000000002,2.2718248263933196,0.65,0.68,0.0,6.0,0.0,0.00011555071105249227,0.00018842295394279058
gaussian,8,2,2,30.0,T_0p05N,1,100,0.0,0.0,3.622877741713934,2.7678826914441776,3.6649380613301483,4.454754088247532,0.9998971409749257,0.9999999999999998,1.0,1.0000000000000002,0.010285902507432776,0.99,0.99,0.34,6.0,12.0,0.0004474624525755644,0.0005902581091504544
gaussian,8,2,2,30.0,T_0p05N,2,100,0.0,0.0,3.622877741713934,2.7678826914441776,3.6649380613301483,4.454754088247532,0.9998971409749257,0.9999999999999998,1.0,1.0000000000000002,0.010285902507432776,0.99,0.99,0.34,6.0,15.4,0.0005480199377052486,0.0007960635761264711
gaussian,8,2,2,30.0,best_tested_T,0,100,0.17,0.0,3.5730799780947247,2.7105156081687785,3.561996439499676,4.450976624535168,0.9867693871077605,0.915486221258156,1.0,1.0000000000000002,1.323061289223939,0.77,0.8,0.0,6.0,0.0,0.00014003134332597257,0.0002461402909830212
gaussian,8,2,2,30.0,best_tested_T,1,100,0.17,0.0,3.6199015214726313,2.795242183309441,3.664938061330149,4.454754088247532,0.9992137129895271,0.9999999999999999,1.0,1.0000000000000002,0.07862870104729236,0.99,0.99,0.22,6.0,12.0,0.0004443121002987027,0.0005385125521570444
gaussian,8,2,2,30.0,best_tested_T,2,100,0.17,0.0,3.6199015214726313,2.795242183309441,3.664938061330149,4.454754088247532,0.9992137129895271,0.9999999999999999,1.0,1.0000000000000002,0.07862870104729236,0.99,0.99,0.22,6.0,14.2,0.0005155995686072857,0.0007361786731053141
gaussian,8,2,3,35.0,T_0,0,100,0.0,0.0,6.090102724444532,3.5885467169710568,5.92792369922395,8.748670350538772,0.9948482801708431,0.9666721648600896,1.0,1.0,0.5151719829156833,0.88,0.93,0.0,5.0,0.0,0.00012138283113017678,0.00018920580041594803
gaussian,8,2,3,35.0,T_0,1,100,0.0,0.0,6.114130937036074,3.5918438865716493,5.92792369922395,8.748670350538772,1.0,0.9999999999999999,1.0,1.0,1.1102230246251565e-15,1.0,1.0,0.12,5.0,15.0,0.0005330245511140675,0.0006632514530792832
gaussian,8,2,3,35.0,T_0,2,100,0.0,0.0,6.114130937036074,3.5918438865716493,5.92792369922395,8.748670350538772,1.0,0.9999999999999999,1.0,1.0,1.1102230246251565e-15,1.0,1.0,0.12,5.0,16.44,0.0005814501561690121,0.0008659565879497676
gaussian,8,2,3,35.0,T_0p025N,0,100,0.0,0.0,6.090102724444532,3.5885467169710568,5.92792369922395,8.748670350538772,0.9948482801708431,0.9666721648600896,1.0,1.0,0.5151719829156833,0.88,0.93,0.0,5.0,0.0,0.00012231029104441403,0.00018371244659647336
gaussian,8,2,3,35.0,T_0p025N,1,100,0.0,0.0,6.114130937036074,3.5918438865716493,5.92792369922395,8.748670350538772,1.0,0.9999999999999999,1.0,1.0,1.1102230246251565e-15,1.0,1.0,0.12,5.0,15.0,0.000539730250602588,0.0006624863075558096
gaussian,8,2,3,35.0,T_0p025N,2,100,0.0,0.0,6.114130937036074,3.5918438865716493,5.92792369922395,8.748670350538772,1.0,0.9999999999999999,1.0,1.0,1.1102230246251565e-15,1.0,1.0,0.12,5.0,16.44,0.0005811651947442442,0.0008406271459534765
gaussian,8,2,3,35.0,T_0p05N,0,100,0.0,0.0,6.090102724444532,3.5885467169710568,5.92792369922395,8.748670350538772,0.9948482801708431,0.9666721648600896,1.0,1.0,0.5151719829156833,0.88,0.93,0.0,5.0,0.0,0.00012021232978440822,0.000189976766705513
gaussian,8,2,3,35.0,T_0p05N,1,100,0.0,0.0,6.114130937036074,3.5918438865716493,5.92792369922395,8.748670350538772,1.0,0.9999999999999999,1.0,1.0,1.1102230246251565e-15,1.0,1.0,0.12,5.0,15.0,0.0005193225631956011,0.0005887708510272204
gaussian,8,2,3,35.0,T_0p05N,2,100,0.0,0.0,6.114130937036074,3.5918438865716493,5.92792369922395,8.748670350538772,1.0,0.9999999999999999,1.0,1.0,1.1102230246251565e-15,1.0,1.0,0.12,5.0,16.44,0.0005841312080156058,0.0009122475632466375
gaussian,8,2,3,35.0,best_tested_T,0,100,0.04,0.0,6.104825603251845,3.5918438865716493,5.92792369922395,8.748670350538772,0.9981942445632295,0.9946621350684957,1.0,1.0,0.18057554367705422,0.91,0.96,0.0,5.0,0.0,0.00013899707118980587,0.0002533328719437122
gaussian,8,2,3,35.0,best_tested_T,1,100,0.04,0.0,6.114130937036074,3.5918438865716493,5.92792369922395,8.748670350538772,1.0,1.0,1.0,1.0,6.661338147750939e-16,1.0,1.0,0.09,5.0,15.0,0.0005389543669298291,0.0006931939045898616
