data_profile,N,L,K,active_pct,seed_rule,max_swaps,cases,seed_T_mean,seed_T_p50,u_g_mean,u_g_p05,u_g_p50,u_g_p95,fraction_exact_mean,fraction_exact_p05,fraction_exact_p50,fraction_exact_p95,gap_to_exact_pct_mean,exact_rate,near_99_rate,swaps_applied_mean,add_candidate_count_mean,evaluated_swap_count_mean,elapsed_seconds_mean,elapsed_seconds_p95
gaussian,12,2,4,30.0,T_0,1,100,0.0,0.0,10.665799589568564,5.209099930389265,10.607368699292971,18.128801897808394,0.9995223211696527,0.9999999999999996,1.0,1.0000000000000004,0.04776788303473367,0.98,0.99,0.31,8.0,32.0,0.0009924641833640635,0.0012545850360766054
gaussian,12,2,4,30.0,T_0,2,100,0.0,0.0,10.668713735590861,5.209099930389265,10.607368699292971,18.128801897808394,1.0,0.9999999999999996,1.0,1.0000000000000004,1.5543122344752192e-15,1.0,1.0,0.33,8.0,40.68,0.0012424901057966054,0.002134593279333785
gaussian,12,2,4,30.0,T_0p025N,0,100,0.0,0.0,10.444198915432665,4.809309718346535,10.57704933531732,16.7711423927844,0.9793215452360832,0.8791918073710492,1.0,1.0000000000000002,2.0678454763916894,0.69,0.72,0.0,8.0,0.0,0.00012984359986148775,0.00021538432920351622
gaussian,12,2,4,30.0,T_0p025N,1,100,0.0,0.0,10.665799589568564,5.209099930389265,10.607368699292971,18.128801897808394,0.9995223211696527,0.9999999999999996,1.0,1.0000000000000004,0.04776788303473367,0.98,0.99,0.31,8.0,32.0,0.0009808881185017525,0.0011936525523196905
gaussian,12,2,4,30.0,T_0p025N,2,100,0.0,0.0,10.668713735590861,5.209099930389265,10.607368699292971,18.128801897808394,1.0,0.9999999999999996,1.0,1.0000000000000004,1.5543122344752192e-15,1.0,1.0,0.33,8.0,40.68,0.0012312240444589406,0.001903757738182321
gaussian,12,2,4,30.0,T_0p05N,0,100,1.0,1.0,8.713476631149042,4.69048532761339,8.781113699111584,13.906197400091973,0.8305385623613128,0.6435573314934466,0.8202018880086219,1.0,16.94614376386871,0.14,0.17,0.0,8.0,0.0,0.00013257420621812344,0.00021215463057160376
gaussian,12,2,4,30.0,T_0p05N,1,100,1.0,1.0,10.668690094731822,5.209099930389268,10.607368699292973,18.1288018978084,0.9999981249676242,0.9999999999999994,1.0,1.0000000000000004,0.00018750323758442988,0.99,1.0,0.86,8.0,32.0,0.0009796232578810305,0.0011314167466480284
gaussian,12,2,4,30.0,T_0p05N,2,100,1.0,1.0,10.668713735590861,5.209099930389268,10.607368699292973,18.1288018978084,1.0,0.9999999999999996,1.0,1.0000000000000004,-6.661338147750939e-16,1.0,1.0,0.87,8.0,56.08,0.0016386616067029535,0.002006389613961801
gaussian,12,2,4,30.0,best_tested_T,0,100,0.19,0.0,10.567117738364296,5.209099930389268,10.607368699292971,16.985295473042658,0.9927734920870988,0.9257953547431892,1.0,1.0000000000000002,0.7226507912901268,0.83,0.88,0.0,8.0,0.0,0.00014994892524555325,0.00024363302509300405
gaussian,12,2,4,30.0,best_tested_T,1,100,0.19,0.0,10.668713735590861,5.209099930389268,10.607368699292971,18.128801897808394,1.0,0.9999999999999996,1.0,1.0000000000000004,3.219646771412954e-15,1.0,1.0,0.17,8.0,32.0,0.0009926660335622729,0.0011916895047761498
gaussian,12,2,4,30.0,best_tested_T,2,100,0.19,0.0,10.668713735590861,5.209099930389268,10.607368699292971,18.128801897808394,1.0,0.9999999999999996,1.0,1.0000000000000004,3.219646771412954e-15,1.0,1.0,0.17,8.0,36.76,0.0011362618941348046,0.0018362779053859412
gaussian,12,2,4,35.0,T_0,0,100,0.0,0.0,10.444198915432665,4.809309718346535,10.57704933531732,16.7711423927844,0.9793215452360832,0.8791918073710492,1.0,1.0000000000000002,2.0678454763916894,0.69,0.72,0.0,8.0,0.0,0.0001276807114481926,0.0002110325964167714
gaussian,12,2,4,35.0,T_0,1,100,0.0,0.0,10.665799589568564,5.209099930389265,10.607368699292971,18.128801897808394,0.9995223211696527,0.9999999999999996,1.0,1.0000000000000004,0.04776788303473367,0.98,0.99,0.31,8.0,32.0,0.0009765455743763596,0.0011805923481006176
gaussian,12,2,4,35.0,T_0,2,100,0.0,0.0,10.668713735590861,5.209099930389265,10.607368699292971,18.128801897808394,1.0,0.9999999999999996,1.0,1.0000000000000004,1.5543122344752192e-15,1.0,1.0,0.33,8.0,40.68,0.0012241229729261249,0.0020017173665110017
gaussian,12,2,4,35.0,T_0p025N,0,100,0.0,0.0,10.444198915432665,4.809309718346535,10.57704933531732,16.7711423927844,0.9793215452360832,0.8791918073710492,1.0,1.0000000000000002,2.0678454763916894,0.69,0.72,0.0,8.0,0.0,0.00012598925735801458,0.00020101883565075694
gaussian,12,2,4,35.0,T_0p025N,1,100,0.0,0.0,10.665799589568564,5.209099930389265,10.607368699292971,18.128801897808394,0.9995223211696527,0.9999999999999996,1.0,1.0000000000000004,0.04776788303473367,0.98,0.99,0.31,8.0,32.0,0.0009763066843152046,0.0011477486230432987
gaussian,12,2,4,35.0,T_0p025N,2,100,0.0,0.0,10.668713735590861,5.209099930389265,10.607368699292971,18.128801897808394,1.0,0.9999999999999996,1.0,1.0000000000000004,1.5543122344752192e-15,1.0,1.0,0.33,8.0,40.68,0.0012198986136354507,0.001961442740866914
gaussian,12,2,4,35.0,T_0p05N,0,100,1.0,1.0,8.713476631149042,4.69048532761339,8.781113699111584,13.906197400091973,0.8305385623613128,0.6435573314934466,0.8202018880086219,1.0,16.94614376386871,0.14,0.17,0.0,8.0,0.0,0.00012887140037491917,0.00020244611077941953
gaussian,12,2,4,35.0,T_0p05N,1,100,1.0,1.0,10.668690094731822,5.209099930389268,10.607368699292973,18.1288018978084,0.9999981249676242,0.9999999999999994,1.0,1.0000000000000004,0.00018750323758442988,0.99,1.0,0.86,8.0,32.0,0.000989401888800785,0.0011638889205642044
gaussian,12,2,4,35.0,T_0p05N,2,100,1.0,1.0,10.668713735590861,5.209099930389268,10.607368699292973,18.1288018978084,1.0,0.9999999999999996,1.0,1.0000000000000004,-6.661338147750939e-16,1.0,1.0,0.87,8.0,56.08,0.001658817931311205,0.00204213575925678
gaussian,12,2,4,35.0,best_tested_T,0,100,0.19,0.0,10.567117738364296,5.209099930389268,10.607368699292971,16.985295473042658,0.9927734920870988,0.9257953547431892,1.0,1.0000000000000002,0.7226507912901268,0.83,0.88,0.0,8.0,0.0,0.00015330390189774334,0.0002744098834227771
gaussian,12,2,4,35.0,best_tested_T,1,100,0.19,0.0,10.668713735590861,5.209099930389268,10.607368699292971,18.128801897808394,1.0,0.9999999999999996,1.0,1.0000000000000004,3.219646771412954e-15,1.0,1.0,0.17,8.0,32.0,0.0009947639040183275,0.001238756556995213
gaussian,12,2,4,35.0,best_tested_T,2,100,0.19,0.0,10.668713735590861,5.209099930389268,10.607368699292971,18.128801897808394,1.0,0.9999999999999996,1.0,1.0000000000000004,3.219646771412954e-15,1.0,1.0,0.17,8.0,36.76,0.0011218140681739897,0.001772415841696784
gaussian,12,2,5,40.0,T_0,0,100,0.0,0.0,16.194327803865903,6.445133705714401,15.607543202515116,29.634844292065445,0.9679821859104827,0.8433492201433135,1.0,1.0,3.201781408951727,0.61,0.64,0.0,7.0,0.0,0.00012661641230806708,0.00017832181183621287
gaussian,12,2,5,40.0,T_0,1,100,0.0,0.0,16.580158686781388,7.877129347644966,15.817618159078329,29.634844292065445,0.9971260284184946,0.9999999999999994,1.0,1.0000000000000002,0.287397158150542,0.96,0.97,0.38,7.0,35.0,0.0010622501489706338,0.0012327956501394508
gaussian,12,2,5,40.0,T_0,2,100,0.0,0.0,16.603566684427268,7.877129347644966,15.817618159078329,29.634844292065445,0.9997649827768287,0.9999999999999996,1.0,1.0000000000000002,0.023501722317131657,0.98,0.99,0.41,7.0,46.4,0.0013788326270878315,0.0021768272621557117
gaussian,12,2,5,40.0,T_0p025N,0,100,0.0,0.0,16.194327803865903,6.445133705714401,15.607543202515116,29.634844292065445,0.9679821859104827,0.8433492201433135,1.0,1.0,3.201781408951727,0.61,0.64,0.0,7.0,0.0,0.00013155243126675487,0.00020563485450111326
gaussian,12,2,5,40.0,T_0p025N,1,100,0.0,0.0,16.580158686781388,7.877129347644966,15.817618159078329,29.634844292065445,0.9971260284184946,0.9999999999999994,1.0,1.0000000000000002,0.287397158150542,0.96,0.97,0.38,7.0,35.0,0.001060324024874717,0.001215532119385898
gaussian,12,2,5,40.0,T_0p025N,2,100,0.0,0.0,16.603566684427268,7.877129347644966,15.817618159078329,29.634844292065445,0.9997649827768287,0.9999999999999996,1.0,1.0000000000000002,0.023501722317131657,0.98,0.99,0.41,7.0,46.4,0.0013857906172052026,0.002055447001475841
gaussian,12,2,5,40.0,T_0p05N,0,100,1.0,1.0,13.238064862596023,6.030542491332332,12.829540587695472,22.704416541785157,0.8152900927662589,0.6002003627356319,0.8152924661275707,1.0,18.47099072337411,0.19,0.22,0.0,7.0,0.0,0.00013119837967678905,0.00019176453934051095
gaussian,12,2,5,40.0,T_0p05N,1,100,1.0,1.0,16.577384271387487,7.877129347644966,15.817618159078332,29.634844292065445,0.9985922640967799,0.9956017082774197,1.0,1.0000000000000004,0.14077359032201509,0.94,0.95,0.81,7.0,35.0,0.0010684467235114426,0.0012629023869521914
gaussian,12,2,5,40.0,T_0p05N,2,100,1.0,1.0,16.604214323206133,7.877129347644966,15.817618159078332,29.634844292065445,0.9998121301342664,0.9999999999999994,1.0,1.0000000000000004,0.01878698657335398,0.99,0.99,0.86,7.0,59.3,0.0017359731323085725,0.0021018190891481936
gaussian,12,2,5,40.0,best_tested_T,0,100,0.31,0.0,16.515273149307305,7.877129347644966,15.817618159078332,29.634844292065445,0.9955670503432479,0.9656826186176469,1.0,1.0000000000000002,0.44329496567521376,0.84,0.88,0.0,7.0,0.0,0.00015614967211149633,0.0002706851286347955
gaussian,12,2,5,40.0,best_tested_T,1,100,0.31,0.0,16.605134650177476,7.877129347644966,15.817618159078332,29.634844292065445,1.0,0.9999999999999998,1.0,1.0000000000000002,8.881784197001252e-16,1.0,1.0,0.16,7.0,35.0,0.0010702876711729914,0.0012766643252689392
gaussian,12,2,5,40.0,best_tested_T,2,100,0.31,0.0,16.605134650177476,7.877129347644966,15.817618159078332,29.634844292065445,1.0,0.9999999999999998,1.0,1.0000000000000002,8.881784197001252e-16,1.0,1.0,0.16,7.0,39.8,0.0012044947245158256,0.001958182454109192
gaussian,12,2,5,45.0,T_0,0,100,0.0,0.0,16.194327803865903,6.445133705714401,15.607543202515116,29.634844292065445,0.9679821859104827,0.8433492201433135,1.0,1.0,3.201781408951727,0.61,0.64,0.0,7.0,0.0,0.00013828611583448946,0.00022432268015109002
gaussian,12,2,5,45.0,T_0,1,100,0.0,0.0,16.580158686781388,7.877129347644966,15.817618159078329,29.634844292065445,0.9971260284184946,0.9999999999999994,1.0,1.0000000000000002,0.287397158150542,0.96,0.97,0.38,7.0,35.0,0.0010783648863434791,0.0013155602500773966
gaussian,12,2,5,45.0,T_0,2,100,0.0,0.0,16.603566684427268,7.877129347644966,15.817618159078329,29.634844292065445,0.9997649827768287,0.9999999999999996,1.0,1.0000000000000002,0.023501722317131657,0.98,0.99,0.41,7.0,46.4,0.001395062101073563,0.0021759577968623487
gaussian,12,2,5,45.0,T_0p025N,0,100,0.0,0.0,16.194327803865903,6.445133705714401,15.607543202515116,29.634844292065445,0.9679821859104827,0.8433492201433135,1.0,1.0,3.201781408951727,0.61,0.64,0.0,7.0,0.0,0.0001305398251861334,0.0002066684595774859
gaussian,12,2,5,45.0,T_0p025N,1,100,0.0,0.0,16.580158686781388,7.877129347644966,15.817618159078329,29.634844292065445,0.9971260284184946,0.9999999999999994,1.0,1.0000000000000002,0.287397158150542,0.96,0.97,0.38,7.0,35.0,0.0010732319857925177,0.0012932506040669977
gaussian,12,2,5,45.0,T_0p025N,2,100,0.0,0.0,16.603566684427268,7.877129347644966,15.817618159078329,29.634844292065445,0.9997649827768287,0.9999999999999996,1.0,1.0000000000000002,0.023501722317131657,0.98,0.99,0.41,7.0,46.4,0.0013832645898219198,0.002071732812328264
gaussian,12,2,5,45.0,T_0p05N,0,100,1.0,1.0,13.238064862596023,6.030542491332332,12.829540587695472,22.704416541785157,0.8152900927662589,0.6002003627356319,0.8152924661275707,1.0,18.47099072337411,0.19,0.22,0.0,7.0,0.0,0.0001314009423367679,0.0001984872855246067
gaussian,12,2,5,45.0,T_0p05N,1,100,1.0,1.0,16.577384271387487,7.877129347644966,15.817618159078332,29.634844292065445,0.9985922640967799,0.9956017082774197,1.0,1.0000000000000004,0.14077359032201509,0.94,0.95,0.81,7.0,35.0,0.0010750156198628246,0.0013049448432866483
gaussian,12,2,5,45.0,T_0p05N,2,100,1.0,1.0,16.604214323206133,7.877129347644966,15.817618159078332,29.634844292065445,0.9998121301342664,0.9999999999999994,1.0,1.0000000000000004,0.01878698657335398,0.99,0.99,0.86,7.0,59.3,0.001726365607464686,0.002164067671401426
gaussian,12,2,5,45.0,best_tested_T,0,100,0.31,0.0,16.515273149307305,7.877129347644966,15.817618159078332,29.634844292065445,0.9955670503432479,0.9656826186176469,1.0,1.0000000000000002,0.44329496567521376,0.84,0.88,0.0,7.0,0.0,0.0001584781240671873,0.00028801065636798736
gaussian,12,2,5,45.0,best_tested_T,1,100,0.31,0.0,16.605134650177476,7.877129347644966,15.817618159078332,29.634844292065445,1.0,0.9999999999999998,1.0,1.0000000000000002,8.881784197001252e-16,1.0,1.0,0.16,7.0,35.0,0.0010722773126326502,0.0012306344346143306
gaussian,12,2,5,45.0,best_tested_T,2,100,0.31,0.0,16.605134650177476,7.877129347644966,15.817618159078332,29.634844292065445,1.0,0.9999999999999998,1.0,1.0000000000000002,8.881784197001252e-16,1.0,1.0,0.16,7.0,39.8,0.00122882648720406,0.0021080270467791705
gaussian,12,2,6,50.0,T_0,0,100,0.0,0.0,23.124902089415396,8.418119834407797,22.21413877880032,44.10454451081247,0.9527081843658523,0.7614327386628753,0.9999999999999999,1.0,4.729181563414774,0.55,0.57,0.0,6.0,0.0,0.00013386825216002763,0.00022473500575870267
gaussian,12,2,6,50.0,T_0,1,100,0.0,0.0,24.025372980980563,10.165695104546845,22.21413877880032,44.10454451081247,0.9971241155109364,0.9856668546028796,1.0,1.0000000000000004,0.2875884489063567,0.94,0.94,0.44,6.0,36.0,0.0010955225536599755,0.0013011523929890244
gaussian,12,2,6,50.0,T_0,2,100,0.0,0.0,24.046831315622594,10.165695104546845,22.21413877880032,44.10454451081247,0.9989592827460355,0.9999999999999996,1.0,1.0000000000000004,0.1040717253964577,0.97,0.97,0.47,6.0,49.2,0.0015005612012464553,0.002220942720305174
gaussian,12,2,6,50.0,T_0p025N,0,100,0.0,0.0,23.124902089415396,8.418119834407797,22.21413877880032,44.10454451081247,0.9527081843658523,0.7614327386628753,0.9999999999999999,1.0,4.729181563414774,0.55,0.57,0.0,6.0,0.0,0.0001397590129636228,0.00021923274034634231
gaussian,12,2,6,50.0,T_0p025N,1,100,0.0,0.0,24.025372980980563,10.165695104546845,22.21413877880032,44.10454451081247,0.9971241155109364,0.9856668546028796,1.0,1.0000000000000004,0.2875884489063567,0.94,0.94,0.44,6.0,36.0,0.001093311539152637,0.0013111501175444573
gaussian,12,2,6,50.0,T_0p025N,2,100,0.0,0.0,24.046831315622594,10.165695104546845,22.21413877880032,44.10454451081247,0.9989592827460355,0.9999999999999996,1.0,1.0000000000000004,0.1040717253964577,0.97,0.97,0.47,6.0,49.2,0.0014695634390227497,0.002301140042254701
gaussian,12,2,6,50.0,T_0p05N,0,100,1.0,1.0,19.101297825905963,7.37144684907977,18.032306432468943,35.12447635928193,0.8096400043537073,0.5914866265571029,0.8154422716120054,1.0,19.03599956462927,0.16,0.18,0.0,6.0,0.0,0.00013025908614508808,0.00019732487853616477
gaussian,12,2,6,50.0,T_0p05N,1,100,1.0,1.0,24.029248047826027,10.165695104546845,22.21413877880032,44.104544510812495,0.9983648715568143,0.9993056904482477,1.0,1.0000000000000004,0.1635128443185705,0.95,0.95,0.83,6.0,36.0,0.0011120466329157352,0.0013236124359536914
gaussian,12,2,6,50.0,T_0p05N,2,100,1.0,1.0,24.0666887717221,10.165695104546845,22.21413877880032,44.104544510812495,0.9998611380896497,0.9999999999999994,1.0,1.0000000000000004,0.013886191035026307,0.99,0.99,0.87,6.0,60.9,0.001779243330238387,0.0021838391199707984
gaussian,12,2,6,50.0,best_tested_T,0,100,0.32,0.0,23.71453839909561,10.165695104546845,22.21413877880032,44.10454451081247,0.9890432010052207,0.9231396597426506,1.0,1.0000000000000002,1.0956798994779302,0.76,0.79,0.0,6.0,0.0,0.00014889370300807058,0.00025359926512464877
gaussian,12,2,6,50.0,best_tested_T,1,100,0.32,0.0,24.060627582513895,10.165695104546845,22.21413877880032,44.10454451081247,0.9997717472172313,0.9999999999999998,1.0,1.0000000000000002,0.022825278276866978,0.99,0.99,0.24,6.0,36.0,0.0011053136782720684,0.0013574621465522795
gaussian,12,2,6,50.0,best_tested_T,2,100,0.32,0.0,24.067937928061298,10.165695104546845,22.21413877880032,44.10454451081247,1.0,0.9999999999999998,1.0,1.0000000000000002,-5.551115123125783e-16,1.0,1.0,0.25,6.0,43.2,0.0013107522448990495,0.0020698854059446603
gaussian,16,2,4,25.0,T_0,0,100,0.0,0.0,11.186978913418159,5.256055080324321,10.773146374074267,17.79835214450223,0.9811964081981647,0.9066750529985022,1.0,1.0000000000000004,1.8803591801835284,0.67,0.72,0.0,8.0,0.0,0.00012738458812236786,0.00018825955339707431
gaussian,16,2,4,25.0,T_0,1,100,0.0,0.0,11.379095235013118,5.552120165694521,10.97345724162372,17.79835214450223,0.9994651289365751,0.9999999999999996,1.0,1.0000000000000007,0.05348710634248488,0.97,0.98,0.32,8.0,32.0,0.0009770779451355339,0.0011766615381930024
gaussian,16,2,4,25.0,T_0,2,100,0.0,0.0,11.382173142622047,5.552120165694521,10.97345724162372,17.79835214450223,0.9999022383725863,0.9999999999999996,1.0,1.0000000000000007,0.009776162741376382,0.99,1.0,0.34,8.0,40.96,0.0012403352535329758,0.0019475355569738893
gaussian,16,2,4,25.0,T_0p025N,0,100,0.0,0.0,11.186978913418159,5.256055080324321,10.773146374074267,17.79835214450223,0.9811964081981647,0.9066750529985022,1.0,1.0000000000000004,1.8803591801835284,0.67,0.72,0.0,8.0,0.0,0.00013129688566550611,0.00020323983044363557
gaussian,16,2,4,25.0,T_0p025N,1,100,0.0,0.0,11.379095235013118,5.552120165694521,10.97345724162372,17.79835214450223,0.9994651289365751,0.9999999999999996,1.0,1.0000000000000007,0.05348710634248488,0.97,0.98,0.32,8.0,32.0,0.0009727082494646311,0.0011713748332113027
gaussian,16,2,4,25.0,T_0p025N,2,100,0.0,0.0,11.382173142622047,5.552120165694521,10.97345724162372,17.79835214450223,0.9999022383725863,0.9999999999999996,1.0,1.0000000000000007,0.009776162741376382,0.99,1.0,0.34,8.0,40.96,0.0012311781430616976,0.0018514403200242668
gaussian,16,2,4,25.0,T_0p05N,0,100,1.0,1.0,9.430229152352402,5.145061608481461,9.004485072020127,15.0111291708706,0.8393289989660286,0.6747834888463811,0.8374949775819198,1.0,16.067100103397138,0.14,0.15,0.0,9.0,0.0,0.00012884291005320846,0.00019444716162979596
gaussian,16,2,4,25.0,T_0p05N,1,100,1.0,1.0,11.36298627924355,5.55212016569452,10.97345724162372,17.79835214450223,0.9983849424084502,0.9899579514133907,1.0,1.0000000000000004,0.161505759154979,0.94,0.95,0.86,9.0,36.0,0.0010921594232786447,0.0013153533684089778
gaussian,16,2,4,25.0,T_0p05N,2,100,1.0,1.0,11.382173142622047,5.55212016569452,10.97345724162372,17.79835214450223,0.9999022383725863,0.9999999999999996,1.0,1.0000000000000004,0.009776162741381489,0.99,1.0,0.91,9.0,63.52,0.001836910150013864,0.002373031084425747
gaussian,16,2,4,25.0,best_tested_T,0,100,0.19,0.0,11.298315893909297,5.551970319739742,10.93265855081795,17.79835214450223,0.9936330169100933,0.9535387319649726,1.0,1.0000000000000004,0.6366983089906727,0.82,0.85,0.0,8.19,0.0,0.0001520740578416735,0.0002518458059057593
gaussian,16,2,4,25.0,best_tested_T,1,100,0.19,0.0,11.382173142622047,5.552120165694521,10.97345724162372,17.79835214450223,0.9999022383725863,0.9999999999999997,1.0,1.0000000000000004,0.00977616274137949,0.99,1.0,0.17,8.19,32.76,0.0010090339602902532,0.0012233087967615575
gaussian,16,2,4,25.0,best_tested_T,2,100,0.19,0.0,11.382173142622047,5.552120165694521,10.97345724162372,17.79835214450223,0.9999022383725863,0.9999999999999997,1.0,1.0000000000000004,0.00977616274137949,0.99,1.0,0.17,8.19,37.64,0.0011413993465248496,0.001728436327539384
gaussian,16,2,5,30.0,T_0,0,100,0.0,0.0,17.79701872962145,7.190626333585186,17.160198081179253,31.237289321746395,0.9668110633897249,0.8524613788865228,1.0,1.0,3.3188936610275186,0.56,0.6,0.0,8.0,0.0,0.00012491380446590482,0.00018234507879242296
gaussian,16,2,5,30.0,T_0,1,100,0.0,0.0,18.325476557122386,7.792506934751612,17.463056659848654,32.99470124626859,0.9980124963219104,0.9980324515189472,1.0,1.0000000000000004,0.1987503678089696,0.94,0.95,0.43,8.0,40.0,0.0012018920725677161,0.001459790562512353
gaussian,16,2,5,30.0,T_0,2,100,0.0,0.0,18.329867642535945,7.792506934751612,17.463056659848654,32.99470124626859,0.9987464498052779,0.9999999999999992,1.0,1.0000000000000004,0.1253550194722053,0.96,0.96,0.45,8.0,55.05,0.0016243502800352872,0.0023639796243514863
gaussian,16,2,5,30.0,T_0p025N,0,100,0.0,0.0,17.79701872962145,7.190626333585186,17.160198081179253,31.237289321746395,0.9668110633897249,0.8524613788865228,1.0,1.0,3.3188936610275186,0.56,0.6,0.0,8.0,0.0,0.00013197855209000407,0.00021796756773255764
gaussian,16,2,5,30.0,T_0p025N,1,100,0.0,0.0,18.325476557122386,7.792506934751612,17.463056659848654,32.99470124626859,0.9980124963219104,0.9980324515189472,1.0,1.0000000000000004,0.1987503678089696,0.94,0.95,0.43,8.0,40.0,0.0012049635488074273,0.0014871426159515978
gaussian,16,2,5,30.0,T_0p025N,2,100,0.0,0.0,18.329867642535945,7.792506934751612,17.463056659848654,32.99470124626859,0.9987464498052779,0.9999999999999992,1.0,1.0000000000000004,0.1253550194722053,0.96,0.96,0.45,8.0,55.05,0.0016123845207039267,0.0024135326442774377
gaussian,16,2,5,30.0,T_0p05N,0,100,1.0,1.0,14.839420848523508,7.450535039046575,13.958898110861734,26.678691750005584,0.823594739116035,0.6269098097519505,0.8437485583509468,1.0,17.6405260883965,0.14,0.14,0.0,9.0,0.0,0.00012797410134226083,0.0002079397439956665
gaussian,16,2,5,30.0,T_0p05N,1,100,1.0,1.0,18.27691572675052,7.792506934751612,17.56024354263871,32.994701246268576,0.9966731129134448,0.9827885353067717,1.0,1.0000000000000007,0.33268870865550587,0.9,0.93,0.86,9.0,45.0,0.0013284296542406082,0.0016369707009289414
gaussian,16,2,5,30.0,T_0p05N,2,100,1.0,1.0,18.342170983851144,7.792506934751612,17.644756751793288,32.994701246268576,0.9995378282901517,0.9999999999999991,1.0,1.0000000000000007,0.046217170984826146,0.97,0.97,0.94,9.0,79.4,0.00224329752731137,0.002689776715124026
gaussian,16,2,5,30.0,best_tested_T,0,100,0.37,0.0,18.0831929781858,7.792506934751612,17.34258039377211,31.237289321746395,0.9889647539318009,0.908521484382706,1.0,1.0000000000000002,1.1035246068198965,0.76,0.8,0.0,8.34,0.0,0.00014116624020971358,0.00021706307306885712
gaussian,16,2,5,30.0,best_tested_T,1,100,0.37,0.0,18.342816799367682,7.792506934751612,17.463056659848654,32.99470124626859,0.9996663780805828,0.9999999999999998,1.0,1.0000000000000002,0.03336219194171741,0.99,0.99,0.23,8.34,41.7,0.0012301194854080677,0.0014936124498490244
gaussian,16,2,5,30.0,best_tested_T,2,100,0.37,0.0,18.342816799367682,7.792506934751612,17.463056659848654,32.99470124626859,0.9996663780805828,0.9999999999999998,1.0,1.0000000000000002,0.03336219194171741,0.99,0.99,0.23,8.34,49.85,0.0014627372159156948,0.0022283748548943545
gaussian,16,2,6,35.0,T_0,0,100,0.0,0.0,26.522609454683447,9.344368762356737,24.544125172319436,51.01403833308558,0.9502678891247456,0.7509727029359146,1.0,1.0,4.973211087525439,0.52,0.56,0.0,8.0,0.0,0.00012926329392939806,0.0001940632122568786
gaussian,16,2,6,35.0,T_0,1,100,0.0,0.0,27.519289511023004,10.767992222371777,26.086171723169215,51.93578151244096,0.9921681451316169,0.9263044833496251,1.0,1.0000000000000004,0.7831854868383107,0.89,0.89,0.46,8.0,48.0,0.0013884578819852323,0.0016994781442917883
gaussian,16,2,6,35.0,T_0,2,100,0.0,0.0,27.61421629009489,10.767992222371777,26.086171723169215,51.93578151244096,0.9968257893975143,0.9999999999999996,1.0,1.0000000000000004,0.3174210602485663,0.96,0.96,0.55,8.0,67.32,0.00191687899408862,0.0027924538182560353
gaussian,16,2,6,35.0,T_0p025N,0,100,0.0,0.0,26.522609454683447,9.344368762356737,24.544125172319436,51.01403833308558,0.9502678891247456,0.7509727029359146,1.0,1.0,4.973211087525439,0.52,0.56,0.0,8.0,0.0,0.00012748379493132233,0.00018563712947070596
gaussian,16,2,6,35.0,T_0p025N,1,100,0.0,0.0,27.519289511023004,10.767992222371777,26.086171723169215,51.93578151244096,0.9921681451316169,0.9263044833496251,1.0,1.0000000000000004,0.7831854868383107,0.89,0.89,0.46,8.0,48.0,0.00139406303409487,0.0017124426900409161
gaussian,16,2,6,35.0,T_0p025N,2,100,0.0,0.0,27.61421629009489,10.767992222371777,26.086171723169215,51.93578151244096,0.9968257893975143,0.9999999999999996,1.0,1.0000000000000004,0.3174210602485663,0.96,0.96,0.55,8.0,67.32,0.001917925215093419,0.002786922751693055
gaussian,16,2,6,35.0,T_0p05N,0,100,1.0,1.0,21.915711825040567,9.747118420137143,20.203278388445753,43.86743582637847,0.8074403353367401,0.6265508580021836,0.8107101063382792,1.0,19.255966466325987,0.08,0.11,0.0,9.0,0.0,0.00013026468688622116,0.0001861180702690035
gaussian,16,2,6,35.0,T_0p05N,1,100,1.0,1.0,27.534781583275134,10.767992222371777,26.086171723169226,51.93578151244096,0.9946507340882523,0.952538314970714,1.0,1.0000000000000007,0.534926591174773,0.87,0.87,0.92,9.0,54.0,0.0015582308650482447,0.0018997036153450607
gaussian,16,2,6,35.0,T_0p05N,2,100,1.0,1.0,27.6813678059675,10.767992222371777,26.086171723169226,51.93578151244096,0.9994964157492439,0.9999999999999991,1.0,1.0000000000000007,0.05035842507561883,0.98,0.99,1.05,9.0,98.16,0.0030112654925324024,0.0033423943736124785
gaussian,16,2,6,35.0,best_tested_T,0,100,0.42,0.0,27.238704445020545,10.767992222371777,25.674805799219012,51.01403833308558,0.9859256484381822,0.9289234689503844,1.0,1.0,1.4074351561817795,0.65,0.72,0.0,8.36,0.0,0.00014473631395958364,0.000231921678641811
gaussian,16,2,6,35.0,best_tested_T,1,100,0.42,0.0,27.610504073016568,10.767992222371777,26.086171723169215,51.93578151244096,0.997561862340867,0.9999999999999996,1.0,1.0000000000000004,0.2438137659133044,0.96,0.96,0.33,8.36,50.16,0.0014559847116470336,0.0017994360998272894
gaussian,16,2,6,35.0,best_tested_T,2,100,0.42,0.0,27.650745673302584,10.767992222371777,26.086171723169215,51.93578151244096,0.9986604803564579,0.9999999999999997,1.0,1.0000000000000004,0.13395196435420906,0.97,0.97,0.35,8.36,64.86,0.0018599458481185138,0.002896056417375803
gaussian,16,2,6,40.0,T_0,0,100,0.0,0.0,26.522609454683447,9.344368762356737,24.544125172319436,51.01403833308558,0.9502678891247456,0.7509727029359146,1.0,1.0,4.973211087525439,0.52,0.56,0.0,8.0,0.0,0.00012871780432760716,0.00018718344508670268
