data_profile,N,L,K,off_pct,active_pct,cases,best_T_min,best_T_p05,best_T_p25,best_T_median,best_T_p75,best_T_p95,best_T_max,best_T_mean,best_T_std,best_T_iqr,best_T_cv,best_T_over_N_mean,best_T_over_K_mean
rician,5000,4,1250,75.0,25.0,100,193,307.45,443.0,562.5,714.0,1053.85,1250,599.07,215.83894365002715,271.0,0.36029002228458634,0.11981400000000003,0.4792560000000001
rician,5000,4,2500,50.0,50.0,100,372,440.95,525.25,603.5,690.75,788.55,1001,612.5,113.87442135257523,165.5,0.18591742261644933,0.12249999999999998,0.24499999999999997
