target_obj,exact_objective,target_metric,target_direction,algorithm,active_count_mean,active_count_std,u_bf_mean,u_bf_std,u_i_mean,u_i_std,u_g_mean,u_g_std,target_value_mean,target_value_std,objective_gap_pct_mean,objective_gap_pct_std,elapsed_seconds_mean,elapsed_seconds_std,enumeration_seconds_mean,gurobi_model_seconds_mean,direct_scan_seconds_mean,samples
bf,bf,u_bf,max,Coutino,11.0,0.0,15.118497510488789,3.2575074448351047,40.27076760421399,20.865507425413384,374.61092267983327,295.1403090317293,15.118497510488789,3.2575074448351047,8.331619115128932,3.5763177595618214,0.0008685000000497212,2.733813721502938e-05,0.0,0.0,0.0,10
bf,bf,u_bf,max,Gurobi-BF,11.0,0.0,16.43903871936535,3.290679159904065,68.31113671804123,30.284121751244673,279.902650376822,174.03128772255963,16.43903871936535,3.290679159904065,0.0,0.0,116.98029406649998,2.642377434737159,95.06997855,21.91031551649999,0.9265802794999672,10
bf,bf,u_bf,max,Gurobi-Gen,11.0,0.0,15.071960244903604,2.9631169480659936,37.18891575001529,15.9199513147341,376.18468154290224,294.2868117978237,15.071960244903604,2.9631169480659936,7.969928005659729,6.307456402042159,116.82396873299994,2.516095715758199,95.06997855,21.753990182999964,0.9099038124000316,10
bf,bf,u_bf,max,Gurobi-Int,5.0,0.0,1.852369260097469,0.6268804905230274,0.3277328623273644,0.15307902343819726,4.271917899206105,1.4566386099964905,1.852369260097469,0.6268804905230274,88.87226645654812,2.90304932294631,116.71401927490004,2.500160768316421,95.06997855,21.644040724900037,1.0054092247000341,10
bf,bf,u_bf,max,H1,11.0,0.0,14.894509191167908,3.4145489945288046,41.2760232184912,22.16790952406045,355.2498563513645,298.2805426273465,14.894509191167908,3.4145489945288046,9.782466614169692,6.242414869149119,0.00034424189997821485,1.9698993228083658e-05,0.0,0.0,0.0,10
bf,bf,u_bf,max,H2,11.0,0.0,7.527055105777914,2.019343533400138,3.5453483272785613,2.1943029995836993,77.08190519877505,45.90105762163445,7.527055105777914,2.019343533400138,54.578577467845705,7.97587862073417,0.0005808457999734173,2.4465346591592737e-05,0.0,0.0,0.0,10
bf,bf,u_bf,max,H3-Fast,11.0,0.0,6.96142137847699,1.763967003356754,3.368588271721246,2.2259971391758775,57.925662505493804,31.509631786624848,6.96142137847699,1.763967003356754,57.57608980977123,8.873129724733511,0.000627804100014373,0.0001768715991065235,0.0,0.0,0.0,10
bf,bf,u_bf,max,H3-threshold-BF,11.0,0.0,15.680649732261264,3.0158577948065406,48.15145084718733,19.929252275752134,368.45094593322517,297.42806983095704,15.680649732261264,3.0158577948065406,4.465380678141928,1.4476167653140088,0.0003951623999597587,1.2122723925453048e-05,0.0,0.0,0.0,10
bf,bf,u_bf,max,H3-threshold-Gen,11.0,0.0,15.224790467267374,3.3312516859610595,40.610626967405906,20.577613449976045,373.3721328509977,295.4369741879719,15.224790467267374,3.3312516859610595,7.641197530976319,5.622644312196279,0.002423849899986408,7.875309748955999e-05,0.0,0.0,0.0,10
bf,bf,u_bf,max,H3-threshold-Int,11.0,0.0,7.003380203710508,2.656826823279943,2.7188882576928277,1.556146277380818,78.24494787584639,93.96399188523625,7.003380203710508,2.656826823279943,58.304503894495625,9.299219638461185,0.0013143375999817408,4.636215218622671e-05,0.0,0.0,0.0,10
