data_profile,generator_seed,sample,N,L,K,sigma,P,off_pct,active_pct,best_tested_T,best_tested_T_over_N,best_tested_T_over_K,best_tested_u_bf,best_tested_u_i,best_tested_u_g_value,best_tested_u_g_db,prev_T,prev_T_u_g,next_T,next_T_u_g,row_power_cv,row_power_skew3,row_power_p95_p50,row_power_p99_p50,row_power_max_p95,log_power_gap_max,log_power_gap_rank,log_power_gap_rank_pct,tail_mass_p80,tail_mass_p90,tail_mass_p95,tail_mass_p99
lognormal,42,0,1000,8,250,1.0,1.0,75.0,25.0,35,0.035,0.14,158.2579321137204,373.4996108554454,21931448857.3132,103.41067323421768,34,20157092964.674755,36,20073910332.788902,2.0130565360667547,10.149983254587644,8.100411456768798,17.197739976188483,11.183812936988117,1.0008433681074864,999,0.999,0.6660131942831267,0.497772584892107,0.35317009054112347,0.14447808125047898
lognormal,42,1,1000,8,250,1.0,1.0,75.0,25.0,48,0.048,0.192,352.5618003850552,1752.0199413427147,10194321882080.115,130.08358342162663,47,10141189967603.764,49,9567698530850.959,1.7078242421794632,5.263410421704296,7.100922052874522,19.10163765758903,5.898082820579988,0.2503445508845923,995,0.995,0.648653687826931,0.47521424904198994,0.3350160588415216,0.13350722516259023
lognormal,42,2,1000,8,250,1.0,1.0,75.0,25.0,22,0.022,0.088,365.15058700807873,2233.776792187274,11910816786607.281,130.75941544333614,21,7978213123921.32,23,11270239824483.135,1.7597896659529222,5.4073742017002555,8.393484734627618,16.869326229451573,5.122267838676127,0.44318974830397373,998,0.998,0.6689249247204014,0.49226271809779865,0.3384615040490003,0.136068874613692
lognormal,42,3,1000,8,250,1.0,1.0,75.0,25.0,76,0.076,0.304,380.6553779302763,1488.6578370278514,21743356856696.195,133.373265936508,75,21436853793398.945,77,20335801773087.246,1.6878284934530476,4.8344419077027805,7.427156923580319,16.76954321928525,4.667495884741035,0.38301458933180754,999,0.999,0.6515436700862883,0.48135322232364075,0.34196077807846725,0.12589725345295552
lognormal,42,4,1000,8,250,1.0,1.0,75.0,25.0,67,0.067,0.268,308.0862396411291,1188.4197646312261,4018541217877.534,126.04068427212843,66,2724841032294.7935,68,3857548882520.0947,1.6575327071844561,5.835686676547172,7.353900289427603,14.391764741972068,6.356722178924359,0.3113585034664371,1,0.001,0.6300175416512983,0.45829536624992273,0.32304401710402353,0.12359665913630381
lognormal,42,5,1000,8,250,1.0,1.0,75.0,25.0,64,0.064,0.256,185.12634035539097,455.55767285438276,75148830626.21147,108.7592222701827,63,52460794066.108475,65,71730352803.78957,1.8895885496614184,8.46504543490677,7.747654013315526,17.77983196567568,9.808496542257803,0.7149937060233683,1,0.001,0.651660398809078,0.4803727957421201,0.34591246754142574,0.1408618413597351
lognormal,42,6,1000,8,250,1.0,1.0,75.0,25.0,42,0.042,0.168,334.29110014577117,1531.781682202952,7099692780620.644,128.5123955624472,41,6765486410593.223,43,6365527930690.7295,1.6759120653573265,4.917394342517958,7.963763120161755,16.398071642407757,5.143049778618301,0.531739088361724,2,0.002,0.6616977836721276,0.4861150687299608,0.33678550002086155,0.11754458415320568
lognormal,42,7,1000,8,250,1.0,1.0,75.0,25.0,44,0.044,0.176,156.85492230159835,255.85721038091904,23339584688.47408,103.68093123812662,43,19680461012.43393,45,21984294339.611588,2.0616236696521937,7.966109809877775,8.878258653857968,21.46572494847179,9.457353971657161,0.8222174822623565,999,0.999,0.685577461913874,0.5268549778061193,0.38366874114029764,0.15178577870515217
lognormal,42,8,1000,8,250,1.0,1.0,75.0,25.0,12,0.012,0.048,265.12077693472884,1603.4069815648102,877289681800.3285,119.43143021455299,11,239558892099.0898,13,829751417664.4718,1.7883030033893248,6.01147456069499,8.53286010188033,17.86831219932185,6.821026361044683,1.0153149150828202,999,0.999,0.6679429470949788,0.49775622476575,0.3460626222182906,0.13179415789144383
lognormal,42,9,1000,8,250,1.0,1.0,75.0,25.0,62,0.062,0.248,253.94290657862462,718.1815575927756,850933309689.6918,119.29895524398685,61,789988013444.3546,63,813795474774.0208,1.779017512349673,6.2039722824699615,7.361879616395956,19.21310193649103,7.480871472376416,0.6664025841511743,999,0.999,0.6469470752932829,0.4785328737146507,0.34455116732836816,0.1348619993214358
lognormal,42,10,1000,8,250,1.0,1.0,75.0,25.0,32,0.032,0.128,171.1274563447674,494.1444469444587,34590506841.40955,105.38956925611203,31,31703619698.9105,33,31994840763.092953,2.105537609407933,10.092376739371094,7.733909314374868,16.43449190550923,11.176091219458243,0.6135547854097441,999,0.999,0.662717958952086,0.4935526395495079,0.351608112727509,0.15885064938198765
lognormal,42,11,1000,8,250,1.0,1.0,75.0,25.0,40,0.04,0.16,447.3214123371463,2928.831972998583,67790786334889.89,138.31170671509722,39,60934532388093.445,41,63129404747376.23,1.6613140455668027,5.39789270217463,7.156347440187092,14.95679924115218,5.320032319750789,1.0417781295327746,999,0.999,0.6481954908478027,0.4611673459824745,0.31620781186603747,0.12746543495615217
lognormal,42,12,1000,8,250,1.0,1.0,75.0,25.0,61,0.061,0.244,271.17796146010437,919.447509591057,1308959864954.1238,121.16926330510896,60,1266410962354.0889,62,1200491813296.2107,1.7653840468078639,5.1757593621837845,8.23928998297722,21.736757619944175,6.088846355275214,0.40126347776865234,996,0.996,0.6630686466630584,0.49839558753189517,0.35968375995560625,0.1279873536985934
lognormal,42,13,1000,8,250,1.0,1.0,75.0,25.0,50,0.05,0.2,202.4227738762352,479.87069879669485,147998870381.28366,111.70258400604096,49,108987994019.47289,51,143197779256.49973,1.896305258017936,7.21579686870686,7.82541779732722,17.664829110979635,8.466708705598766,0.5007711633713932,999,0.999,0.6633863519619895,0.4999629927749065,0.35808591191201006,0.14045576488091
lognormal,42,14,1000,8,250,1.0,1.0,75.0,25.0,47,0.047,0.188,251.58493588390252,577.6091320524455,884052815046.2983,119.46478211390897,46,779011966423.3031,48,855547652579.5265,1.7304462289814624,6.018740403621213,7.870537774046276,17.567082483246754,7.276433903408699,0.42075625581274634,1,0.001,0.6548430666633134,0.48078288330364854,0.33817186512917025,0.12388991052925089
lognormal,42,15,1000,8,250,1.0,1.0,75.0,25.0,22,0.022,0.088,135.2247492498818,337.04391565074627,5836454595.71184,97.66149111309178,21,4546217234.653122,23,5571299935.298259,2.1603775131455283,13.353229647747503,7.539271020404925,15.66613005530391,14.219522497091424,1.1787683671535172,1,0.001,0.6519296412912122,0.4846306343702421,0.34640434075538684,0.15495115385895614
lognormal,42,16,1000,8,250,1.0,1.0,75.0,25.0,24,0.024,0.096,273.70042558512,1041.0992105118607,1447897313643.0674,121.60737762344867,23,1406383959059.2664,25,1386399619993.221,1.8181759623802918,6.207664964695668,7.623496720777121,18.98663544829808,6.8281783423054785,0.46347242505531394,998,0.998,0.6623480186452071,0.48977641757458434,0.3473965174702387,0.14005389886994624
lognormal,42,17,1000,8,250,1.0,1.0,75.0,25.0,32,0.032,0.128,274.0146082256458,861.5633621779141,1615922804339.6223,122.08420609872906,31,1315984907898.234,33,1430418899593.6804,1.7783059052177483,5.853880318877254,8.846963481266828,16.957471609991643,5.873207580523711,0.43100030028414693,999,0.999,0.6638089120615246,0.4918203867303779,0.34573314274475064,0.13446285596388127
lognormal,42,18,1000,8,250,1.0,1.0,75.0,25.0,101,0.101,0.404,312.6991583065493,1561.944012986948,3643920474652.7944,125.6156889031075,100,3057901258734.2314,102,3642467807006.104,1.850217756606602,5.088700561707099,8.446223247680285,20.635449396030275,5.061007982628235,0.8885371049600925,998,0.998,0.6686915486317202,0.5156881542172709,0.38150786045897245,0.13791034288516504
lognormal,42,19,1000,8,250,1.0,1.0,75.0,25.0,25,0.025,0.1,259.6513030951504,915.1901789699147,962157117270.0651,119.83245996769415,24,796584410798.2715,26,896673022636.2712,1.8346314724434745,6.950345596388913,7.588590591571932,16.014557791697083,7.472176160800567,0.23316036850212232,1,0.001,0.6483503808692579,0.4768008102980889,0.33926366898578486,0.1436338422151466
lognormal,42,20,1000,8,250,1.0,1.0,75.0,25.0,24,0.024,0.096,332.7096653535889,1974.2465793477008,5711021892960.099,127.56713825017431,23,4383344220605.128,25,5132577055402.784,1.6045013823216014,4.805257682393487,8.122371270864384,16.490436450879194,5.6592745945699585,0.7512895249933029,999,0.999,0.654877421049504,0.47294420450119246,0.3210327553209203,0.10899544710680287
lognormal,42,21,1000,8,250,1.0,1.0,75.0,25.0,53,0.053,0.212,191.40006188021226,509.8396858555819,90485841860.04825,109.56580631325917,52,86970691767.16666,54,82670130522.28244,2.086412743727866,7.373961160562109,8.060951354248381,21.709123045303624,9.406244686082811,0.3923603667411759,1,0.001,0.679863727385718,0.5182927800957259,0.3826686169634953,0.17089458086639095
lognormal,42,22,1000,8,250,1.0,1.0,75.0,25.0,50,0.05,0.2,289.2907521055727,635.4069469459578,2740468330157.1396,124.37824787573163,49,2500269858465.045,51,2660448574421.6113,1.9048827973150295,6.053013065864949,7.633692761066932,23.687594228818696,6.8028542442499935,0.18195217993870116,12,0.012,0.666147083027029,0.49779030888717707,0.3606751766593916,0.15815154706270063
lognormal,42,23,1000,8,250,1.0,1.0,75.0,25.0,33,0.033,0.132,167.62224198040363,269.7212030075345,38990159151.52273,105.9095500791143,32,29643190077.274895,34,35285910128.06728,2.0568312389040306,9.70342045282338,7.673207353149834,19.954956992472194,11.390458013491743,0.5717443537231709,1,0.001,0.6636896791671119,0.49669726180755225,0.35361411490945366,0.156696380853943
lognormal,42,24,1000,8,250,1.0,1.0,75.0,25.0,53,0.053,0.212,257.98237256607837,844.2816713383621,960509521137.5786,119.82501674202416,52,841086972120.0204,54,875651645890.3212,1.8191391036934086,7.208281091160898,7.648529540513299,14.875608054824065,7.874078641468397,1.456272547244911,999,0.999,0.653018516349202,0.4757750570489379,0.33505684777489136,0.13676572158788555
lognormal,42,25,1000,8,250,1.0,1.0,75.0,25.0,34,0.034,0.136,218.39735781200284,669.5609258520404,255457630761.4042,114.07318879999586,33,189757893770.6998,35,238342941304.84467,1.8975467896409821,8.837199701420264,7.244990434677391,15.559090959222141,10.478163769206558,0.876373653814631,999,0.999,0.6448996794199895,0.46641544509074695,0.3289399684563745,0.14673829507951705
lognormal,42,26,1000,8,250,1.0,1.0,75.0,25.0,53,0.053,0.212,246.46242974537577,1168.8906644752633,571246391031.7615,117.5682346934059,52,432813860468.5785,54,552189651760.2576,1.863599447794175,6.3148218376407765,7.946284183897339,22.361089496596193,7.9237381645762435,0.6631315433074771,999,0.999,0.6683980716069381,0.4956983090802067,0.35912585027609917,0.14027213074928102
lognormal,42,27,1000,8,250,1.0,1.0,75.0,25.0,41,0.041,0.164,277.6138107914849,1162.6695701720812,1555095509948.0452,121.91757067426906,40,1421500838493.2336,42,1426178752795.842,1.84340014165951,5.366333081179528,8.906166809430438,19.985780161652468,6.064950048462832,0.4001632987118846,999,0.999,0.6828195481278213,0.5132090596491679,0.3668425767274503,0.13733758293665224
lognormal,42,28,1000,8,250,1.0,1.0,75.0,25.0,45,0.045,0.18,265.9038924128635,1352.7716808824578,1001516171060.391,120.0065796605655,44,737905309657.0414,46,909742756049.518,1.86994601661623,6.872714058544521,7.10290489814946,19.1318060281494,8.306516620866825,0.5803693881765177,998,0.998,0.6586080589692226,0.4850263991077854,0.34722474655611374,0.14411221108864075
lognormal,42,29,1000,8,250,1.0,1.0,75.0,25.0,41,0.041,0.164,380.35257077895903,1143.5207237621244,23352615450419.047,133.68335527817518,40,21772405122780.492,42,21633954522364.176,1.613034942173626,5.219111062806933,7.0752043962349545,15.376721273827972,5.49029461921716,1.046767332636672,999,0.999,0.6323559609367715,0.4575289863973336,0.318536456452486,0.11822970112315698
lognormal,42,30,1000,8,250,1.0,1.0,75.0,25.0,46,0.046,0.184,182.42213976800176,512.8064472552423,62306332251.93925,107.94532186664384,45,58204557189.840355,47,57185284160.56049,2.1483329258678405,8.524486559479456,6.53168666730985,19.269639215825162,11.633859670333988,0.45970855051209225,1,0.001,0.6649018248668591,0.5050312440577286,0.3721818049308532,0.18034049481828274
lognormal,42,31,1000,8,250,1.0,1.0,75.0,25.0,24,0.024,0.096,461.77688908141033,4213.146854976008,75160159067671.78,138.75987690562854,23,69961481229074.695,25,73948370569367.56,1.5836181917686392,4.310975050968052,7.628095185641574,15.609226029678991,3.752408446162313,0.41398233102087545,994,0.994,0.6442050737157213,0.4692485489079401,0.3246406558746759,0.11656183453129756
lognormal,42,32,1000,8,250,1.0,1.0,75.0,25.0,36,0.036,0.144,331.3125670549683,1323.7023376888496,7107083488368.354,128.51691417218805,35,6079195279181.732,37,6378280074999.525,1.7399872258878692,5.043567314069632,8.714319914164202,19.56291472519368,5.196212802927654,0.5378797358685654,999,0.999,0.6688794938163295,0.4955932676052192,0.3477238748204366,0.12714126363470146
lognormal,42,33,1000,8,250,1.0,1.0,75.0,25.0,43,0.043,0.172,483.30429876655535,3349.876457679572,108889040720849.17,140.3698417182218,42,92062785309505.83,44,97544277002492.62,1.569174561199712,3.8507677427536913,8.105845939953578,18.554801783997856,3.6179385027641793,0.3014867332519513,996,0.996,0.6523942925281248,0.47525185289760774,0.32797361427616073,0.10543782718501823
lognormal,42,34,1000,8,250,1.0,1.0,75.0,25.0,28,0.028,0.112,334.003984239438,1492.3164011032843,7208339246126.79,128.57835217656614,27,6863831239166.843,29,6494238178649.805,1.56564835537003,4.950679395148254,7.972397880167337,15.42384367946837,5.781756338075165,0.40949659411964884,1,0.001,0.6436720413279307,0.4635938582982073,0.31008562546396545,0.10584862425532254
lognormal,42,35,1000,8,250,1.0,1.0,75.0,25.0,64,0.064,0.256,228.52166485113926,581.7464589652519,395230155640.2275,115.96850073386528,63,385954218630.84406,65,367932175740.7794,1.9335066472243003,7.4028800184163615,6.9879907476540435,19.975736367113555,9.496650677217492,0.7176069838144556,999,0.999,0.650466597475214,0.48260818964771873,0.3549679291981579,0.15686250389401257
lognormal,42,36,1000,8,250,1.0,1.0,75.0,25.0,45,0.045,0.18,333.9474893501189,1505.2330866221557,7104895622697.382,128.51557702134068,44,5919066300703.081,46,6580872266260.34,1.6853875748023976,5.226442802857455,7.338797963475209,16.5946219693784,5.716840102311034,0.4215606092266091,999,0.999,0.6437444827853164,0.4767205255294709,0.3359234379538838,0.12636340398350351
