data_profile,N,L,K,off_pct,active_pct,cases,best_T_min,best_T_p05,best_T_p25,best_T_median,best_T_p75,best_T_p95,best_T_max,best_T_mean,best_T_std,best_T_iqr,best_T_cv,best_T_over_N_mean,best_T_over_K_mean
thin_tail,1000,6,250,75.0,25.0,100,13,17.95,30.0,43.5,55.25,76.0,87,43.98,17.14347064799266,25.25,0.3898015154159314,0.04397999999999999,0.17591999999999997
thin_tail,1000,6,500,50.0,50.0,100,26,38.9,51.5,66.5,80.0,102.1,123,67.76,20.036391134557384,28.5,0.29569644531519157,0.06776,0.13552
