data_profile,generator_seed,sample,N,L,K,sigma,P,off_pct,active_pct,T,u_bf,u_i,u_g,u_g_db,best_tested_u_g,fraction_best_tested_u_g,gap_to_best_tested_pct,is_best_tested_T,formula,formula_family,formula_T,formula_label,rule_note
thin_tail,42,0,500,10,125,1.0,1.0,75.0,25.0,188,285.13483284267437,1546.213406022985,152196955279413.1,141.82405964401858,1.4459826897529874e+16,0.010525503269019937,98.947449673098,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
thin_tail,42,1,500,10,125,1.0,1.0,75.0,25.0,188,278.24800111623784,2179.8320019981743,85514485826194.27,139.3203968878088,5771928766902998.0,0.01481558232605808,98.5184417673942,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
thin_tail,42,2,500,10,125,1.0,1.0,75.0,25.0,188,234.68047536652676,1418.0237918428197,20727353084485.49,133.16543845547892,1568262957921747.0,0.013216758694570748,98.67832413054293,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
thin_tail,42,3,500,10,125,1.0,1.0,75.0,25.0,188,230.48629625182562,1041.7796743084812,22395223664814.17,133.50155404173407,4810139214128127.0,0.004655836903646347,99.53441630963536,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
thin_tail,42,4,500,10,125,1.0,1.0,75.0,25.0,188,173.88582694859343,712.1471231949233,1104773849238.0586,120.43273385641156,257389044880838.62,0.004292233376713943,99.57077666232861,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
thin_tail,42,5,500,10,125,1.0,1.0,75.0,25.0,188,314.5110848389953,2435.3243676947664,364189995257901.8,145.61328011025165,1.919319551906985e+16,0.01897495364417313,98.10250463558269,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
thin_tail,42,6,500,10,125,1.0,1.0,75.0,25.0,188,205.29292350760716,886.5818228554538,6787389577682.285,128.31702777227716,493632491079481.75,0.013749884175653706,98.62501158243462,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
thin_tail,42,7,500,10,125,1.0,1.0,75.0,25.0,188,277.89598553021403,1835.853109117488,99500442448831.62,139.97825011928225,1.1620186262691e+16,0.00856272353983673,99.14372764601632,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
thin_tail,42,8,500,10,125,1.0,1.0,75.0,25.0,188,200.02544340607218,896.8640059524581,5419532143818.485,127.33961796477858,253206656272397.3,0.02140359271593636,97.85964072840636,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
thin_tail,42,9,500,10,125,1.0,1.0,75.0,25.0,188,235.13352005815923,1280.117275247061,23220045797842.902,133.6586307198011,2142455169002542.8,0.010838054459106091,98.91619455408939,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
thin_tail,42,10,500,10,125,1.0,1.0,75.0,25.0,188,218.8817919749252,1400.4489984588245,8304457428160.841,129.19311263078413,1011943409766578.0,0.00820644449878517,99.17935555012149,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
thin_tail,42,11,500,10,125,1.0,1.0,75.0,25.0,188,243.92510504180888,1253.2023913583662,36759426399542.83,135.65368725960622,2491255164424440.0,0.014755383922319109,98.52446160776809,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
thin_tail,42,12,500,10,125,1.0,1.0,75.0,25.0,188,216.30476415865584,1207.0720438847022,8693033777336.16,129.39171367107315,969176977910934.6,0.008969500901758968,99.10304990982411,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
