data_profile,N,L,K,off_pct,active_pct,cases,best_T_min,best_T_p05,best_T_p25,best_T_median,best_T_p75,best_T_p95,best_T_max,best_T_mean,best_T_std,best_T_iqr,best_T_cv,best_T_over_N_mean,best_T_over_K_mean
gaussian,500,6,125,75.0,25.0,100,5,7.0,15.0,21.0,30.25,43.099999999999994,53,23.28,11.173634189917845,15.25,0.4799671043779143,0.04656,0.18624
gaussian,500,6,250,50.0,50.0,100,8,14.95,23.0,33.0,40.25,50.099999999999994,67,32.66,11.540197641988703,17.25,0.353343467299103,0.06532,0.13064
