data_profile,N,L,K,off_pct,active_pct,formula,formula_family,T,cases,u_g_mean,fraction_best_tested_u_g_mean,fraction_best_tested_u_g_p05,gap_to_best_tested_pct_mean,winner_rate
rician,1000,8,250,75.0,25.0,T_0p025N,N,25,100,1.0676424332804182e+16,0.5369909745725117,0.3285239751054869,46.300902542748844,0.0
rician,1000,8,250,75.0,25.0,T_0p05K,K,12,100,7993777582092174.0,0.4041594452110983,0.22281335532389335,59.58405547889018,0.0
rician,1000,8,250,75.0,25.0,T_0p05N,N,50,100,1.3691363453860478e+16,0.6747309225943383,0.4213086186520919,32.52690774056619,0.02
rician,1000,8,250,75.0,25.0,T_0p05NL_over_Lp2,N_L,40,100,1.2776175392212962e+16,0.6338324660517227,0.39411344573034707,36.616753394827725,0.0
rician,1000,8,250,75.0,25.0,T_0p075N,N,75,100,1.503646672894647e+16,0.7351370778421352,0.5262828884959891,26.48629221578649,0.01
rician,1000,8,250,75.0,25.0,T_0p075NL_over_Lp2,N_L,60,100,1.4198979112223994e+16,0.7014508745705963,0.4743767640547273,29.85491254294036,0.0
rician,1000,8,250,75.0,25.0,T_0p10K,K,25,100,1.0676424332804182e+16,0.5369909745725117,0.3285239751054869,46.300902542748844,0.0
rician,1000,8,250,75.0,25.0,T_0p10N,N,100,100,1.5683922707226152e+16,0.7663498421035514,0.5933259919163787,23.36501578964484,0.0
rician,1000,8,250,75.0,25.0,T_0p10NL_over_Lp2,N_L,80,100,1.5178657469251074e+16,0.7418811009240933,0.5296891555658017,25.811889907590658,0.0
rician,1000,8,250,75.0,25.0,T_0p125NL_over_Lp2,N_L,100,100,1.5683922707226152e+16,0.7663498421035514,0.5933259919163787,23.36501578964484,0.0
rician,1000,8,250,75.0,25.0,T_0p15K,K,38,100,1.2498396374334242e+16,0.6218898505787063,0.3949287168270482,37.81101494212937,0.0
rician,1000,8,250,75.0,25.0,T_0p15NL_over_Lp2,N_L,120,100,1.6018307735467782e+16,0.7852749277813595,0.6004385455694898,21.472507221864042,0.0
rician,1000,8,250,75.0,25.0,T_0p20K,K,50,100,1.3691363453860478e+16,0.6747309225943383,0.4213086186520919,32.52690774056619,0.02
rician,1000,8,250,75.0,25.0,legacy_T100,legacy,100,100,1.5683922707226152e+16,0.7663498421035514,0.5933259919163787,23.36501578964484,0.0
rician,1000,8,250,75.0,25.0,legacy_T25,legacy,25,100,1.0676424332804182e+16,0.5369909745725117,0.3285239751054869,46.300902542748844,0.0
rician,1000,8,250,75.0,25.0,legacy_T50,legacy,50,100,1.3691363453860478e+16,0.6747309225943383,0.4213086186520919,32.52690774056619,0.02
rician,1000,8,500,50.0,50.0,T_0p025N,N,25,100,2.431359025294609e+20,0.5149903091255841,0.3699114007300754,48.50096908744161,0.0
rician,1000,8,500,50.0,50.0,T_0p05K,K,25,100,2.431359025294609e+20,0.5149903091255841,0.3699114007300754,48.50096908744161,0.0
rician,1000,8,500,50.0,50.0,T_0p05N,N,50,100,3.2565442910390845e+20,0.6856452778745957,0.5180665553429883,31.43547221254042,0.0
rician,1000,8,500,50.0,50.0,T_0p05NL_over_Lp2,N_L,40,100,3.011561109286475e+20,0.6341025170807295,0.48946917146658137,36.58974829192706,0.0
rician,1000,8,500,50.0,50.0,T_0p075N,N,75,100,3.756033811501395e+20,0.7889929920537184,0.6248128893871551,21.100700794628132,0.0
rician,1000,8,500,50.0,50.0,T_0p075NL_over_Lp2,N_L,60,100,3.465860630807177e+20,0.7301495021344405,0.5784055099797909,26.98504978655595,0.0
rician,1000,8,500,50.0,50.0,T_0p10K,K,50,100,3.2565442910390845e+20,0.6856452778745957,0.5180665553429883,31.43547221254042,0.0
rician,1000,8,500,50.0,50.0,T_0p10N,N,100,100,4.067069170565085e+20,0.8491165376434836,0.7006037515923345,15.088346235651636,0.0
rician,1000,8,500,50.0,50.0,T_0p10NL_over_Lp2,N_L,80,100,3.8182559653827104e+20,0.8008897076445871,0.6387094334072368,19.911029235541275,0.0
rician,1000,8,500,50.0,50.0,T_0p125NL_over_Lp2,N_L,100,100,4.067069170565085e+20,0.8491165376434836,0.7006037515923345,15.088346235651636,0.0
rician,1000,8,500,50.0,50.0,T_0p15K,K,75,100,3.756033811501395e+20,0.7889929920537184,0.6248128893871551,21.100700794628132,0.0
rician,1000,8,500,50.0,50.0,T_0p15NL_over_Lp2,N_L,120,100,4.1816599901962174e+20,0.8751691495364088,0.7398601516776726,12.483085046359133,0.0
rician,1000,8,500,50.0,50.0,T_0p20K,K,100,100,4.067069170565085e+20,0.8491165376434836,0.7006037515923345,15.088346235651636,0.0
rician,1000,8,500,50.0,50.0,legacy_T100,legacy,100,100,4.067069170565085e+20,0.8491165376434836,0.7006037515923345,15.088346235651636,0.0
rician,1000,8,500,50.0,50.0,legacy_T25,legacy,25,100,2.431359025294609e+20,0.5149903091255841,0.3699114007300754,48.50096908744161,0.0
rician,1000,8,500,50.0,50.0,legacy_T50,legacy,50,100,3.2565442910390845e+20,0.6856452778745957,0.5180665553429883,31.43547221254042,0.0
