K,sigma,heuristic,K_label,K_mode,K_value,active_pct,off_pct,active_count_mean,active_count_std,u_bf_mean,u_bf_std,u_i_mean,u_i_std,u_g_mean,u_g_std,log10_u_g_mean,log10_u_g_std,u_g_vs_best_case_mean,u_bf_vs_best_case_mean,u_i_vs_best_case_mean,u_g_vs_best_h12_mean,log2_u_g_per_active_mean,min_channel_eig_mean,geom_channel_eig_mean,max_channel_eig_mean,condition_channel_eig_mean,sigma_over_geom_channel_eig_mean,elapsed_seconds_mean,elapsed_seconds_std,samples,selection_hashes
250,0.01,H2,K<=250 (25% active),active_pct,25.0,25.0,75.0,250.0,0.0,3486.6166175033295,634.7798506206374,208.60621874437203,85.30219860083348,684450563901.2687,523910966805.2656,11.727725222560485,0.31489103663901363,0.21647619724319397,0.662323330149888,0.06588002691910431,0.6924271016018161,0.15583463962377125,787.261158177514,868.5612899431052,963.7987150346038,1.226198061971126,1.1884361013722766e-05,0.0674013736666871,0.0006377135501576674,30,30
250,0.01,H3-Fast,K<=250 (25% active),active_pct,25.0,25.0,75.0,250.0,0.0,1594.8368470435423,266.3632317016296,12.176549827492757,4.303598995660407,28652292481.289917,16523569100.193134,10.368157189097284,0.3173228271178183,0.009936899196863488,0.3044392764849662,1.0,0.03495960920765267,0.13776909063468257,352.40739558579605,396.82977981119683,445.21680275830215,1.2753848790123352,2.6028493442207632e-05,0.30428189586668236,0.006234070830528206,30,30
250,0.01,H3-threshold-BF,K<=250 (25% active),active_pct,25.0,25.0,75.0,250.0,0.0,5232.245253091185,522.4931288401209,231135.03290104654,113976.7194986114,2872637048656.3457,1204128591827.2593,12.424124991836587,0.1738110326012317,0.9977309507533278,1.0,6.690796185880934e-05,3.523669543651965,0.1650881994590967,994.778117668013,1282.7465366410918,1661.9818459404885,1.6850703342104094,7.871541279739768e-06,0.04730403343334107,0.0008522128940100109,30,30
250,0.01,H3-threshold-Gen,K<=250 (25% active),active_pct,25.0,25.0,75.0,250.0,0.0,5230.346914376297,523.7628180740321,216118.17550398616,100044.15921524946,2882090371094.3403,1223264896562.0754,12.425123358945587,0.1745312886337384,1.0,0.9996120126257962,6.952207704006663e-05,3.5302111376672607,0.16510146547409027,1001.8713989727083,1283.541633558118,1650.010373290632,1.6594510722654867,7.867300949163511e-06,0.5352968638000092,0.009989880312958542,30,30
250,0.01,H3-threshold-Int,K<=250 (25% active),active_pct,25.0,25.0,75.0,250.0,0.0,3693.843271574291,705.2317539234651,179.84098532157174,71.2357712376808,871321226355.8197,649702999076.5952,11.82393241943136,0.33744856159799125,0.2782602938774433,0.7017283247427425,0.07440199889567299,0.9121776432042528,0.15711301318463414,829.7441231734805,919.9219903225688,1023.3575494737586,1.2329244323697002,1.1273797458960453e-05,0.522718756966648,0.008777314667923263,30,30
250,0.01,MISO-EE,K<=250 (25% active),active_pct,25.0,25.0,75.0,223.63333333333333,14.923906610058474,3935.1980319593463,711.9926788638365,80231.65013947921,50492.085922521976,1079030395777.6093,839343494096.6471,11.925382004075393,0.3113738508630512,0.33344297342612494,0.7466018957073451,0.0002176077342903151,1.0598430966330559,0.1776923808452952,798.0502363686504,972.9851050683094,1174.583387841051,1.478665809563924,1.0601407777773554e-05,0.38089708743331,0.00244375328372777,30,30
250,0.01,Pareto-H2,K<=250 (25% active),active_pct,25.0,25.0,75.0,241.7,10.80596897632236,3620.882765873476,608.4897498542264,158.27044291878119,83.53813726436768,765240712035.0161,516001606510.746,11.792179453456491,0.2969528309565865,0.24840597636651335,0.6887006317263195,0.08949955409461574,0.8065539731786514,0.16229085505379895,781.3759273717435,899.6556989484908,1016.9612129049186,1.313318412919629,1.1433572433235616e-05,0.18802417903332522,0.0035388824812021646,30,30
250,0.03,Coutino,K<=250 (25% active),active_pct,25.0,25.0,75.0,250.0,0.0,4657.077442171898,577.7280371158982,102796.27701963083,55703.21046210285,1931990543745.1033,1062988269813.6787,12.233782478759956,0.21156833895837063,0.6664977664102757,0.8899658732958714,0.00015805085959329096,2.3629377636813484,0.1625589828917338,952.6889321006857,1152.3531661072172,1381.4044650669166,1.4570657946141272,2.6409743447447096e-05,0.29894653336668564,0.005178642177796084,30,30
250,0.03,H1,K<=250 (25% active),active_pct,25.0,25.0,75.0,250.0,0.0,3880.1913135877644,733.7230706239754,152193.64486767334,85854.7597611144,993716303970.4763,793550496549.9427,11.87972744524373,0.3288604071697669,0.30360781032843376,0.7355167019532723,0.0001061034637586277,0.9634024027858373,0.15785440143983845,716.926758660192,949.3598819942607,1231.8681974212807,1.735017781587885,3.2712058016339076e-05,0.0055253444333628835,8.456110732611842e-05,30,30
250,0.03,H2,K<=250 (25% active),active_pct,25.0,25.0,75.0,250.0,0.0,3486.6166175033295,634.7798506206374,208.60621874437203,85.30219860083348,684508322135.2557,523943167942.016,11.72776665185264,0.314883543495088,0.21648206081463925,0.662323330149888,0.06588002691910431,0.6924315395195445,0.15583519012428948,787.261158177514,868.5612899431052,963.7987150346038,1.226198061971126,3.5653083041168294e-05,0.06753821530000303,0.0011976380988635525,30,30
