data_profile,N,L,K,off_pct,active_pct,T,samples,winner_rate,u_bf_mean,u_i_mean,u_g_mean,u_g_p05,u_g_p50,u_g_p95,u_g_db_mean,fraction_best_tested_u_g_mean,fraction_best_tested_u_g_p05,gap_to_best_tested_pct_mean,elapsed_seconds_mean
rayleigh,500,6,125,75.0,25.0,0,100,0.0,930.6560860360913,20829.95737258325,13969330608744.475,1132283601106.9285,8710471532310.629,39103163939036.83,129.15999167347653,0.2986766926747963,0.10356972307132177,70.13233073252037,6.551113852765411e-05
rayleigh,500,6,125,75.0,25.0,1,100,0.0,994.0919193082709,23271.102120359257,18312849543384.117,3352789438750.2886,12036780002453.37,44558335354840.24,131.0542118782333,0.42965199323877096,0.192114919056444,57.034800676122906,3.4043810446746645e-05
rayleigh,500,6,125,75.0,25.0,2,100,0.0,1021.2983165228576,24141.88454569945,20662483690148.633,5078994707077.509,14634413548682.969,53743784299562.18,131.82021947683126,0.5005894042441926,0.25326269329368706,49.94105957558074,3.1231962493620815e-05
rayleigh,500,6,125,75.0,25.0,3,100,0.0,1039.0556544270755,24764.24645011565,22361854443748.047,5099456132006.207,16803036687759.82,51738574080815.62,132.29645832570614,0.5537360569303051,0.32358973829677934,44.62639430696949,3.1526078819297256e-05
rayleigh,500,6,125,75.0,25.0,4,100,0.0,1054.8910970513782,25355.062147843717,23872460400834.586,5778020504332.797,18777108385290.76,56123448265654.14,132.72246420491558,0.6049145840392726,0.39392169637442287,39.50854159607274,3.087795135797933e-05
rayleigh,500,6,125,75.0,25.0,5,100,0.01,1070.3478174977993,26095.478879639613,25777306561504.773,6765501445769.882,20131017617472.414,63352357547845.945,133.10953238457867,0.659124376731072,0.41340667212836296,34.087562326892794,3.1236209033522754e-05
rayleigh,500,6,125,75.0,25.0,6,100,0.0,1081.060063570236,26748.49080523175,26983539224963.996,6579871652754.996,21791634808698.156,65374349191880.81,133.3616772704191,0.694478593344176,0.4667721365020364,30.552140665582396,3.1301829731091855e-05
rayleigh,500,6,125,75.0,25.0,7,100,0.02,1090.2434693389941,27203.38915804343,28324834416686.19,7267378847122.713,24223807064293.54,66122252030836.88,133.5765411224188,0.7278698319963293,0.4755274957172198,27.213016800367072,3.071095037739724e-05
rayleigh,500,6,125,75.0,25.0,8,100,0.02,1096.3496080912096,27584.90267970016,29115796521639.35,7158977699240.865,24175446303493.883,65134350339024.94,133.7267758992041,0.749205847887098,0.5618108499272666,25.079415211290193,3.077380097238347e-05
rayleigh,500,6,125,75.0,25.0,9,100,0.01,1102.4682804286565,27587.465323409662,30008220717776.496,7608425707537.146,25085321307427.477,66163916266166.79,133.8877469148331,0.7744430409036518,0.6005372183502763,22.555695909634814,2.995740040205419e-05
rayleigh,500,6,125,75.0,25.0,10,100,0.01,1107.2072114402968,27844.05130162196,30574541763874.734,8685987248490.1875,25522843609857.258,72438106426049.27,133.99917487374967,0.7934155500841504,0.5964645119523011,20.658444991584958,3.060972841922194e-05
rayleigh,500,6,125,75.0,25.0,11,100,0.04,1112.1246464879177,28199.978174245978,31203942404175.164,9196060997655.916,25885182388387.15,71784516725877.47,134.1060625613832,0.8132931976146723,0.6503281871435035,18.670680238532768,3.093166829785332e-05
