data_profile,generator_seed,sample,N,L,K,sigma,P,off_pct,active_pct,T,u_bf,u_i,u_g,u_g_db,best_tested_u_g,fraction_best_tested_u_g,gap_to_best_tested_pct,is_best_tested_T,formula,formula_family,formula_T,formula_label
lognormal,42,0,2000,4,500,1.0,1.0,75.0,25.0,50,631.3637894344082,3317.320255005623,586121248.0277364,87.67987465681108,756540389.2163669,0.7747388723487023,22.526112765129767,False,T_0p025N,N,50,T_0p025N
lognormal,42,1,2000,4,500,1.0,1.0,75.0,25.0,50,921.5048929198808,6542.287724274391,2662696485.698635,94.25321665087611,2927324878.350003,0.909600606817332,9.039939318266798,False,T_0p025N,N,50,T_0p025N
lognormal,42,2,2000,4,500,1.0,1.0,75.0,25.0,50,1046.6422783468583,6761.705764621152,4491455097.025767,96.52387062213334,7405412475.143385,0.6065097807990504,39.34902192009496,False,T_0p025N,N,50,T_0p025N
lognormal,42,3,2000,4,500,1.0,1.0,75.0,25.0,50,2141.3935789732127,6425.331860723634,81383578700.54738,109.105367832775,87309694646.52843,0.9321253387728269,6.787466122717312,False,T_0p025N,N,50,T_0p025N
lognormal,42,4,2000,4,500,1.0,1.0,75.0,25.0,50,936.6228763958622,5133.999170017696,2879810477.0437036,94.59363907383376,3223900513.42146,0.8932690277056407,10.673097229435935,False,T_0p025N,N,50,T_0p025N
lognormal,42,5,2000,4,500,1.0,1.0,75.0,25.0,50,1750.568198702978,20455.578052902492,34498604265.668594,105.37801524870952,39239060379.886154,0.8791903764176905,12.080962358230952,False,T_0p025N,N,50,T_0p025N
lognormal,42,6,2000,4,500,1.0,1.0,75.0,25.0,50,1903.0913153583283,28112.09365483338,47979477117.0036,106.81055510692306,73150360805.21185,0.6559021252781727,34.40978747218273,False,T_0p025N,N,50,T_0p025N
lognormal,42,7,2000,4,500,1.0,1.0,75.0,25.0,50,2080.4438785529865,23460.062116921697,68734181654.1676,108.3717276634593,114077957554.2316,0.60251939224536,39.748060775464,False,T_0p025N,N,50,T_0p025N
lognormal,42,8,2000,4,500,1.0,1.0,75.0,25.0,50,2414.0379717397686,24272.59622367273,126472785152.72084,111.01997082590395,148577420125.3539,0.8512248028402734,14.877519715972664,False,T_0p025N,N,50,T_0p025N
lognormal,42,9,2000,4,500,1.0,1.0,75.0,25.0,50,1989.678985462658,33218.34399723672,57445190957.2935,107.59253677443283,87610029066.50175,0.6556919518162565,34.43080481837435,False,T_0p025N,N,50,T_0p025N
lognormal,42,10,2000,4,500,1.0,1.0,75.0,25.0,50,1829.0420140182475,23343.706069635286,41625870613.944916,106.19363329970906,61849397397.53893,0.6730198250177497,32.69801749822503,False,T_0p025N,N,50,T_0p025N
lognormal,42,11,2000,4,500,1.0,1.0,75.0,25.0,50,967.8190418711553,4297.621601706694,3325413211.046364,95.21845617797743,4790151145.0872345,0.6942188482835032,30.578115171649678,False,T_0p025N,N,50,T_0p025N
lognormal,42,12,2000,4,500,1.0,1.0,75.0,25.0,50,2829.8246859397473,27231.64040827872,243832913363.2919,113.87092327727332,269227861180.52603,0.9056748892708174,9.43251107291826,False,T_0p025N,N,50,T_0p025N
lognormal,42,13,2000,4,500,1.0,1.0,75.0,25.0,50,2105.590369652972,27286.729079327324,72198979064.60193,108.58531056437442,84180477693.50758,0.8576689161526375,14.233108384736248,False,T_0p025N,N,50,T_0p025N
lognormal,42,14,2000,4,500,1.0,1.0,75.0,25.0,50,1333.9214425554078,7235.591507719606,12047833557.472025,100.80908959058256,13101239444.104273,0.91959494434656,8.040505565344002,False,T_0p025N,N,50,T_0p025N
lognormal,42,15,2000,4,500,1.0,1.0,75.0,25.0,50,1293.1648231871698,11648.792241209781,10253762591.90009,100.10883257884822,14823346445.13589,0.6917306176342349,30.826938236576506,False,T_0p025N,N,50,T_0p025N
lognormal,42,16,2000,4,500,1.0,1.0,75.0,25.0,50,1912.5632097026853,19594.202786855054,49618510572.4812,106.95643723663296,63511684978.5146,0.7812501052249939,21.874989477500606,False,T_0p025N,N,50,T_0p025N
lognormal,42,17,2000,4,500,1.0,1.0,75.0,25.0,50,882.3184426105743,3650.726594753007,2322711482.2746906,93.65995266865264,3596329506.5057087,0.6458561369510049,35.414386304899516,False,T_0p025N,N,50,T_0p025N
lognormal,42,18,2000,4,500,1.0,1.0,75.0,25.0,50,1417.3119676628994,21908.618948708932,14545844339.857573,101.62738935723893,19779831199.578934,0.7353876882512131,26.461231174878684,False,T_0p025N,N,50,T_0p025N
lognormal,42,19,2000,4,500,1.0,1.0,75.0,25.0,50,1410.83725146425,11058.299227408417,14908120548.342747,101.73422895838469,16045694969.95925,0.9291040728527952,7.089592714720483,False,T_0p025N,N,50,T_0p025N
lognormal,42,20,2000,4,500,1.0,1.0,75.0,25.0,50,1969.013121720128,21895.803409848613,56283530809.10331,107.50381334015229,70664005013.40646,0.7964950585298006,20.350494147019937,False,T_0p025N,N,50,T_0p025N
lognormal,42,21,2000,4,500,1.0,1.0,75.0,25.0,50,1592.5972873868493,18920.3435162108,23781139616.535145,103.76232662617144,24096235935.271633,0.9869234215840634,1.3076578415936568,False,T_0p025N,N,50,T_0p025N
lognormal,42,22,2000,4,500,1.0,1.0,75.0,25.0,50,1305.050749982687,11054.826139651293,10680463179.57533,100.28590087146831,14591650203.505974,0.7319571830887989,26.804281691120114,False,T_0p025N,N,50,T_0p025N
