data_profile,N,L,K,off_pct,active_pct,formula,formula_family,T,cases,u_g_mean,fraction_best_tested_u_g_mean,fraction_best_tested_u_g_p05,gap_to_best_tested_pct_mean,winner_rate
nakagami,500,2,125,75.0,25.0,T_0p025N,N,12,100,1930551.6173055435,0.9382485615989737,0.8583983057678171,6.175143840102628,0.01
nakagami,500,2,125,75.0,25.0,T_0p05K,K,6,100,1808405.071836779,0.8742853555492129,0.770201388681524,12.571464445078686,0.0
nakagami,500,2,125,75.0,25.0,T_0p05N,N,25,100,1967688.8414647612,0.9558134582143455,0.9077532437163515,4.418654178565448,0.02
nakagami,500,2,125,75.0,25.0,T_0p05NL_over_Lp2,N_L,12,100,1930551.6173055435,0.9382485615989737,0.8583983057678171,6.175143840102628,0.01
nakagami,500,2,125,75.0,25.0,T_0p075N,N,38,100,1910851.0086368236,0.9295548822633147,0.8528067325052862,7.044511773668537,0.01
nakagami,500,2,125,75.0,25.0,T_0p075NL_over_Lp2,N_L,19,100,1976039.2885493324,0.9592124571547207,0.9020942241902686,4.078754284527928,0.04
nakagami,500,2,125,75.0,25.0,T_0p10K,K,12,100,1930551.6173055435,0.9382485615989737,0.8583983057678171,6.175143840102628,0.01
nakagami,500,2,125,75.0,25.0,T_0p10N,N,50,100,1833149.8765505753,0.8926923144969777,0.8124984445129243,10.730768550302235,0.0
nakagami,500,2,125,75.0,25.0,T_0p10NL_over_Lp2,N_L,25,100,1967688.8414647612,0.9558134582143455,0.9077532437163515,4.418654178565448,0.02
nakagami,500,2,125,75.0,25.0,T_0p125NL_over_Lp2,N_L,31,100,1943712.906459544,0.9447989969128482,0.8766972056411014,5.520100308715183,0.02
nakagami,500,2,125,75.0,25.0,T_0p15K,K,19,100,1976039.2885493324,0.9592124571547207,0.9020942241902686,4.078754284527928,0.04
nakagami,500,2,125,75.0,25.0,T_0p15NL_over_Lp2,N_L,38,100,1910851.0086368236,0.9295548822633147,0.8528067325052862,7.044511773668537,0.01
nakagami,500,2,125,75.0,25.0,T_0p20K,K,25,100,1967688.8414647612,0.9558134582143455,0.9077532437163515,4.418654178565448,0.02
nakagami,500,2,125,75.0,25.0,legacy_T100,legacy,100,100,1484472.927979774,0.723018445169478,0.6434447155202482,27.6981554830522,0.0
nakagami,500,2,125,75.0,25.0,legacy_T25,legacy,25,100,1967688.8414647612,0.9558134582143455,0.9077532437163515,4.418654178565448,0.02
nakagami,500,2,125,75.0,25.0,legacy_T50,legacy,50,100,1833149.8765505753,0.8926923144969777,0.8124984445129243,10.730768550302235,0.0
nakagami,500,2,250,50.0,50.0,T_0p025N,N,12,100,15252569.399386456,0.9068004542056352,0.8242515007495056,9.319954579436475,0.01
nakagami,500,2,250,50.0,50.0,T_0p05K,K,12,100,15252569.399386456,0.9068004542056352,0.8242515007495056,9.319954579436475,0.01
nakagami,500,2,250,50.0,50.0,T_0p05N,N,25,100,16149252.665953733,0.9596021367805843,0.9104606906497356,4.039786321941568,0.02
nakagami,500,2,250,50.0,50.0,T_0p05NL_over_Lp2,N_L,12,100,15252569.399386456,0.9068004542056352,0.8242515007495056,9.319954579436475,0.01
nakagami,500,2,250,50.0,50.0,T_0p075N,N,38,100,16083024.323411975,0.9569258623460566,0.8951246320610996,4.307413765394356,0.04
nakagami,500,2,250,50.0,50.0,T_0p075NL_over_Lp2,N_L,19,100,15972143.350243187,0.9482021278516322,0.88105909696899,5.179787214836776,0.02
nakagami,500,2,250,50.0,50.0,T_0p10K,K,25,100,16149252.665953733,0.9596021367805843,0.9104606906497356,4.039786321941568,0.02
nakagami,500,2,250,50.0,50.0,T_0p10N,N,50,100,15677478.66699714,0.9341160305572374,0.8673057955171837,6.588396944276256,0.02
nakagami,500,2,250,50.0,50.0,T_0p10NL_over_Lp2,N_L,25,100,16149252.665953733,0.9596021367805843,0.9104606906497356,4.039786321941568,0.02
nakagami,500,2,250,50.0,50.0,T_0p125NL_over_Lp2,N_L,31,100,16161737.463552933,0.9608281301964849,0.9136917566002545,3.917186980351498,0.01
nakagami,500,2,250,50.0,50.0,T_0p15K,K,38,100,16083024.323411975,0.9569258623460566,0.8951246320610996,4.307413765394356,0.04
nakagami,500,2,250,50.0,50.0,T_0p15NL_over_Lp2,N_L,38,100,16083024.323411975,0.9569258623460566,0.8951246320610996,4.307413765394356,0.04
nakagami,500,2,250,50.0,50.0,T_0p20K,K,50,100,15677478.66699714,0.9341160305572374,0.8673057955171837,6.588396944276256,0.02
nakagami,500,2,250,50.0,50.0,legacy_T100,legacy,100,100,12984750.28400255,0.7745608608309774,0.702792280749315,22.543913916902255,0.0
nakagami,500,2,250,50.0,50.0,legacy_T25,legacy,25,100,16149252.665953733,0.9596021367805843,0.9104606906497356,4.039786321941568,0.02
nakagami,500,2,250,50.0,50.0,legacy_T50,legacy,50,100,15677478.66699714,0.9341160305572374,0.8673057955171837,6.588396944276256,0.02
