data_profile,N,L,K,off_pct,active_pct,T,samples,winner_rate,u_bf_mean,u_i_mean,u_g_mean,u_g_p05,u_g_p50,u_g_p95,u_g_db_mean,fraction_best_tested_u_g_mean,fraction_best_tested_u_g_p05,gap_to_best_tested_pct_mean,elapsed_seconds_mean
rician,500,2,125,75.0,25.0,0,100,0.0,3563.4827938939616,5991798.21790547,308342.59901746263,116631.9695182772,284279.6855157396,560523.3605230033,54.46201045636874,0.535531719797158,0.3507303955752029,46.44682802028421,6.104986037826166e-05
rician,500,2,125,75.0,25.0,1,100,0.0,3837.097575574914,6856273.880171281,354352.6261255521,170875.08216042543,338958.88537477434,585340.9222065749,55.19518874729164,0.6282747762954286,0.44997486622298044,37.17252237045715,3.530098998453468e-05
rician,500,2,125,75.0,25.0,2,100,0.0,3962.712573558365,7271611.252643188,383809.8888532584,188482.42767371202,375716.9394353146,638294.95892232,55.56354646909908,0.6831495792119283,0.48056280681132874,31.685042078807168,3.2240569998975845e-05
rician,500,2,125,75.0,25.0,3,100,0.0,4065.084741767556,7629535.547721331,406409.9401063222,200113.10678493336,391180.56653417484,660743.4002650125,55.82899697379851,0.7246219910331978,0.5506240853101487,27.537800896680224,3.1413639662787317e-05
rician,500,2,125,75.0,25.0,4,100,0.0,4134.926702534287,7858481.042753509,422662.9085930054,239146.78437953087,402539.03575869126,669694.1722024017,56.03262604779961,0.7574069790667906,0.5928891504706731,24.259302093320944,3.092470928095281e-05
rician,500,2,125,75.0,25.0,5,100,0.0,4176.73715673974,8014203.50635118,432828.52411749755,244909.3319563182,418236.7169069983,680934.5421144376,56.13358367840137,0.7750716776779353,0.6000404439829794,22.492832232206464,3.151150041958317e-05
rician,500,2,125,75.0,25.0,6,100,0.0,4217.578418499954,8163316.156956221,445953.80644085474,247905.89083484205,426857.34529678326,682926.7388279473,56.26228410730877,0.7973872492671313,0.6145075173850757,20.26127507328687,3.076269989833236e-05
rician,500,2,125,75.0,25.0,7,100,0.01,4244.0230092867,8255686.331900404,453504.51261130004,254767.98387805079,447908.62069870264,684051.7739359585,56.34561453073694,0.8120999106122846,0.6455575943132226,18.790008938771535,3.082840266870335e-05
rician,500,2,125,75.0,25.0,8,100,0.0,4263.989823077227,8328537.259732345,459919.91783378384,251913.71064332375,453123.02297622646,683288.97701146,56.40976359959472,0.8244147373975934,0.6468537480427194,17.55852626024066,3.042338037630543e-05
rician,500,2,125,75.0,25.0,9,100,0.0,4276.689789253408,8371481.514243511,464727.1026447154,249654.02902675784,452748.8520781612,687975.4658386917,56.46488341248629,0.8345758667504368,0.6662578367884967,16.542413324956318,3.077602916164324e-05
