source_dir,data_profile,generator_seed,sample,N,L,K,actual_active_pct,sigma,P,best_tested_T,best_fraction_exact,best_gap_pct,best_is_exact_match,exact_is_threshold_window,exact_window_T,overlap_count,overlap_frac,swap_count,exact_rank_min,exact_rank_max,exact_rank_span,exact_rank_gaps,best_rank_min,best_rank_max,best_rank_span,exact_ranks,best_ranks,exact_only_ranks,best_only_ranks,exact_subset,best_tested_subset,exact_u_g,best_u_g,exact_max_power,best_max_power,max_power_ratio_exact_over_best,exact_mean_power,best_mean_power,mean_power_ratio_exact_over_best,exact_scaled_trace,best_scaled_trace,scaled_trace_ratio_exact_over_best,exact_eig_min,best_eig_min,eig_min_ratio_exact_over_best,exact_eig_max,best_eig_max,eig_max_ratio_exact_over_best,exact_eig_balance,best_eig_balance,eig_balance_delta_exact_minus_best
threshold_exact_gaussian_L2_N8_12_16_20_24_Kpct25_to_50_s100,gaussian,42,0,20,2,6,30.0,1.0,1.0,1,1.0,0.0,True,True,1.0,6,1.0,0,1,6,6,0,1,6,6,1 2 3 4 5 6,1 2 3 4 5 6,,,3 6 7 11 15 19,3 6 7 11 15 19,19.623213662286677,19.623213662286677,0.5374093509302663,0.5374093509302663,1.0,0.45743376993980983,0.45743376993980983,1.0,7.281449397270153,7.281449397270153,1.0,2.2575717547293968,2.2575717547293968,1.0,5.023877642540757,5.023877642540757,1.0,0.4493683794392056,0.4493683794392056,0.0
threshold_exact_gaussian_L2_N8_12_16_20_24_Kpct25_to_50_s100,gaussian,42,0,20,2,7,35.0,1.0,1.0,1,0.996835406147116,0.31645938528840345,False,False,,6,0.8571428571428571,1,1,9,9,2,1,7,7,1 2 3 4 5 6 9,1 2 3 4 5 6 7,9,7,3 4 6 7 11 15 19,3 6 7 9 11 15 19,27.026983035215377,26.941453610840117,0.5374093509302663,0.5374093509302663,1.0,0.4349389627708928,0.439309079502667,0.9900522958990022,8.99418534475409,9.482861494368741,0.9484674378187592,2.710743094750642,2.287337551343194,1.1851084651492785,6.283442250003445,7.195523943025547,0.8732431855909308,0.43141052100051624,0.31788339104343566,0.11352712995708059
threshold_exact_gaussian_L2_N8_12_16_20_24_Kpct25_to_50_s100,gaussian,42,0,20,2,8,40.0,1.0,1.0,1,0.9806749914876496,1.9325008512350417,False,False,,6,0.75,2,1,10,10,2,1,8,8,1 2 3 4 5 6 9 10,1 2 3 4 5 6 7 8,9 10,7 8,2 3 4 6 7 11 15 19,3 6 7 9 11 15 18 19,36.9088649191428,36.19560079039917,0.5374093509302663,0.5374093509302663,1.0,0.4170402870136876,0.42300877431084805,0.9858903936286332,10.663454589265346,11.59301326812261,0.9198173367563308,3.5479376168809513,2.6347189061389886,1.3466095410080106,7.115516972384395,8.95829436198362,0.7942937220929652,0.49861979539232903,0.2941094364257514,0.20451035896657765
threshold_exact_gaussian_L2_N8_12_16_20_24_Kpct25_to_50_s100,gaussian,42,0,20,2,9,45.0,1.0,1.0,1,0.967724844487214,3.2275155512786036,False,False,,8,0.8888888888888888,1,1,12,12,3,1,9,9,1 2 3 4 5 6 7 9 12,1 2 3 4 5 6 7 8 9,12,8,3 4 6 7 9 10 11 15 19,3 4 6 7 9 11 15 18 19,49.37212647130498,47.778633411446684,0.5374093509302663,0.5374093509302663,1.0,0.4049310706029717,0.4093378126937972,0.9892344612342912,12.782539046860572,13.76291535141842,0.9287668143321968,4.098075528870645,3.0948045779791125,1.3241790961633713,8.684463517989924,10.668110773439308,0.8140582435281676,0.47188585919918413,0.290098654176364,0.18178720502282014
threshold_exact_gaussian_L2_N8_12_16_20_24_Kpct25_to_50_s100,gaussian,42,0,20,2,10,50.0,1.0,1.0,1,0.987731641044406,1.2268358955593972,False,False,,9,0.9,1,1,12,12,2,1,10,10,1 2 3 4 5 6 8 9 10 12,1 2 3 4 5 6 7 8 9 10,12,7,2 3 4 6 7 10 11 15 18 19,2 3 4 6 7 9 11 15 18 19,64.46629398603075,63.67539835087321,0.5374093509302663,0.5374093509302663,1.0,0.3914474893228302,0.39757898709574263,0.9845779128879467,14.520701899300892,15.706364457559385,0.924510693645095,5.319448111958592,4.018676103460901,1.3236817237839746,9.201253787342301,11.687688354098484,0.7872603639466249,0.5781220945428424,0.3438384034300235,0.23428369111281888
threshold_exact_gaussian_L2_N8_12_16_20_24_Kpct25_to_50_s100,gaussian,42,0,24,2,6,25.0,1.0,1.0,1,0.9839070528125792,1.6092947187420825,False,False,,5,0.8333333333333334,1,1,8,8,2,1,6,6,1 2 3 4 5 8,1 2 3 4 5 6,8,6,3 7 8 15 17 18,3 7 11 15 17 18,20.211514194660637,19.88625136414816,0.6593376534271246,0.6593376534271246,1.0,0.5096325074329678,0.514464075122759,0.9906085421248543,7.269671298886486,7.788599574802803,0.9333733528174792,2.5078097834182733,1.877391498755323,1.3357947903145968,4.7618615154682145,5.91120807604748,0.8055648615658656,0.5266448373754713,0.3175986151397056,0.2090462222357657
threshold_exact_gaussian_L2_N8_12_16_20_24_Kpct25_to_50_s100,gaussian,42,0,24,2,7,29.166666666666668,1.0,1.0,1,0.975768140941336,2.4231859058663985,False,False,,6,0.8571428571428571,1,1,8,8,1,1,7,7,1 2 3 4 5 6 8,1 2 3 4 5 6 7,8,7,3 7 8 11 15 17 18,3 7 11 15 17 18 22,28.773675170116153,28.076435528794146,0.6593376534271246,0.6593376534271246,1.0,0.49152794493048735,0.49198956500342056,0.9990617279191074,9.376607052225172,9.636472076188303,0.973033178334501,2.7953899424884643,2.415022550660423,1.157500554901247,6.581217109736708,7.2214495255278806,0.9113429494275428,0.42475273127713276,0.334423517345555,0.09032921393157778
threshold_exact_gaussian_L2_N8_12_16_20_24_Kpct25_to_50_s100,gaussian,42,0,24,2,8,33.333333333333336,1.0,1.0,1,0.9999999999999996,4.440892098500626e-14,True,True,1.0,8,1.0,0,1,8,8,0,1,8,8,1 2 3 4 5 6 7 8,1 2 3 4 5 6 7 8,,,3 7 8 11 15 17 18 22,3 7 8 11 15 17 18 22,39.46439582854628,39.46439582854628,0.6593376534271246,0.6593376534271246,1.0,0.4747297648501001,0.4747297648501001,1.0,11.48811514460358,11.48811514460358,1.0,3.29091332257353,3.29091332257353,1.0,8.197201822030049,8.197201822030049,1.0,0.40146789038781167,0.40146789038781167,0.0
threshold_exact_gaussian_L2_N8_12_16_20_24_Kpct25_to_50_s100,gaussian,42,0,24,2,10,41.666666666666664,1.0,1.0,1,0.9835706006859618,1.6429399314038196,False,False,,9,0.9,1,1,14,14,4,1,10,10,1 2 3 4 5 6 7 8 10 14,1 2 3 4 5 6 7 8 9 10,14,9,3 6 7 8 10 11 15 17 18 22,3 6 7 8 9 11 15 17 18 22,69.90986052969632,68.76128351506522,0.6593376534271246,0.6593376534271246,1.0,0.4437971186580768,0.44849819276731767,0.9895181871743243,15.21664784146157,16.13813418123045,0.9429000695234881,5.560549471595939,4.396643588482761,1.264726002845009,9.656098369865632,11.741490592747688,0.8223911856497904,0.5758588260605424,0.37445361419430134,0.20140521186624105
threshold_exact_gaussian_L2_N8_12_16_20_24_Kpct25_to_50_s100,gaussian,42,0,24,2,11,45.833333333333336,1.0,1.0,1,0.9677313987995458,3.226860120045416,False,False,,10,0.9090909090909091,1,1,14,14,3,1,11,11,1 2 3 4 5 6 7 8 9 10 14,1 2 3 4 5 6 7 8 9 10 11,14,11,3 6 7 8 9 10 11 15 17 18 22,3 6 7 8 9 11 15 17 18 22 23,88.93911336484196,86.06917258454989,0.6593376534271246,0.6593376534271246,1.0,0.43485132684639183,0.43628644027095276,0.996710616484735,17.97324603293693,18.62971621729124,0.9647622015978428,5.70127282079437,4.806296784127297,1.1862090663278877,12.271973212142553,13.823419433163949,0.8877668272656691,0.4645767002777697,0.347692320801353,0.11688437947641672
threshold_exact_gaussian_L2_N8_12_16_20_24_Kpct25_to_50_s100,gaussian,42,0,24,2,12,50.0,1.0,1.0,1,0.98981225494842,1.0187745051580044,False,False,,11,0.9166666666666666,1,1,14,14,2,1,12,12,1 2 3 4 5 6 7 8 10 11 12 14,1 2 3 4 5 6 7 8 9 10 11 12,14,9,3 6 7 8 10 11 15 17 18 19 22 23,3 6 7 8 9 11 15 17 18 19 22 23,112.13686382924952,110.99444204967338,0.6593376534271246,0.6593376534271246,1.0,0.42170912477551065,0.4256266865332114,0.9907957797721524,19.717421225438574,20.661928463608128,0.9542875564672914,7.455643334940113,6.160076032301505,1.2103167713913043,12.261777890498454,14.501852431306624,0.8455318345418897,0.6080393399327048,0.4247785627030049,0.18326077722969986
threshold_exact_gaussian_L2_N28_Kpct25_50_s5,gaussian,42,0,28,2,7,25.0,1.0,1.0,1,0.9473597334966584,5.264026650334164,False,False,,6,0.8571428571428571,1,1,8,8,1,1,7,7,1 2 3 4 5 6 8,1 2 3 4 5 6 7,8,7,3 6 7 11 15 22 27,3 7 11 15 18 22 27,37.587157343725735,35.608559364048986,0.5493357216752366,0.5493357216752366,1.0,0.498000272027385,0.5012338343479134,0.9935487947960754,12.256400633895424,13.143847541836909,0.9324819536199931,2.491707169036151,1.9108648538320203,1.3039682864224114,9.764693464859274,11.232982688004888,0.8692876804026839,0.25517515506279753,0.1701119735431029,0.08506318151969464
threshold_exact_gaussian_L2_N28_Kpct25_50_s5,gaussian,42,0,28,2,14,50.0,1.0,1.0,1,0.9957438842039872,0.4256115796012816,False,False,,13,0.9285714285714286,1,1,15,15,1,1,14,14,1 2 3 4 5 6 7 8 9 10 11 12 13 15,1 2 3 4 5 6 7 8 9 10 11 12 13 14,15,14,1 3 6 7 8 11 13 15 17 18 19 22 25 27,1 3 6 7 8 11 13 15 18 19 22 24 25 27,290.90053201256245,289.6624256631952,0.5493357216752366,0.5493357216752366,1.0,0.4291230605248006,0.43073071437788923,0.9962676126883345,33.68930767639777,34.29811485230539,0.9822495440775895,11.597641489005909,10.846212053260126,1.06928035631757,22.091666187391873,23.451902799045264,0.9419988807173136,0.5249781248109253,0.462487506715305,0.06249061809562034
threshold_exact_gaussian_L2_N8_12_16_20_24_Kpct25_to_50_s100,gaussian,42,1,8,2,2,25.0,1.0,1.0,0,0.9506847565071096,4.93152434928904,False,False,,1,0.5,1,0,3,4,2,0,1,2,0 3,0 1,3,1,3 6,2 3,4.092328124456927,3.8905139665465307,1.0000000000000002,1.0000000000000002,1.0,0.9069798373288953,0.9594251912171066,0.9453366928778677,3.0814029928836058,2.5952823094356052,1.187309365798327,0.0035495945255711314,0.11923506626339075,0.029769719905468603,3.0778533983580347,2.4760472431722143,1.2430511602092091,0.0011532695246189307,0.0481554084204918,-0.04700213889587287
threshold_exact_gaussian_L2_N8_12_16_20_24_Kpct25_to_50_s100,gaussian,42,1,8,2,3,37.5,1.0,1.0,0,1.0,0.0,True,True,0.0,3,1.0,0,0,2,3,0,0,2,3,0 1 2,0 1 2,,,2 3 7,2 3 7,8.698000765973172,8.698000765973172,1.0000000000000002,1.0000000000000002,1.0,0.9362480582724805,0.9362480582724805,1.0,4.090203183590207,4.090203183590207,1.0,1.2870495234120019,1.2870495234120019,1.0,2.803153660178205,2.803153660178205,1.0,0.459143407546977,0.459143407546977,0.0
threshold_exact_gaussian_L2_N8_12_16_20_24_Kpct25_to_50_s100,gaussian,42,1,8,2,4,50.0,1.0,1.0,0,0.962338306913045,3.7661693086954995,False,False,,3,0.75,1,0,4,5,1,0,3,4,0 1 2 4,0 1 2 3,4,3,0 2 3 7,2 3 6 7,17.571884017011463,16.910097114203207,1.0000000000000002,1.0000000000000002,1.0,0.904174144324932,0.905675962368808,0.9983417711121008,6.841914235748536,7.232395364596327,0.9460094326757557,2.0163298288499925,1.5187745185441905,1.3276031459776727,4.825584406898543,5.713620846052138,0.8445755392104485,0.41784158328419124,0.2658164690073191,0.15202511427687215
