target_obj,exact_objective,sample,seed,N,L,K,algorithm,active_count,valid,u_bf,u_i,u_g,meets_bf_floor,meets_interference_ceiling,objective_gap_pct,subset,elapsed_seconds,enumeration_seconds,gurobi_model_seconds,direct_scan_seconds,target_metric,target_direction,target_value,candidate_count
bf,bf,0,42,22,5,11,Gurobi-BF,11,True,21.79075768642553,103.87074561066653,630.847909360996,True,True,0.0,0 1 2 6 7 9 11 13 14 16 19,67.533036000008,55.840393100021174,11.692642899986822,0.3560826999892015,u_bf,max,21.79075768642553,705432
bf,bf,0,42,22,5,11,Gurobi-Int,11,True,6.721647174626965,3.7204504434523233,42.31851066677237,True,True,69.15367849363865,0 1 5 8 12 15 16 17 18 20 21,67.59843070004717,55.840393100021174,11.758037600026,0.4052101999986917,u_bf,max,6.721647174626965,705432
bf,bf,0,42,22,5,11,Gurobi-Gen,11,True,20.702091211883566,54.184056428555564,1103.060155188115,True,True,4.9960010120260465,0 2 3 4 6 7 9 11 13 14 19,67.95533320002141,55.840393100021174,12.11494010000024,0.3606322999985423,u_bf,max,20.702091211883566,705432
bf,bf,0,42,22,5,11,H1,11,True,20.702091211883566,54.184056428555564,1103.060155188115,True,True,4.9960010120260465,0 2 3 4 6 7 9 11 13 14 19,0.0012650999997276813,,,,u_bf,max,20.702091211883566,705432
bf,bf,0,42,22,5,11,H2,11,True,9.749801410632728,8.18815199349757,123.19802937080999,True,True,55.25717117809845,0 3 8 11 12 13 16 17 18 19 20,0.0020736999867949635,,,,u_bf,max,9.749801410632728,705432
bf,bf,0,42,22,5,11,Coutino,11,True,20.702091211883566,54.184056428555564,1103.060155188115,True,True,4.9960010120260465,0 2 3 4 6 7 9 11 13 14 19,0.005120799993164837,,,,u_bf,max,20.702091211883566,705432
bf,bf,0,42,22,5,11,MISO-EE,11,True,20.702091211883566,54.184056428555564,1103.060155188115,True,True,4.9960010120260465,0 2 3 4 6 7 9 11 13 14 19,0.009721599984914064,,,,u_bf,max,20.702091211883566,705432
bf,bf,0,42,22,5,11,Pareto-H2,11,True,9.749801410632728,8.18815199349757,123.19802937080999,True,True,55.25717117809845,0 3 8 11 12 13 16 17 18 19 20,0.004707899992354214,,,,u_bf,max,9.749801410632728,705432
bf,bf,0,42,22,5,11,H3-threshold-BF,11,True,20.702091211883566,54.184056428555564,1103.060155188115,True,True,4.9960010120260465,0 2 3 4 6 7 9 11 13 14 19,0.002113499998813495,,,,u_bf,max,20.702091211883566,705432
bf,bf,0,42,22,5,11,H3-threshold-Int,11,True,12.940593506141727,6.635442812410439,332.3452103850728,True,True,40.61430220848621,2 3 4 8 9 11 12 13 14 18 19,0.005583599995588884,,,,u_bf,max,12.940593506141727,705432
bf,bf,0,42,22,5,11,H3-threshold-Gen,11,True,20.702091211883566,54.184056428555564,1103.060155188115,True,True,4.9960010120260465,0 2 3 4 6 7 9 11 13 14 19,0.005303500016452745,,,,u_bf,max,20.702091211883566,705432
bf,bf,0,42,22,5,11,Frame-BF,11,True,21.79075768642553,103.87074561066653,630.847909360996,True,True,0.0,0 1 2 6 7 9 11 13 14 16 19,0.05365159999928437,,,,u_bf,max,21.79075768642553,705432
bf,bf,0,42,22,5,11,Frame-Int,11,True,6.721647174626965,3.7204504434523233,42.31851066677237,True,True,69.15367849363865,0 1 5 8 12 15 16 17 18 20 21,0.05018170000403188,,,,u_bf,max,6.721647174626965,705432
bf,bf,0,42,22,5,11,Frame-Gen,11,True,20.702091211883566,54.184056428555564,1103.060155188115,True,True,4.9960010120260465,0 2 3 4 6 7 9 11 13 14 19,0.09216569998534396,,,,u_bf,max,20.702091211883566,705432
bf,bf,0,42,22,5,11,H3-Fast,11,True,8.273546340498772,4.118903020660623,88.97908061793608,True,True,62.03185561715118,2 4 5 6 8 11 15 17 18 20 21,0.0010263999865856022,,,,u_bf,max,8.273546340498772,705432
int,interference,0,42,22,5,11,Gurobi-BF,11,True,21.79075768642553,103.87074561066653,630.847909360996,True,True,2691.886283379213,0 1 2 6 7 9 11 13 14 16 19,67.533036000008,55.840393100021174,11.692642899986822,0.3560826999892015,u_i,min,103.87074561066653,705432
int,interference,0,42,22,5,11,Gurobi-Int,11,True,6.721647174626965,3.7204504434523233,42.31851066677237,True,True,0.0,0 1 5 8 12 15 16 17 18 20 21,67.59843070004717,55.840393100021174,11.758037600026,0.4052101999986917,u_i,min,3.7204504434523233,705432
int,interference,0,42,22,5,11,Gurobi-Gen,11,True,20.702091211883566,54.184056428555564,1103.060155188115,True,True,1356.3843075484288,0 2 3 4 6 7 9 11 13 14 19,67.95533320002141,55.840393100021174,12.11494010000024,0.3606322999985423,u_i,min,54.184056428555564,705432
int,interference,0,42,22,5,11,H1,11,True,20.702091211883566,54.184056428555564,1103.060155188115,True,True,1356.3843075484288,0 2 3 4 6 7 9 11 13 14 19,0.000595899997279048,,,,u_i,min,54.184056428555564,705432
