target_obj,algorithm,exact_objective,sample,seed,N,L,K,candidate_count,active_count,u_bf,u_i,u_g,objective_value,direct_scan_verified,subset,enumeration_seconds,gurobi_model_seconds,direct_scan_seconds,total_seconds
bf,Gurobi-BF,bf,0,42,22,5,11,705432,11,21.79075768642553,103.87074561066653,630.847909360996,21.79075768642553,True,0 1 2 6 7 9 11 13 14 16 19,55.840393100021174,11.692642899986822,0.3560826999892015,67.533036000008
int,Gurobi-Int,interference,0,42,22,5,11,705432,11,6.721647174626965,3.7204504434523233,42.31851066677237,3.7204504434523233,True,0 1 5 8 12 15 16 17 18 20 21,55.840393100021174,11.758037600026,0.4052101999986917,67.59843070004717
gen,Gurobi-Gen,general,0,42,22,5,11,705432,11,20.702091211883566,54.184056428555564,1103.060155188115,1103.060155188115,True,0 2 3 4 6 7 9 11 13 14 19,55.840393100021174,12.11494010000024,0.3606322999985423,67.95533320002141
bf,Gurobi-BF,bf,1,43,22,5,11,705432,11,14.62373301781912,53.519708171510516,143.78185113007018,14.62373301781912,True,2 3 7 9 10 11 12 15 17 18 20,54.746440399991116,12.109165300003951,0.3556296000024304,66.85560569999507
int,Gurobi-Int,interference,1,43,22,5,11,705432,11,4.667206253572366,1.9751505534640028,18.70508555678065,1.9751505534640028,True,0 2 4 5 6 8 13 14 16 18 19,54.746440399991116,11.402940700005274,0.3576756000111345,66.14938109999639
gen,Gurobi-Gen,general,1,43,22,5,11,705432,11,14.532292448392365,47.32584293554332,147.5399290016418,147.5399290016418,True,3 7 9 10 11 12 13 15 17 18 20,54.746440399991116,10.984278000018094,0.34736770001472905,65.73071840000921
bf,Gurobi-BF,bf,2,44,22,5,11,705432,11,20.6567120798505,117.55995420684322,399.0074885266421,20.6567120798505,True,0 1 2 3 5 13 15 16 18 19 21,54.21934539999347,11.306361499999184,0.33705540001392365,65.52570689999266
int,Gurobi-Int,interference,2,44,22,5,11,705432,11,6.1604501536203005,2.582904406974473,34.61520519664705,2.582904406974473,True,1 4 5 6 8 9 10 11 17 19 20,54.21934539999347,11.068274599994766,0.35663019999628887,65.28761999998824
gen,Gurobi-Gen,general,2,44,22,5,11,705432,11,18.245102510569787,70.67630595013004,490.51863547020054,490.51863547020054,True,0 1 2 3 5 7 10 13 15 16 18,54.21934539999347,11.131583599984879,0.333774300001096,65.35092899997835
