N,L,K,off_pct,sample,seed,sigma,P,heuristic,active_count,u_bf,u_i,u_g,log2_u_g_per_active,u_bf_per_active,elapsed_seconds
1000,2,750,25,0,42,1.0,1.0,N-H3-Fast,750,15053.718612071361,0.06485992670059204,56652054.784782276,0.034340833264174926,20.07162481609515,0.010546400008024648
1000,2,750,25,1,43,1.0,1.0,H1,750,13870.174605074139,54095.04926481843,48081012.32136167,0.03402528524772503,18.493566140098853,0.02630870000575669
1000,2,750,25,1,43,1.0,1.0,H2,750,12963.602621663158,25.346788734197617,42026690.81151718,0.033766403369507925,17.28480349555088,0.08536389999790117
1000,2,750,25,1,43,1.0,1.0,Coutino,750,21597.08484801881,202667.4893667102,116526864.21459885,0.035728116470155113,28.796113130691747,0.28729109998675995
1000,2,750,25,1,43,1.0,1.0,MISO-EE,491,14228.149033745884,162698.22040203214,50529267.06340002,0.052119380687890106,28.977900272394876,0.37797599998884834
1000,2,750,25,1,43,1.0,1.0,Pareto-H2,545,13999.411344611788,6.198157489299774,49006764.47747765,0.04687427076064706,25.686993292865665,0.3315615000028629
1000,2,750,25,1,43,1.0,1.0,S-threshold-BF,750,24633.068337511217,455627.4416975379,151487068.41210052,0.03623282587119702,32.844091116681625,0.02264320000540465
1000,2,750,25,1,43,1.0,1.0,S-threshold-Int,750,22769.858276258095,0.7438018918037415,129638370.4304659,0.035933223400180334,30.359811035010793,0.1996909000154119
1000,2,750,25,1,43,1.0,1.0,S-threshold-Gen,750,24633.068337511217,455627.4416975379,151487068.41210052,0.03623282587119702,32.844091116681625,0.21440999998594634
1000,2,750,25,1,43,1.0,1.0,Frame-BF,750,24633.068337511217,455627.4416975379,151487068.41210052,0.03623282587119702,32.844091116681625,0.024725600000238046
