N,L,K,off_pct,heuristic,active_count_mean,u_bf_mean,u_bf_std,u_i_mean,u_i_std,u_g_mean,u_g_std,log2_u_g_per_active_mean,log2_u_g_per_active_std,u_bf_per_active_mean,u_bf_per_active_std,elapsed_seconds_mean,elapsed_seconds_std,samples
1000,9,500,50,S-threshold-BF,500.0,10366.475928545366,966.4152033409384,739312.8192119636,162654.17173071392,3.5167045914219974e+27,2.745239927307731e+27,0.18214889071603807,0.002436468789003493,20.732951857090733,1.9328304066818778,0.24525418999837711,0.00819762421577827,10
1000,9,500,50,S-threshold-Gen,500.0,10360.534503072293,970.301156012356,712840.7712944339,195082.48263238283,3.527121184960582e+27,2.7389953814964587e+27,0.18216504513129217,0.002427752879270569,20.721069006144585,1.940602312024713,2.0557693000038855,0.02620396919205553,10
1000,9,500,50,S-threshold-Int,500.0,6935.240225851392,1033.358286563928,1083.3866929387673,297.9874427465218,1.85734086743581e+26,2.3849969393118622e+26,0.17236080082569954,0.003779508959828011,13.870480451702784,2.0667165731278563,2.0071277799987,0.027314720769993125,10
1000,9,750,25,Coutino,750.0,16444.69861289372,1702.9241916515423,1030771.3767607067,224258.25635674546,2.5832120877764854e+29,1.7910059463376486e+29,0.12964724778792194,0.0018679302025158095,21.926264817191626,2.2705655888687226,1.6140403899917146,0.05753615266830334,10
1000,9,750,25,Frame-BF,750.0,18786.937645797283,1765.3069662548312,1636231.183766956,288490.7879866499,8.165100106330649e+29,6.415768701076938e+29,0.13190307541609003,0.0016408870756279758,25.049250194396375,2.353742621673108,0.052288079998106696,0.00395159716756805,10
1000,9,750,25,Frame-Gen,750.0,18783.73407585856,1768.4891552159015,1555707.5223756456,325586.58761507436,8.219769889400943e+29,6.43842016406394e+29,0.13192016329676062,0.0016345605210480812,25.04497876781141,2.357985540287868,0.10829097999958322,0.011136964814959365,10
1000,9,750,25,Frame-Int,750.0,12329.395611591925,1944.3139438619446,935.7588419631123,258.1112456816546,3.5266209185146202e+28,5.287003257532986e+28,0.12484582569267536,0.0027224936770660372,16.439194148789234,2.5924185918159264,2.653675660004956,0.0475572694265188,10
1000,9,750,25,H1,750.0,14579.916535226328,2510.30182882885,964313.9724188838,330271.48942572984,1.3898990379310137e+29,1.670622107668635e+29,0.12736708506234878,0.003010169955259119,19.439888713635106,3.3470691051051342,0.02976802999910433,0.0005632774207929666,10
1000,9,750,25,H2,750.0,12154.785730823627,1964.9817690026066,1271.2926206158475,424.20109544986013,3.157676092914599e+28,4.31416163190778e+28,0.1245918554007119,0.002772592316836257,16.206380974431504,2.6199756920034756,0.49060679000394886,0.03874768817341307,10
1000,9,750,25,MISO-EE,687.5,14630.34974389787,2519.4173805176,858297.1220651129,293046.6384480334,1.4678237027823282e+29,1.766215336400758e+29,0.1396742835781289,0.008913531365542425,21.190585742759,2.4864999685998295,2.115851150001981,0.059721254986293,10
1000,9,750,25,N-H3-Fast,750.0,11215.743470547275,1569.3254372810336,1699.2920386906712,595.478997030288,1.2537218686056036e+28,1.449487357862617e+28,0.12324569149285833,0.0024608205528168056,14.95432462739637,2.092433916374712,1.214221729998826,0.0625542786275767,10
1000,9,750,25,Pareto-H2,748.3,12204.884530750882,1941.2793643749333,1263.0715332068503,428.0896838732669,3.189664284864244e+28,4.294742524459223e+28,0.12495523762600853,0.002811399430981556,16.309046150365823,2.578393708214705,1.4953555600019173,0.03466772574332391,10
1000,9,750,25,S-threshold-BF,750.0,18743.89293380194,1736.826122209915,1625831.4313048483,288194.8866725119,7.937020450006345e+29,6.123966990254073e+29,0.1318659937655686,0.001618160092031255,24.99185724506925,2.315768162946553,0.19200928000209389,0.006526668322341215,10
1000,9,750,25,S-threshold-Gen,750.0,18741.14133510242,1740.931960705543,1601519.6623042275,323139.7574216924,7.94029083614675e+29,6.1203624000169496e+29,0.13186936582750297,0.0016130109368723842,24.98818844680323,2.3212426142740576,1.5494332100002794,0.04174287613039363,10
1000,9,750,25,S-threshold-Int,750.0,12695.176539857855,2152.2335908428736,1188.292523937486,415.9882199043516,5.2724951458544835e+28,7.931815348388925e+28,0.12532889634184083,0.0028328908298879386,16.92690205314381,2.869644787790498,1.469238659995608,0.03378360402607567,10
1000,10,500,50,Coutino,500.0,7908.72179702561,698.1498875202689,285108.77002554777,74533.05514267222,1.006745985377718e+29,7.788591189038391e+28,0.19181187571386377,0.002562379082260849,15.817443594051221,1.3962997750405384,2.3389204899984177,0.12128451116183321,10
1000,10,500,50,Frame-BF,500.0,9006.496707135646,479.2817754663779,513803.07051530184,105607.52588303236,2.796954720018167e+29,1.1923026934725314e+29,0.19533278642658258,0.0015140443273772661,18.012993414271293,0.9585635509327549,0.04682844999188092,0.0036819166173639524,10
1000,10,500,50,Frame-Gen,500.0,8997.344390070357,475.2853002760423,480419.88860042917,98806.67930260354,2.8278452332598008e+29,1.203334924909357e+29,0.19536583648103917,0.0015099104853923205,17.994688780140713,0.9505706005520843,0.138272130000405,0.018057838694234492,10
